JUN18LOF00192.spu,JUN18LOF00191.spu,JUN18LOF00190.spu,JUN18LOF00189.spu,JUN18LOF00188.spu,
Wavelength,JUN18LOF00193.spu,JUN18LOF00194.spu,JUN18LOF00195.spu,JUN18LOF00196.spu,JUN18LOF00197.spu,JUN18LOF00198.spu,JUN18LOF00199.spu,JUN18LOF00200.spu,JUN18LOF00201.spu,JUN18LOF00202.spu,JUN18LOF00203.spu,JUN18LOF00204.spu,JUN18LOF00205.spu,JUN18LOF00206.spu,JUN18LOF00207.spu,JUN18LOF00208.spu,JUN18LOF00209.spu,JUN18LOF00210.spu,JUN18LOF00211.spu,JUN18LOF00212.spu
 783 , 0.346973 , 0.316189 , 0.336725 , 0.333572 , 0.349636 , 0.377502 , 0.312912 , 0.387568 , 0.331875 , 0.329832 , 0.419011 , 0.376086 , 0.389689 , 0.358135 , 0.374728 , 0.333781 , 0.354715 , 0.342462 , 0.323324 , 0.320295 
 784 , 0.34752 , 0.316862 , 0.337464 , 0.334195 , 0.350344 , 0.378001 , 0.313547 , 0.388311 , 0.332534 , 0.330396 , 0.419675 , 0.376785 , 0.390482 , 0.358778 , 0.375608 , 0.334391 , 0.355346 , 0.342995 , 0.323923 , 0.320909 
 785 , 0.348111 , 0.317456 , 0.338209 , 0.334714 , 0.351017 , 0.378419 , 0.314047 , 0.38906 , 0.333183 , 0.331003 , 0.420369 , 0.377417 , 0.391292 , 0.359374 , 0.376468 , 0.334976 , 0.355977 , 0.34353 , 0.324511 , 0.321514 
 786 , 0.348715 , 0.318062 , 0.338966 , 0.335235 , 0.351687 , 0.378844 , 0.314526 , 0.389804 , 0.33384 , 0.331634 , 0.421073 , 0.378046 , 0.392102 , 0.359989 , 0.377345 , 0.335562 , 0.356624 , 0.34408 , 0.3251 , 0.322134 
 787 , 0.349328 , 0.318676 , 0.3397 , 0.335783 , 0.352367 , 0.379286 , 0.315034 , 0.390505 , 0.334506 , 0.332279 , 0.421766 , 0.378663 , 0.392909 , 0.360626 , 0.378205 , 0.336157 , 0.357266 , 0.344625 , 0.32569 , 0.322769 
 788 , 0.349944 , 0.319338 , 0.34026 , 0.336466 , 0.353018 , 0.379726 , 0.315609 , 0.391035 , 0.335149 , 0.332986 , 0.422396 , 0.379221 , 0.393617 , 0.361307 , 0.378946 , 0.336761 , 0.357886 , 0.345082 , 0.326264 , 0.323394 
 789 , 0.350599 , 0.320034 , 0.340856 , 0.337178 , 0.353693 , 0.380134 , 0.316186 , 0.391607 , 0.335795 , 0.333697 , 0.423069 , 0.379812 , 0.394354 , 0.361986 , 0.379714 , 0.337388 , 0.358538 , 0.345518 , 0.326859 , 0.324033 
 790 , 0.351271 , 0.320749 , 0.341458 , 0.337909 , 0.354387 , 0.380554 , 0.316774 , 0.392197 , 0.33646 , 0.33442 , 0.423763 , 0.380423 , 0.39511 , 0.362679 , 0.380501 , 0.338027 , 0.359202 , 0.345958 , 0.327466 , 0.324685 
 791 , 0.351862 , 0.321469 , 0.342188 , 0.338646 , 0.355148 , 0.381028 , 0.317357 , 0.392728 , 0.337171 , 0.334947 , 0.424439 , 0.38112 , 0.395981 , 0.363346 , 0.381461 , 0.338679 , 0.360001 , 0.346523 , 0.328093 , 0.325372 
 792 , 0.352419 , 0.322181 , 0.343001 , 0.339391 , 0.355905 , 0.381568 , 0.318052 , 0.393225 , 0.337868 , 0.335453 , 0.425144 , 0.38187 , 0.396894 , 0.364149 , 0.382441 , 0.339364 , 0.360735 , 0.347182 , 0.328771 , 0.326053 
 793 , 0.352985 , 0.322913 , 0.343828 , 0.34015 , 0.35669 , 0.382124 , 0.318768 , 0.393731 , 0.338586 , 0.335972 , 0.425872 , 0.38263 , 0.39783 , 0.364973 , 0.383451 , 0.340071 , 0.361491 , 0.347855 , 0.329469 , 0.326749 
 794 , 0.353523 , 0.323531 , 0.344645 , 0.340795 , 0.357302 , 0.382655 , 0.319378 , 0.394299 , 0.339158 , 0.336497 , 0.426591 , 0.383318 , 0.39863 , 0.365766 , 0.384324 , 0.340722 , 0.362165 , 0.34845 , 0.330129 , 0.327402 
 795 , 0.354011 , 0.324063 , 0.345379 , 0.341458 , 0.357774 , 0.383189 , 0.31982 , 0.394919 , 0.339682 , 0.337063 , 0.427209 , 0.383912 , 0.399288 , 0.366379 , 0.385123 , 0.341274 , 0.362807 , 0.348925 , 0.330688 , 0.327997 
 796 , 0.354508 , 0.324602 , 0.346101 , 0.342154 , 0.358251 , 0.383749 , 0.320247 , 0.39555 , 0.34023 , 0.337654 , 0.427808 , 0.384507 , 0.399944 , 0.366961 , 0.38595 , 0.341832 , 0.363482 , 0.349402 , 0.33123 , 0.328595 
 797 , 0.354995 , 0.325163 , 0.3468 , 0.342887 , 0.358777 , 0.384333 , 0.320696 , 0.396204 , 0.340835 , 0.338268 , 0.428412 , 0.385132 , 0.400625 , 0.36754 , 0.386781 , 0.342385 , 0.364168 , 0.349901 , 0.331781 , 0.329208 
 798 , 0.355447 , 0.325765 , 0.347357 , 0.34363 , 0.359433 , 0.384958 , 0.321211 , 0.396867 , 0.341554 , 0.338911 , 0.428995 , 0.385797 , 0.401415 , 0.368104 , 0.387614 , 0.342936 , 0.364859 , 0.350437 , 0.332374 , 0.329843 
 799 , 0.355905 , 0.326376 , 0.34792 , 0.344325 , 0.360109 , 0.385567 , 0.321728 , 0.397524 , 0.342273 , 0.339532 , 0.429615 , 0.3865 , 0.402278 , 0.36873 , 0.388473 , 0.343511 , 0.365592 , 0.350979 , 0.333017 , 0.330541 
 800 , 0.35637 , 0.327 , 0.34849 , 0.345035 , 0.360801 , 0.386191 , 0.322265 , 0.398203 , 0.343005 , 0.340173 , 0.430246 , 0.387219 , 0.403157 , 0.36937 , 0.389361 , 0.344106 , 0.366333 , 0.351535 , 0.33368 , 0.331252 
 801 , 0.357031 , 0.327636 , 0.349308 , 0.34567 , 0.361594 , 0.386613 , 0.322714 , 0.398779 , 0.343608 , 0.340774 , 0.430861 , 0.38795 , 0.403981 , 0.370149 , 0.390231 , 0.344685 , 0.367036 , 0.352056 , 0.334295 , 0.331834 
 802 , 0.357801 , 0.328221 , 0.350344 , 0.346336 , 0.362436 , 0.387061 , 0.323219 , 0.399433 , 0.344121 , 0.34138 , 0.431461 , 0.388675 , 0.404729 , 0.37098 , 0.391009 , 0.345228 , 0.367652 , 0.352678 , 0.334857 , 0.332309 
 803 , 0.358594 , 0.32882 , 0.351405 , 0.347018 , 0.363296 , 0.387519 , 0.323731 , 0.400099 , 0.344643 , 0.342008 , 0.432073 , 0.389418 , 0.405502 , 0.371836 , 0.391813 , 0.34578 , 0.368278 , 0.353311 , 0.335434 , 0.332793 
 804 , 0.359239 , 0.329369 , 0.352269 , 0.347678 , 0.364052 , 0.38798 , 0.324288 , 0.400723 , 0.345158 , 0.342563 , 0.43263 , 0.390036 , 0.406195 , 0.372541 , 0.392544 , 0.3463 , 0.36883 , 0.353822 , 0.335902 , 0.333247 
 805 , 0.359754 , 0.329964 , 0.35277 , 0.348324 , 0.364787 , 0.388416 , 0.324904 , 0.401385 , 0.345834 , 0.343108 , 0.433239 , 0.390629 , 0.406904 , 0.373167 , 0.393362 , 0.346893 , 0.369449 , 0.354234 , 0.336408 , 0.33379 
 806 , 0.360271 , 0.3306 , 0.353231 , 0.348986 , 0.365558 , 0.388852 , 0.325543 , 0.402073 , 0.346569 , 0.343672 , 0.433883 , 0.391262 , 0.407651 , 0.373817 , 0.394241 , 0.347524 , 0.370121 , 0.354652 , 0.336956 , 0.334377 
 807 , 0.360762 , 0.331264 , 0.353728 , 0.349673 , 0.366313 , 0.389267 , 0.326202 , 0.402717 , 0.347346 , 0.344203 , 0.434542 , 0.39192 , 0.408425 , 0.374484 , 0.395125 , 0.348156 , 0.37079 , 0.355068 , 0.337523 , 0.334992 
 808 , 0.361216 , 0.331993 , 0.354412 , 0.350352 , 0.366993 , 0.389631 , 0.326873 , 0.403205 , 0.348141 , 0.34463 , 0.43518 , 0.392609 , 0.409209 , 0.375139 , 0.395922 , 0.34875 , 0.371395 , 0.355473 , 0.338099 , 0.335601 
 809 , 0.361746 , 0.332778 , 0.355262 , 0.351037 , 0.367702 , 0.390042 , 0.327557 , 0.403698 , 0.348935 , 0.345088 , 0.435854 , 0.393325 , 0.410011 , 0.375801 , 0.396678 , 0.349361 , 0.372009 , 0.355921 , 0.338686 , 0.336206 
 810 , 0.362301 , 0.333598 , 0.356151 , 0.351752 , 0.368451 , 0.390466 , 0.328268 , 0.404208 , 0.349766 , 0.345567 , 0.436558 , 0.394072 , 0.410854 , 0.376498 , 0.397472 , 0.350008 , 0.372657 , 0.356399 , 0.3393 , 0.336846 
 811 , 0.362807 , 0.33417 , 0.356879 , 0.352211 , 0.368909 , 0.39096 , 0.328907 , 0.404887 , 0.350314 , 0.345985 , 0.437194 , 0.394748 , 0.411598 , 0.37706 , 0.398259 , 0.350584 , 0.373251 , 0.356741 , 0.339773 , 0.337592 
 812 , 0.363257 , 0.334666 , 0.35746 , 0.352795 , 0.369291 , 0.391452 , 0.329542 , 0.405599 , 0.350821 , 0.346476 , 0.437854 , 0.395366 , 0.41246 , 0.377709 , 0.399183 , 0.351203 , 0.373872 , 0.357063 , 0.34022 , 0.338447 
 813 , 0.363725 , 0.335189 , 0.358073 , 0.353404 , 0.369699 , 0.391969 , 0.330206 , 0.406345 , 0.351359 , 0.346997 , 0.438539 , 0.396024 , 0.413366 , 0.378395 , 0.400162 , 0.351847 , 0.374522 , 0.357396 , 0.340688 , 0.339348 
 814 , 0.364118 , 0.335695 , 0.358569 , 0.354079 , 0.370246 , 0.392535 , 0.330752 , 0.407015 , 0.351876 , 0.347505 , 0.439153 , 0.396571 , 0.414216 , 0.379086 , 0.401117 , 0.352511 , 0.375154 , 0.357865 , 0.341259 , 0.340101 
 815 , 0.364424 , 0.336213 , 0.359162 , 0.354704 , 0.370825 , 0.393124 , 0.33128 , 0.407582 , 0.352467 , 0.347932 , 0.43974 , 0.397239 , 0.414647 , 0.379672 , 0.402068 , 0.353124 , 0.375828 , 0.358386 , 0.341992 , 0.340686 
 816 , 0.364739 , 0.336747 , 0.359815 , 0.355333 , 0.371409 , 0.39374 , 0.331838 , 0.40816 , 0.353089 , 0.348355 , 0.440346 , 0.397969 , 0.415013 , 0.380267 , 0.403054 , 0.353748 , 0.376536 , 0.358931 , 0.342772 , 0.341285 
 817 , 0.365153 , 0.337319 , 0.360566 , 0.355922 , 0.372035 , 0.394321 , 0.332394 , 0.408792 , 0.353761 , 0.348851 , 0.441018 , 0.398719 , 0.415414 , 0.380971 , 0.404008 , 0.354386 , 0.377268 , 0.359569 , 0.343576 , 0.341955 
 818 , 0.365788 , 0.337986 , 0.361426 , 0.35642 , 0.372775 , 0.394865 , 0.332854 , 0.409505 , 0.354467 , 0.349447 , 0.44169 , 0.399346 , 0.416233 , 0.38187 , 0.404807 , 0.355013 , 0.377915 , 0.360299 , 0.344273 , 0.342732 
 819 , 0.366442 , 0.338723 , 0.362272 , 0.356957 , 0.373611 , 0.395475 , 0.333281 , 0.410255 , 0.355187 , 0.350034 , 0.442306 , 0.399863 , 0.417423 , 0.382816 , 0.405578 , 0.355665 , 0.378484 , 0.360987 , 0.344866 , 0.343518 
 820 , 0.367113 , 0.339479 , 0.363128 , 0.357503 , 0.374456 , 0.396092 , 0.333713 , 0.411018 , 0.355912 , 0.350638 , 0.442932 , 0.400394 , 0.418636 , 0.383771 , 0.406378 , 0.35632 , 0.379061 , 0.361685 , 0.345478 , 0.344309 
 821 , 0.367781 , 0.340099 , 0.363721 , 0.358208 , 0.375129 , 0.396629 , 0.334157 , 0.411654 , 0.356571 , 0.351366 , 0.443459 , 0.400991 , 0.419584 , 0.384442 , 0.407215 , 0.356936 , 0.379589 , 0.362246 , 0.345993 , 0.344714 
 822 , 0.368431 , 0.340591 , 0.36425 , 0.359013 , 0.375816 , 0.396976 , 0.334699 , 0.412343 , 0.357147 , 0.352142 , 0.444097 , 0.401615 , 0.420199 , 0.385079 , 0.407999 , 0.357464 , 0.380138 , 0.362913 , 0.34656 , 0.345145 
 823 , 0.369097 , 0.341082 , 0.364786 , 0.35982 , 0.376511 , 0.39733 , 0.335255 , 0.413033 , 0.357731 , 0.352934 , 0.444737 , 0.402247 , 0.420822 , 0.385718 , 0.408787 , 0.358 , 0.380688 , 0.363587 , 0.347128 , 0.345583 
 824 , 0.369609 , 0.341684 , 0.365416 , 0.360736 , 0.377289 , 0.397611 , 0.335762 , 0.413649 , 0.358541 , 0.353691 , 0.445386 , 0.402863 , 0.421491 , 0.386338 , 0.409569 , 0.358421 , 0.38127 , 0.364308 , 0.347698 , 0.346124 
 825 , 0.370221 , 0.3424 , 0.366229 , 0.361501 , 0.378086 , 0.398028 , 0.33616 , 0.41414 , 0.359445 , 0.354385 , 0.446018 , 0.403547 , 0.422182 , 0.387033 , 0.410444 , 0.35883 , 0.381931 , 0.364865 , 0.348286 , 0.346654 
 826 , 0.370845 , 0.34313 , 0.36706 , 0.362234 , 0.378897 , 0.398468 , 0.336543 , 0.414622 , 0.360352 , 0.355074 , 0.44666 , 0.404235 , 0.422872 , 0.387735 , 0.411332 , 0.359234 , 0.382598 , 0.365411 , 0.348876 , 0.347177 
 827 , 0.37159 , 0.343767 , 0.367824 , 0.362875 , 0.379626 , 0.398932 , 0.336992 , 0.415116 , 0.361134 , 0.355739 , 0.447272 , 0.40495 , 0.423534 , 0.388447 , 0.412129 , 0.359711 , 0.383307 , 0.365898 , 0.349516 , 0.347746 
 828 , 0.372408 , 0.344232 , 0.368387 , 0.363446 , 0.38021 , 0.399388 , 0.337627 , 0.415579 , 0.361718 , 0.356359 , 0.447833 , 0.405675 , 0.424244 , 0.389172 , 0.412825 , 0.360345 , 0.384047 , 0.366405 , 0.350235 , 0.348402 
 829 , 0.373135 , 0.344694 , 0.368886 , 0.364105 , 0.380783 , 0.39982 , 0.338334 , 0.41603 , 0.362321 , 0.357002 , 0.448388 , 0.406392 , 0.425017 , 0.389905 , 0.413552 , 0.361046 , 0.384764 , 0.367009 , 0.350954 , 0.34907 
 830 , 0.373826 , 0.345144 , 0.369363 , 0.364766 , 0.381355 , 0.400261 , 0.339024 , 0.416482 , 0.362917 , 0.357654 , 0.448946 , 0.407111 , 0.425797 , 0.390635 , 0.414272 , 0.361734 , 0.385464 , 0.367606 , 0.351661 , 0.349735 
 831 , 0.374156 , 0.345583 , 0.369578 , 0.365431 , 0.381883 , 0.400755 , 0.33937 , 0.416945 , 0.363351 , 0.358348 , 0.449509 , 0.407682 , 0.426484 , 0.391322 , 0.4149 , 0.362226 , 0.385916 , 0.36807 , 0.352199 , 0.350281 
 832 , 0.374524 , 0.346058 , 0.369903 , 0.366054 , 0.382378 , 0.401284 , 0.339534 , 0.417375 , 0.363768 , 0.35912 , 0.450009 , 0.408183 , 0.427104 , 0.391895 , 0.415457 , 0.362643 , 0.386361 , 0.368417 , 0.352645 , 0.350763 
 833 , 0.374898 , 0.346533 , 0.370229 , 0.366677 , 0.382873 , 0.401814 , 0.339698 , 0.417805 , 0.364186 , 0.359884 , 0.450515 , 0.408684 , 0.427725 , 0.39246 , 0.416015 , 0.363054 , 0.3868 , 0.368764 , 0.353085 , 0.351238 
 834 , 0.375362 , 0.346966 , 0.370933 , 0.367218 , 0.383507 , 0.402323 , 0.339833 , 0.418386 , 0.364621 , 0.360545 , 0.451063 , 0.409201 , 0.42842 , 0.393088 , 0.41673 , 0.363531 , 0.387328 , 0.369362 , 0.353674 , 0.351756 
 835 , 0.375868 , 0.347379 , 0.371646 , 0.367764 , 0.384211 , 0.402822 , 0.340124 , 0.419099 , 0.365092 , 0.36104 , 0.451646 , 0.409709 , 0.428984 , 0.393835 , 0.41743 , 0.363953 , 0.387853 , 0.369949 , 0.35433 , 0.352307 
 836 , 0.376379 , 0.347787 , 0.372345 , 0.368318 , 0.384921 , 0.403325 , 0.340432 , 0.419808 , 0.36557 , 0.361528 , 0.45223 , 0.410214 , 0.42953 , 0.394593 , 0.418127 , 0.364368 , 0.388369 , 0.370536 , 0.354979 , 0.352852 
 837 , 0.376894 , 0.348212 , 0.372958 , 0.368823 , 0.385539 , 0.403901 , 0.340791 , 0.420476 , 0.36608 , 0.362129 , 0.452791 , 0.410715 , 0.43006 , 0.395299 , 0.418737 , 0.364815 , 0.388853 , 0.371021 , 0.355549 , 0.353365 
 838 , 0.377368 , 0.348578 , 0.373466 , 0.369225 , 0.386056 , 0.404554 , 0.341262 , 0.42106 , 0.366574 , 0.362913 , 0.45335 , 0.411326 , 0.430716 , 0.395931 , 0.419293 , 0.365337 , 0.389314 , 0.371508 , 0.356127 , 0.353823 
 839 , 0.377805 , 0.348898 , 0.373985 , 0.369586 , 0.386575 , 0.405188 , 0.341773 , 0.421619 , 0.367037 , 0.363712 , 0.453916 , 0.412016 , 0.43149 , 0.396552 , 0.419896 , 0.365893 , 0.389788 , 0.372086 , 0.356764 , 0.354292 
 840 , 0.378212 , 0.349221 , 0.374514 , 0.369983 , 0.387104 , 0.40577 , 0.34227 , 0.422128 , 0.367527 , 0.364472 , 0.454464 , 0.412693 , 0.432248 , 0.397167 , 0.420498 , 0.366419 , 0.390258 , 0.372665 , 0.357365 , 0.354754 
 841 , 0.378473 , 0.34957 , 0.375031 , 0.370578 , 0.387712 , 0.406062 , 0.342629 , 0.422348 , 0.368174 , 0.364909 , 0.454849 , 0.413258 , 0.43288 , 0.397742 , 0.421111 , 0.366782 , 0.390653 , 0.37325 , 0.357727 , 0.355175 
 842 , 0.378833 , 0.350014 , 0.375481 , 0.371231 , 0.388348 , 0.406418 , 0.342927 , 0.422709 , 0.368881 , 0.365246 , 0.45522 , 0.413674 , 0.433374 , 0.398364 , 0.421685 , 0.367208 , 0.39103 , 0.373723 , 0.357997 , 0.355639 
 843 , 0.379191 , 0.350463 , 0.375942 , 0.371889 , 0.388988 , 0.40677 , 0.343224 , 0.423066 , 0.369598 , 0.365588 , 0.455593 , 0.414101 , 0.433878 , 0.398989 , 0.422269 , 0.367646 , 0.39142 , 0.374208 , 0.358279 , 0.356108 
 844 , 0.379909 , 0.350929 , 0.376415 , 0.372341 , 0.389496 , 0.407082 , 0.343587 , 0.423566 , 0.370167 , 0.366002 , 0.45602 , 0.414495 , 0.434318 , 0.399634 , 0.42274 , 0.368218 , 0.391727 , 0.374537 , 0.358667 , 0.356506 
 845 , 0.380657 , 0.351319 , 0.376956 , 0.372669 , 0.389964 , 0.407309 , 0.343923 , 0.424005 , 0.370596 , 0.36657 , 0.456467 , 0.415051 , 0.434885 , 0.400237 , 0.423314 , 0.368643 , 0.392129 , 0.374946 , 0.359124 , 0.356875 
 846 , 0.38142 , 0.351708 , 0.377505 , 0.372999 , 0.390446 , 0.407548 , 0.344259 , 0.424452 , 0.371021 , 0.367163 , 0.456931 , 0.415623 , 0.435464 , 0.400852 , 0.423917 , 0.369071 , 0.392544 , 0.375365 , 0.359587 , 0.357257 
 847 , 0.381942 , 0.352096 , 0.37779 , 0.373455 , 0.390893 , 0.407825 , 0.344615 , 0.424947 , 0.371421 , 0.367663 , 0.457284 , 0.416122 , 0.436088 , 0.401379 , 0.42449 , 0.369366 , 0.392955 , 0.375671 , 0.359971 , 0.35762 
 848 , 0.382231 , 0.352533 , 0.377828 , 0.374093 , 0.391291 , 0.408096 , 0.344943 , 0.425478 , 0.371898 , 0.368163 , 0.457589 , 0.416509 , 0.436662 , 0.401836 , 0.425006 , 0.369675 , 0.393352 , 0.375936 , 0.360292 , 0.35797 
 849 , 0.382527 , 0.353006 , 0.377875 , 0.374783 , 0.391684 , 0.408331 , 0.345263 , 0.426018 , 0.372457 , 0.368712 , 0.457921 , 0.416869 , 0.437212 , 0.402294 , 0.425519 , 0.370075 , 0.393735 , 0.376238 , 0.360631 , 0.358312 
 850 , 0.382827 , 0.35349 , 0.378041 , 0.375445 , 0.392061 , 0.40855 , 0.345526 , 0.426561 , 0.372996 , 0.369235 , 0.458276 , 0.417264 , 0.437746 , 0.40281 , 0.426063 , 0.370527 , 0.394152 , 0.376582 , 0.361026 , 0.358668 
 851 , 0.383177 , 0.353955 , 0.378697 , 0.375938 , 0.392412 , 0.40878 , 0.345603 , 0.427095 , 0.373467 , 0.36954 , 0.458697 , 0.417853 , 0.438247 , 0.403501 , 0.426745 , 0.371101 , 0.394652 , 0.377038 , 0.361649 , 0.359066 
 852 , 0.383656 , 0.354464 , 0.379484 , 0.376453 , 0.392869 , 0.409257 , 0.34577 , 0.427676 , 0.373996 , 0.369781 , 0.459136 , 0.41854 , 0.438876 , 0.404294 , 0.42748 , 0.37158 , 0.395221 , 0.377482 , 0.362361 , 0.359512 
 853 , 0.384148 , 0.354986 , 0.380291 , 0.376973 , 0.393339 , 0.409747 , 0.345942 , 0.428269 , 0.374537 , 0.370029 , 0.459594 , 0.419246 , 0.439511 , 0.405099 , 0.42822 , 0.372066 , 0.395803 , 0.377932 , 0.363085 , 0.35997 
 854 , 0.384899 , 0.355384 , 0.380913 , 0.377632 , 0.394038 , 0.410485 , 0.346511 , 0.428901 , 0.375217 , 0.370672 , 0.460197 , 0.419979 , 0.44021 , 0.405815 , 0.428936 , 0.37248 , 0.396313 , 0.378456 , 0.363733 , 0.360431 
 855 , 0.385441 , 0.355642 , 0.381432 , 0.37822 , 0.394617 , 0.411042 , 0.347192 , 0.429513 , 0.375838 , 0.371453 , 0.460786 , 0.420575 , 0.440757 , 0.406412 , 0.429583 , 0.372996 , 0.396705 , 0.378995 , 0.364253 , 0.360984 
 856 , 0.385992 , 0.35591 , 0.381961 , 0.378817 , 0.395206 , 0.411609 , 0.34789 , 0.430143 , 0.37647 , 0.372243 , 0.461392 , 0.421173 , 0.441307 , 0.407013 , 0.430241 , 0.373522 , 0.397099 , 0.379551 , 0.364782 , 0.361548 
 857 , 0.386273 , 0.356239 , 0.382447 , 0.3793 , 0.395723 , 0.412096 , 0.348398 , 0.430618 , 0.37704 , 0.372851 , 0.461862 , 0.421672 , 0.441837 , 0.407487 , 0.430883 , 0.374012 , 0.397492 , 0.38002 , 0.365178 , 0.362079 
 858 , 0.386406 , 0.356655 , 0.382848 , 0.379759 , 0.396231 , 0.412416 , 0.348636 , 0.430954 , 0.377525 , 0.373267 , 0.462259 , 0.422088 , 0.442398 , 0.407906 , 0.431493 , 0.374486 , 0.39787 , 0.380425 , 0.365437 , 0.362489 
 859 , 0.386569 , 0.357088 , 0.383232 , 0.380259 , 0.39677 , 0.412691 , 0.348822 , 0.431284 , 0.378008 , 0.373669 , 0.462672 , 0.422514 , 0.443 , 0.408352 , 0.432098 , 0.374966 , 0.398242 , 0.38082 , 0.365676 , 0.362872 
 860 , 0.386826 , 0.357488 , 0.38363 , 0.38075 , 0.397312 , 0.41289 , 0.34906 , 0.431657 , 0.378432 , 0.374092 , 0.463102 , 0.422941 , 0.443591 , 0.408831 , 0.432683 , 0.375433 , 0.398611 , 0.381228 , 0.365958 , 0.363275 
 861 , 0.387386 , 0.357801 , 0.384117 , 0.381194 , 0.397895 , 0.413019 , 0.349476 , 0.432199 , 0.378736 , 0.37458 , 0.463587 , 0.423394 , 0.444209 , 0.409405 , 0.433256 , 0.375848 , 0.39905 , 0.381638 , 0.366409 , 0.36381 
 862 , 0.388067 , 0.358133 , 0.384702 , 0.381612 , 0.398557 , 0.41333 , 0.349985 , 0.432879 , 0.379086 , 0.375086 , 0.464125 , 0.423934 , 0.44495 , 0.409993 , 0.433952 , 0.376278 , 0.399665 , 0.382042 , 0.367015 , 0.364454 
 863 , 0.388763 , 0.358478 , 0.385301 , 0.382043 , 0.399235 , 0.413657 , 0.3505 , 0.433584 , 0.37945 , 0.375613 , 0.464681 , 0.424489 , 0.445702 , 0.41059 , 0.434665 , 0.376715 , 0.400302 , 0.38246 , 0.367628 , 0.365113 
 864 , 0.389357 , 0.358991 , 0.38553 , 0.382608 , 0.399857 , 0.414156 , 0.351059 , 0.433917 , 0.380145 , 0.376148 , 0.465162 , 0.424995 , 0.446356 , 0.41117 , 0.435247 , 0.377025 , 0.40089 , 0.382827 , 0.368174 , 0.365578 
 865 , 0.389834 , 0.359281 , 0.385563 , 0.383116 , 0.400269 , 0.4144 , 0.351541 , 0.434035 , 0.380803 , 0.376739 , 0.465376 , 0.425352 , 0.446698 , 0.411661 , 0.435589 , 0.377356 , 0.401276 , 0.383251 , 0.368659 , 0.365956 
 866 , 0.390328 , 0.359586 , 0.385598 , 0.383634 , 0.400698 , 0.414639 , 0.352046 , 0.434157 , 0.381479 , 0.377347 , 0.465596 , 0.425721 , 0.447046 , 0.412171 , 0.435943 , 0.377688 , 0.401666 , 0.383677 , 0.369152 , 0.36635 
 867 , 0.390781 , 0.359799 , 0.385893 , 0.384126 , 0.401092 , 0.414794 , 0.352275 , 0.434475 , 0.38186 , 0.377649 , 0.465871 , 0.426131 , 0.447408 , 0.412536 , 0.436385 , 0.378026 , 0.401997 , 0.384176 , 0.369597 , 0.366747 
 868 , 0.391134 , 0.360271 , 0.386411 , 0.384588 , 0.401617 , 0.415102 , 0.35231 , 0.435053 , 0.382052 , 0.377871 , 0.466381 , 0.426621 , 0.447959 , 0.413001 , 0.437097 , 0.378307 , 0.402325 , 0.384717 , 0.369989 , 0.367231 
 869 , 0.391474 , 0.360848 , 0.386971 , 0.385063 , 0.402216 , 0.415496 , 0.352322 , 0.435696 , 0.382231 , 0.378136 , 0.466968 , 0.427156 , 0.448582 , 0.413538 , 0.43789 , 0.378567 , 0.402675 , 0.385271 , 0.370378 , 0.367753 
 870 , 0.391752 , 0.361421 , 0.387529 , 0.385558 , 0.402774 , 0.415982 , 0.352436 , 0.436334 , 0.382421 , 0.378572 , 0.467593 , 0.427687 , 0.449205 , 0.414155 , 0.438701 , 0.37891 , 0.403097 , 0.385817 , 0.370803 , 0.368277 
 871 , 0.392026 , 0.36195 , 0.388143 , 0.386202 , 0.403268 , 0.416661 , 0.352822 , 0.436851 , 0.382746 , 0.379326 , 0.468269 , 0.428264 , 0.449854 , 0.414878 , 0.439463 , 0.379448 , 0.403672 , 0.386296 , 0.371388 , 0.368819 
 872 , 0.392449 , 0.362467 , 0.388886 , 0.387055 , 0.403787 , 0.417376 , 0.35333 , 0.437257 , 0.383239 , 0.380054 , 0.468991 , 0.428946 , 0.450565 , 0.415559 , 0.440175 , 0.380068 , 0.404301 , 0.386743 , 0.372075 , 0.36936 
 873 , 0.392877 , 0.362988 , 0.389637 , 0.3879 , 0.40432 , 0.418087 , 0.353841 , 0.437674 , 0.383752 , 0.380788 , 0.469713 , 0.429631 , 0.451289 , 0.416249 , 0.4409 , 0.380679 , 0.404923 , 0.387188 , 0.37276 , 0.369897 
 874 , 0.393135 , 0.363349 , 0.390071 , 0.388392 , 0.404861 , 0.418478 , 0.354279 , 0.437865 , 0.38451 , 0.381198 , 0.470242 , 0.43008 , 0.451861 , 0.416704 , 0.441397 , 0.380993 , 0.405277 , 0.387364 , 0.373105 , 0.370223 
 875 , 0.393181 , 0.363409 , 0.390289 , 0.388576 , 0.405117 , 0.418619 , 0.354651 , 0.438089 , 0.38509 , 0.381385 , 0.470593 , 0.430357 , 0.452266 , 0.41706 , 0.442 , 0.381392 , 0.405432 , 0.387565 , 0.373221 , 0.370402 
 876 , 0.393219 , 0.363473 , 0.390508 , 0.388766 , 0.405374 , 0.418763 , 0.355029 , 0.438325 , 0.385687 , 0.381572 , 0.470952 , 0.430638 , 0.452684 , 0.417425 , 0.442623 , 0.381807 , 0.405602 , 0.387767 , 0.373334 , 0.370593 
