JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21MAT00007.spu,JUL21MAT00008.spu,JUL21MAT00009.spu,JUL21MAT00010.spu,JUL21MAT00011.spu,JUL21MAT00012.spu,JUL21MAT00013.spu,JUL21MAT00014.spu,JUL21MAT00015.spu,JUL21MAT00016.spu,JUL21MAT00017.spu,JUL21MAT00018.spu,JUL21MAT00019.spu,JUL21MAT00020.spu,JUL21MAT00021.spu,JUL21MAT00022.spu,JUL21MAT00023.spu,JUL21MAT00024.spu,JUL21MAT00025.spu,JUL21MAT00026.spu,JUL21MAT00027.spu,JUL21MAT00028.spu,JUL21MAT00029.spu,JUL21MAT00030.spu,JUL21MAT00031.spu,JUL21MAT00032.spu,JUL21MAT00033.spu,JUL21MAT00034.spu,JUL21MAT00035.spu,JUL21MAT00036.spu,JUL21MAT00037.spu,JUL21MAT00038.spu,JUL21MAT00039.spu,JUL21MAT00040.spu,JUL21MAT00041.spu,JUL21MAT00042.spu,JUL21MAT00043.spu,JUL21MAT00044.spu,JUL21MAT00045.spu,JUL21MAT00046.spu,JUL21MAT00047.spu,JUL21MAT00048.spu,JUL21MAT00049.spu,JUL21MAT00050.spu,JUL21MAT00051.spu,JUL21MAT00052.spu,JUL21MAT00053.spu,JUL21MAT00054.spu,JUL21MAT00055.spu,JUL21MAT00056.spu,JUL21MAT00057.spu,JUL21MAT00058.spu,JUL21MAT00059.spu,JUL21MAT00060.spu,JUL21MAT00061.spu,JUL21MAT00062.spu,JUL21MAT00063.spu,JUL21MAT00064.spu,JUL21MAT00065.spu,JUL21MAT00066.spu,JUL21MAT00067.spu,JUL21MAT00068.spu,JUL21MAT00069.spu,JUL21MAT00070.spu,JUL21MAT00071.spu,JUL21MAT00072.spu,JUL21MAT00073.spu,JUL21MAT00074.spu,JUL21MAT00075.spu,JUL21MAT00076.spu,JUL21MAT00077.spu,JUL21MAT00078.spu,JUL21MAT00079.spu,JUL21MAT00080.spu,JUL21MAT00081.spu,JUL21MAT00082.spu,JUL21MAT00083.spu,JUL21MAT00084.spu,JUL21MAT00085.spu
 337 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002714 , 0.000745 , 0 , 0.020721 , 0 , 0.001889 , 0 , 0.014127 , 0.009867 , 0.006456 , 0.00673 , 0.00201 , 0.000657 , 0.002583 , 0.000623 , 0 , 0 , 0.001814 , 0 , 0.003241 , 0.002426 , 0 , 0 , 0.000535 , 0 , 0 , 0.000139 , 0 , 0 , 0 , 0.003141 , 0.004127 , 0 , 0.003014 , 0 , 0 , 0.00064 , 0.001255 , 0.001312 , 0 , 0 , 0 , 0.000897 , 0 , 0 , 0 , 0 , 0.000344 , 0 , 0.002365 , 0.001234 , 0 , 0.008756 , 0.002368 , 0.004697 , 0.002272 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002671 , 0 , 0.002556 , 0 , 0.014651 , 0 , 0.001555 , 0 , 0.000332 
 338 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003461 , 0.000875 , 0 , 0.019107 , 0 , 0.002501 , 0 , 0.014764 , 0.009897 , 0.007136 , 0.007054 , 0.002523 , 0.000844 , 0.003058 , 0.000709 , 0 , 0 , 0.002308 , 0 , 0.00388 , 0.003111 , 0 , 0 , 0.000662 , 0 , 0 , 0.000178 , 0 , 0 , 0 , 0.003501 , 0.004977 , 0 , 0.003517 , 0 , 0 , 0.000841 , 0.001574 , 0.001631 , 0 , 0 , 0 , 0.00114 , 0 , 0 , 0 , 0 , 0.000463 , 0 , 0.002918 , 0.001512 , 0 , 0.008971 , 0.003079 , 0.006263 , 0.002868 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003478 , 0 , 0.00309 , 0 , 0.015546 , 0 , 0.00197 , 0 , 0.000423 
 339 , 0.000957 , 0.000865 , 0.001059 , 0.000632 , 0.000719 , 0.001482 , 0.001307 , 0.004742 , 0.001554 , 0.001317 , 0.020178 , 0.000855 , 0.003597 , 0.001438 , 0.016291 , 0.011432 , 0.008381 , 0.00868 , 0.004091 , 0.002265 , 0.004513 , 0.002316 , 0 , 0 , 0.003733 , 0.000531 , 0.005104 , 0.004607 , 0.000714 , 0.000482 , 0.00211 , 0.000983 , 0 , 0.000829 , 0.000384 , 0.000611 , 0.001095 , 0.005114 , 0.005789 , 0.001537 , 0.005188 , 0.001696 , 0.000551 , 0.002388 , 0.002574 , 0.00274 , 0.000747 , 0.000275 , 0.000852 , 0.002162 , 0.001145 , 0.000698 , 0.000635 , 0 , 0.001296 , 0.001113 , 0.004418 , 0.002882 , 0.002083 , 0.010485 , 0.004041 , 0.007714 , 0.004611 , 0 , 0.000377 , 0.001038 , 0 , 0.000651 , 0.000394 , 0.001177 , 0.005409 , 0.001447 , 0.004826 , 0.000109 , 0.016007 , 0.000257 , 0.003074 , 0.001049 , 0.001717 
 340 , 0.002068 , 0.001755 , 0.002105 , 0.001313 , 0.001435 , 0.003131 , 0.002861 , 0.005896 , 0.002293 , 0.002778 , 0.021388 , 0.001755 , 0.004541 , 0.002894 , 0.017724 , 0.013062 , 0.009574 , 0.010481 , 0.005734 , 0.003773 , 0.006021 , 0.003948 , 0 , 0 , 0.004935 , 0.001146 , 0.006414 , 0.00606 , 0.00149 , 0.000974 , 0.003762 , 0.001931 , 0 , 0.001545 , 0.000754 , 0.001173 , 0.002271 , 0.006801 , 0.00642 , 0.00326 , 0.006731 , 0.003067 , 0.001059 , 0.003764 , 0.003602 , 0.003828 , 0.001425 , 0.000594 , 0.001716 , 0.003184 , 0.002287 , 0.001464 , 0.001425 , 0 , 0.001976 , 0.001958 , 0.005908 , 0.00418 , 0.004264 , 0.012108 , 0.004891 , 0.009009 , 0.006508 , 0 , 0.0008 , 0.002206 , 0 , 0.001307 , 0.000823 , 0.002359 , 0.007246 , 0.002907 , 0.006261 , 0.000224 , 0.016195 , 0.000531 , 0.004071 , 0.002079 , 0.003062 
 341 , 0.003124 , 0.002497 , 0.00294 , 0.001908 , 0.00201 , 0.004623 , 0.00438 , 0.00681 , 0.002967 , 0.004095 , 0.022331 , 0.002522 , 0.005252 , 0.004085 , 0.018888 , 0.014487 , 0.010589 , 0.012187 , 0.007208 , 0.005099 , 0.007358 , 0.005297 , 0 , 0 , 0.00579 , 0.001731 , 0.007673 , 0.007288 , 0.002176 , 0.001378 , 0.005327 , 0.002672 , 0 , 0.002192 , 0.001043 , 0.001591 , 0.003296 , 0.008289 , 0.006874 , 0.004834 , 0.007927 , 0.003972 , 0.001438 , 0.004772 , 0.004503 , 0.004728 , 0.001922 , 0.000897 , 0.002424 , 0.00404 , 0.003206 , 0.002148 , 0.002241 , 0 , 0.002435 , 0.002489 , 0.007175 , 0.005201 , 0.006113 , 0.013583 , 0.00557 , 0.010141 , 0.008294 , 0 , 0.001188 , 0.003275 , 0 , 0.001843 , 0.001202 , 0.00332 , 0.008751 , 0.004099 , 0.007252 , 0.000324 , 0.016198 , 0.000768 , 0.004836 , 0.002896 , 0.004206 
 342 , 0.003982 , 0.00336 , 0.003994 , 0.002976 , 0.002776 , 0.005671 , 0.005602 , 0.00764 , 0.004032 , 0.005228 , 0.023344 , 0.003519 , 0.006054 , 0.004986 , 0.019484 , 0.015588 , 0.01179 , 0.013448 , 0.008316 , 0.00612 , 0.008257 , 0.006792 , 0 , 0.000729 , 0.006727 , 0.002428 , 0.008738 , 0.008045 , 0.003012 , 0.001942 , 0.006379 , 0.003458 , 0.000517 , 0.002948 , 0.001508 , 0.002119 , 0.004141 , 0.009676 , 0.007831 , 0.005964 , 0.00909 , 0.00481 , 0.00211 , 0.005892 , 0.005562 , 0.00601 , 0.002618 , 0.001668 , 0.003127 , 0.004886 , 0.004121 , 0.0029 , 0.00317 , 0.000461 , 0.003178 , 0.003117 , 0.008047 , 0.006224 , 0.007428 , 0.014938 , 0.006607 , 0.011283 , 0.009806 , 0.000481 , 0.001813 , 0.004305 , 0.00045 , 0.002836 , 0.00185 , 0.004323 , 0.009965 , 0.004972 , 0.008278 , 0.000764 , 0.01652 , 0.001377 , 0.005685 , 0.003917 , 0.005278 
 343 , 0.004581 , 0.004412 , 0.005319 , 0.004545 , 0.0039 , 0.006262 , 0.006414 , 0.008457 , 0.005495 , 0.006167 , 0.024514 , 0.004788 , 0.007038 , 0.005707 , 0.019625 , 0.016384 , 0.013273 , 0.014185 , 0.009053 , 0.006825 , 0.008717 , 0.008548 , 0 , 0.002133 , 0.007898 , 0.003206 , 0.009516 , 0.008379 , 0.004064 , 0.00267 , 0.006845 , 0.004388 , 0.001636 , 0.003772 , 0.002262 , 0.002896 , 0.00487 , 0.011037 , 0.009446 , 0.006578 , 0.010409 , 0.005798 , 0.003155 , 0.007353 , 0.006796 , 0.007917 , 0.003723 , 0.002882 , 0.003953 , 0.00577 , 0.005136 , 0.003763 , 0.004044 , 0.001389 , 0.004392 , 0.004022 , 0.008557 , 0.007344 , 0.008278 , 0.016167 , 0.008149 , 0.012445 , 0.011004 , 0.001316 , 0.002659 , 0.005259 , 0.001412 , 0.004384 , 0.002781 , 0.005576 , 0.010984 , 0.005597 , 0.009564 , 0.001482 , 0.017237 , 0.002428 , 0.006756 , 0.005302 , 0.006302 
 344 , 0.005087 , 0.005364 , 0.006456 , 0.005928 , 0.005052 , 0.006772 , 0.00711 , 0.009158 , 0.006782 , 0.006983 , 0.025492 , 0.005907 , 0.007908 , 0.006393 , 0.019732 , 0.017054 , 0.014648 , 0.014797 , 0.009692 , 0.007398 , 0.009086 , 0.010125 , 0 , 0.003301 , 0.008955 , 0.003875 , 0.01015 , 0.008644 , 0.005049 , 0.003279 , 0.007242 , 0.005233 , 0.002708 , 0.004444 , 0.003036 , 0.003703 , 0.005569 , 0.012304 , 0.010971 , 0.00705 , 0.01167 , 0.006731 , 0.004105 , 0.00876 , 0.007869 , 0.009845 , 0.004893 , 0.003926 , 0.004797 , 0.006547 , 0.006066 , 0.004563 , 0.004725 , 0.0022 , 0.005592 , 0.004901 , 0.008977 , 0.008327 , 0.009018 , 0.017248 , 0.009612 , 0.013433 , 0.012087 , 0.001933 , 0.003381 , 0.006066 , 0.002318 , 0.005801 , 0.003601 , 0.00688 , 0.011875 , 0.006132 , 0.010781 , 0.002045 , 0.01784 , 0.003419 , 0.007771 , 0.006627 , 0.007171 
 345 , 0.005543 , 0.006201 , 0.007417 , 0.007099 , 0.006164 , 0.007237 , 0.007722 , 0.009791 , 0.007866 , 0.007678 , 0.026356 , 0.006863 , 0.00874 , 0.007019 , 0.019907 , 0.017724 , 0.015899 , 0.015386 , 0.010269 , 0.007917 , 0.009421 , 0.011448 , 0.000042 , 0.004272 , 0.009892 , 0.004471 , 0.010685 , 0.008909 , 0.005935 , 0.003796 , 0.007635 , 0.005991 , 0.003699 , 0.005033 , 0.003798 , 0.004529 , 0.006248 , 0.013422 , 0.012325 , 0.007448 , 0.012738 , 0.007597 , 0.00496 , 0.010068 , 0.008791 , 0.011586 , 0.006049 , 0.004801 , 0.00566 , 0.007231 , 0.006909 , 0.005325 , 0.005294 , 0.002909 , 0.006735 , 0.005753 , 0.009423 , 0.009212 , 0.009662 , 0.018143 , 0.01094 , 0.01429 , 0.013041 , 0.002431 , 0.004025 , 0.006782 , 0.003163 , 0.007051 , 0.004312 , 0.00809 , 0.012635 , 0.006648 , 0.011885 , 0.002539 , 0.018489 , 0.004305 , 0.008707 , 0.007825 , 0.007938 
 346 , 0.006182 , 0.006603 , 0.007964 , 0.00747 , 0.006566 , 0.007861 , 0.00832 , 0.010643 , 0.008199 , 0.008075 , 0.027273 , 0.007328 , 0.010151 , 0.007349 , 0.0209 , 0.019315 , 0.016738 , 0.01661 , 0.010978 , 0.00882 , 0.010048 , 0.011549 , 0.000592 , 0.004911 , 0.010451 , 0.005152 , 0.011197 , 0.009666 , 0.006377 , 0.004173 , 0.00857 , 0.006559 , 0.004218 , 0.005848 , 0.004242 , 0.005298 , 0.007042 , 0.013846 , 0.012648 , 0.008 , 0.012507 , 0.008278 , 0.005606 , 0.010866 , 0.00937 , 0.011211 , 0.006373 , 0.005221 , 0.006627 , 0.007825 , 0.007638 , 0.006295 , 0.005991 , 0.003496 , 0.007409 , 0.006595 , 0.01089 , 0.010175 , 0.010225 , 0.018325 , 0.011507 , 0.01502 , 0.013596 , 0.003084 , 0.004831 , 0.007706 , 0.003876 , 0.007637 , 0.004776 , 0.007921 , 0.013068 , 0.007734 , 0.012435 , 0.00344 , 0.020481 , 0.0046 , 0.009393 , 0.008208 , 0.008815 
 347 , 0.006731 , 0.006949 , 0.008404 , 0.007768 , 0.006866 , 0.008383 , 0.008841 , 0.011359 , 0.008444 , 0.008381 , 0.028024 , 0.007673 , 0.011494 , 0.007605 , 0.021742 , 0.020761 , 0.017444 , 0.017708 , 0.011574 , 0.009614 , 0.01055 , 0.011595 , 0.001055 , 0.005474 , 0.010924 , 0.005728 , 0.011603 , 0.010301 , 0.006704 , 0.004514 , 0.009387 , 0.007031 , 0.004667 , 0.006592 , 0.004581 , 0.005884 , 0.007693 , 0.014145 , 0.01288 , 0.008442 , 0.012294 , 0.008822 , 0.006158 , 0.0115 , 0.009842 , 0.010892 , 0.006606 , 0.005547 , 0.007431 , 0.008291 , 0.008181 , 0.00711 , 0.006581 , 0.003949 , 0.007942 , 0.007305 , 0.012214 , 0.011011 , 0.01066 , 0.018416 , 0.011955 , 0.015621 , 0.014026 , 0.003678 , 0.005503 , 0.008474 , 0.004429 , 0.00809 , 0.005145 , 0.007771 , 0.013386 , 0.008666 , 0.012862 , 0.00425 , 0.022382 , 0.004832 , 0.009914 , 0.008505 , 0.009559 
 348 , 0.0072 , 0.007248 , 0.008756 , 0.008006 , 0.007091 , 0.008821 , 0.009295 , 0.011961 , 0.008623 , 0.008613 , 0.028636 , 0.00793 , 0.012768 , 0.007801 , 0.022457 , 0.022074 , 0.018036 , 0.018692 , 0.012075 , 0.010313 , 0.010952 , 0.0116 , 0.001447 , 0.005969 , 0.011324 , 0.006215 , 0.011923 , 0.010833 , 0.006946 , 0.004824 , 0.010103 , 0.007424 , 0.005054 , 0.007272 , 0.004842 , 0.006335 , 0.008229 , 0.014353 , 0.013044 , 0.008795 , 0.012093 , 0.009256 , 0.006632 , 0.012004 , 0.010227 , 0.010612 , 0.006774 , 0.005799 , 0.008103 , 0.008656 , 0.008589 , 0.007796 , 0.007079 , 0.004301 , 0.008367 , 0.007905 , 0.013407 , 0.011737 , 0.010996 , 0.018441 , 0.012308 , 0.016115 , 0.014358 , 0.004217 , 0.006065 , 0.009114 , 0.004864 , 0.008441 , 0.005437 , 0.007633 , 0.013615 , 0.009464 , 0.013193 , 0.004978 , 0.024196 , 0.005013 , 0.010311 , 0.008735 , 0.010191 
 349 , 0.007995 , 0.008013 , 0.009226 , 0.008623 , 0.007542 , 0.009233 , 0.010156 , 0.012448 , 0.009308 , 0.009168 , 0.029687 , 0.008571 , 0.013709 , 0.008407 , 0.023069 , 0.021976 , 0.018669 , 0.019287 , 0.012481 , 0.010694 , 0.011547 , 0.012064 , 0.002048 , 0.006359 , 0.011836 , 0.006929 , 0.012345 , 0.011695 , 0.007512 , 0.005588 , 0.010413 , 0.007973 , 0.005805 , 0.007941 , 0.005536 , 0.006835 , 0.009007 , 0.014338 , 0.013634 , 0.009404 , 0.012523 , 0.009964 , 0.007394 , 0.012404 , 0.010637 , 0.011205 , 0.007313 , 0.006279 , 0.008758 , 0.009417 , 0.009094 , 0.008524 , 0.007883 , 0.004828 , 0.008961 , 0.008301 , 0.014081 , 0.012634 , 0.0119 , 0.018941 , 0.012767 , 0.016244 , 0.015015 , 0.004809 , 0.006882 , 0.009679 , 0.005189 , 0.009127 , 0.00624 , 0.008328 , 0.014498 , 0.009833 , 0.013994 , 0.005829 , 0.024686 , 0.005451 , 0.010948 , 0.00943 , 0.010639 
 350 , 0.008851 , 0.008915 , 0.009688 , 0.009351 , 0.008033 , 0.009584 , 0.011113 , 0.012863 , 0.010144 , 0.009815 , 0.030873 , 0.009332 , 0.014455 , 0.009107 , 0.023596 , 0.021403 , 0.019274 , 0.019685 , 0.012815 , 0.010923 , 0.01218 , 0.012657 , 0.002718 , 0.006646 , 0.012326 , 0.007692 , 0.012748 , 0.012668 , 0.008168 , 0.006454 , 0.01054 , 0.00851 , 0.006609 , 0.008554 , 0.006372 , 0.007324 , 0.009841 , 0.014243 , 0.014354 , 0.010077 , 0.013133 , 0.01074 , 0.008232 , 0.012714 , 0.011021 , 0.012081 , 0.007995 , 0.0068 , 0.009346 , 0.010321 , 0.009618 , 0.009249 , 0.008778 , 0.005407 , 0.0096 , 0.008578 , 0.014502 , 0.013555 , 0.013045 , 0.01957 , 0.01322 , 0.016222 , 0.015742 , 0.00536 , 0.007782 , 0.010176 , 0.005445 , 0.009889 , 0.007223 , 0.009325 , 0.015501 , 0.010004 , 0.014939 , 0.006663 , 0.024628 , 0.005905 , 0.011655 , 0.010293 , 0.010967 
 351 , 0.00961 , 0.00974 , 0.010076 , 0.010012 , 0.008454 , 0.009865 , 0.011971 , 0.013226 , 0.010901 , 0.010404 , 0.031973 , 0.010033 , 0.015126 , 0.009714 , 0.024049 , 0.020899 , 0.019804 , 0.020018 , 0.013094 , 0.01111 , 0.012748 , 0.013179 , 0.00335 , 0.006861 , 0.012729 , 0.008383 , 0.013072 , 0.013587 , 0.008759 , 0.007217 , 0.010626 , 0.008954 , 0.007296 , 0.009094 , 0.007149 , 0.007754 , 0.010602 , 0.014143 , 0.015006 , 0.010686 , 0.013665 , 0.011443 , 0.009001 , 0.012952 , 0.011351 , 0.012879 , 0.008657 , 0.007254 , 0.009844 , 0.011179 , 0.010094 , 0.00992 , 0.00961 , 0.00594 , 0.010189 , 0.008797 , 0.014855 , 0.014398 , 0.014177 , 0.020118 , 0.013602 , 0.016173 , 0.016379 , 0.005831 , 0.008629 , 0.010606 , 0.005653 , 0.010563 , 0.008151 , 0.010277 , 0.016332 , 0.010129 , 0.015807 , 0.007406 , 0.024541 , 0.006262 , 0.012308 , 0.011112 , 0.011227 
 352 , 0.009991 , 0.010067 , 0.01032 , 0.010384 , 0.008838 , 0.01008 , 0.012323 , 0.013549 , 0.011412 , 0.010802 , 0.032353 , 0.010243 , 0.015232 , 0.010073 , 0.023988 , 0.020658 , 0.019826 , 0.020076 , 0.013244 , 0.011305 , 0.012939 , 0.013512 , 0.003841 , 0.007037 , 0.012853 , 0.008842 , 0.013033 , 0.013955 , 0.009172 , 0.007563 , 0.010671 , 0.009259 , 0.007586 , 0.009429 , 0.007495 , 0.007978 , 0.010951 , 0.014248 , 0.015438 , 0.01091 , 0.013978 , 0.011719 , 0.00945 , 0.013004 , 0.01149 , 0.013181 , 0.00904 , 0.007524 , 0.010133 , 0.011574 , 0.010211 , 0.010193 , 0.010051 , 0.006281 , 0.010632 , 0.00895 , 0.014808 , 0.014868 , 0.014567 , 0.020303 , 0.013804 , 0.016019 , 0.016628 , 0.006083 , 0.008938 , 0.010774 , 0.005868 , 0.010845 , 0.008734 , 0.010863 , 0.016695 , 0.010221 , 0.016129 , 0.007797 , 0.024127 , 0.006573 , 0.012739 , 0.011607 , 0.01134 
 353 , 0.009752 , 0.009547 , 0.010362 , 0.010262 , 0.009237 , 0.010235 , 0.01182 , 0.013847 , 0.011519 , 0.010887 , 0.031461 , 0.009608 , 0.014397 , 0.010048 , 0.023059 , 0.020838 , 0.018995 , 0.019672 , 0.013198 , 0.01156 , 0.012488 , 0.013549 , 0.004076 , 0.007204 , 0.012537 , 0.008916 , 0.012416 , 0.013345 , 0.009298 , 0.007224 , 0.010669 , 0.009388 , 0.007244 , 0.009442 , 0.00709 , 0.007863 , 0.01059 , 0.014769 , 0.015507 , 0.010477 , 0.013949 , 0.011262 , 0.009341 , 0.01278 , 0.011326 , 0.01263 , 0.008897 , 0.00751 , 0.010109 , 0.011126 , 0.009718 , 0.009779 , 0.009799 , 0.006289 , 0.010839 , 0.009032 , 0.014119 , 0.014691 , 0.013593 , 0.019888 , 0.013731 , 0.015687 , 0.016232 , 0.005991 , 0.008331 , 0.010511 , 0.006147 , 0.010476 , 0.008681 , 0.010764 , 0.016341 , 0.010292 , 0.015513 , 0.007605 , 0.023152 , 0.006907 , 0.012787 , 0.011503 , 0.011237 
 354 , 0.009535 , 0.009101 , 0.010399 , 0.010145 , 0.009624 , 0.010373 , 0.011376 , 0.014117 , 0.011616 , 0.010963 , 0.030652 , 0.009066 , 0.013685 , 0.010016 , 0.022234 , 0.02101 , 0.018263 , 0.019297 , 0.013149 , 0.01179 , 0.012086 , 0.01358 , 0.004277 , 0.007353 , 0.012247 , 0.00898 , 0.011879 , 0.01282 , 0.009416 , 0.006926 , 0.010665 , 0.009511 , 0.006942 , 0.00944 , 0.006745 , 0.007755 , 0.010265 , 0.015285 , 0.015562 , 0.010098 , 0.013916 , 0.010856 , 0.009238 , 0.012571 , 0.01117 , 0.012148 , 0.008763 , 0.007493 , 0.010081 , 0.01073 , 0.009296 , 0.009419 , 0.00957 , 0.006291 , 0.011026 , 0.009103 , 0.013529 , 0.014523 , 0.012785 , 0.019504 , 0.013658 , 0.01538 , 0.015869 , 0.005905 , 0.007839 , 0.010271 , 0.006415 , 0.010148 , 0.008628 , 0.010667 , 0.016015 , 0.01035 , 0.014972 , 0.007428 , 0.02229 , 0.007244 , 0.012821 , 0.011402 , 0.011138 
 355 , 0.009336 , 0.008714 , 0.010432 , 0.010033 , 0.010001 , 0.010496 , 0.010982 , 0.014363 , 0.011705 , 0.011032 , 0.029916 , 0.008599 , 0.013071 , 0.009979 , 0.021496 , 0.021174 , 0.017613 , 0.018949 , 0.013098 , 0.011999 , 0.011724 , 0.013605 , 0.004451 , 0.007486 , 0.01198 , 0.009034 , 0.011409 , 0.012363 , 0.009526 , 0.006664 , 0.01066 , 0.009627 , 0.006673 , 0.009427 , 0.006447 , 0.007652 , 0.009973 , 0.0158 , 0.015604 , 0.009761 , 0.01388 , 0.010493 , 0.00914 , 0.012377 , 0.011024 , 0.011721 , 0.008638 , 0.007474 , 0.010048 , 0.010378 , 0.008929 , 0.009104 , 0.009361 , 0.006289 , 0.011196 , 0.009164 , 0.013017 , 0.014364 , 0.012103 , 0.01915 , 0.013584 , 0.015096 , 0.015536 , 0.005824 , 0.007432 , 0.01005 , 0.006673 , 0.009853 , 0.008575 , 0.010573 , 0.015713 , 0.010396 , 0.014494 , 0.007265 , 0.021521 , 0.007583 , 0.012843 , 0.011303 , 0.011043 
 356 , 0.009819 , 0.009224 , 0.010811 , 0.010135 , 0.010184 , 0.01103 , 0.01166 , 0.014646 , 0.012132 , 0.011243 , 0.031156 , 0.009313 , 0.013943 , 0.010535 , 0.022717 , 0.021419 , 0.018339 , 0.019286 , 0.013387 , 0.011976 , 0.012189 , 0.013567 , 0.004656 , 0.00795 , 0.013056 , 0.009077 , 0.012488 , 0.012757 , 0.009419 , 0.007271 , 0.011236 , 0.009796 , 0.006784 , 0.009924 , 0.006785 , 0.007867 , 0.010704 , 0.016493 , 0.016311 , 0.010319 , 0.014248 , 0.011306 , 0.009533 , 0.012708 , 0.011429 , 0.012053 , 0.009119 , 0.007889 , 0.010591 , 0.01085 , 0.009467 , 0.010323 , 0.009812 , 0.006807 , 0.01163 , 0.009587 , 0.013869 , 0.015052 , 0.012586 , 0.019344 , 0.014116 , 0.015892 , 0.015818 , 0.006383 , 0.007874 , 0.010486 , 0.00707 , 0.010611 , 0.009076 , 0.010704 , 0.016055 , 0.010829 , 0.01493 , 0.007739 , 0.022236 , 0.00795 , 0.013466 , 0.011654 , 0.011583 
 357 , 0.010308 , 0.009752 , 0.011183 , 0.010234 , 0.010347 , 0.011555 , 0.01237 , 0.014907 , 0.012544 , 0.01145 , 0.032408 , 0.01008 , 0.01486 , 0.011094 , 0.023982 , 0.021643 , 0.019084 , 0.019627 , 0.013669 , 0.011957 , 0.012663 , 0.013549 , 0.004849 , 0.008411 , 0.014187 , 0.009128 , 0.013653 , 0.013162 , 0.009338 , 0.007911 , 0.01181 , 0.009953 , 0.006904 , 0.010423 , 0.007137 , 0.008084 , 0.011469 , 0.017151 , 0.017009 , 0.010892 , 0.014603 , 0.01216 , 0.009925 , 0.013043 , 0.011834 , 0.012396 , 0.009605 , 0.008303 , 0.011134 , 0.011334 , 0.01003 , 0.011723 , 0.010269 , 0.007337 , 0.01205 , 0.010002 , 0.014762 , 0.015742 , 0.013094 , 0.019552 , 0.014642 , 0.016701 , 0.016112 , 0.006961 , 0.008339 , 0.010928 , 0.007453 , 0.011402 , 0.00958 , 0.01084 , 0.016399 , 0.011253 , 0.01538 , 0.008224 , 0.022966 , 0.008295 , 0.014083 , 0.012003 , 0.012124 
 358 , 0.01077 , 0.010252 , 0.011533 , 0.010323 , 0.0105 , 0.012052 , 0.013057 , 0.015146 , 0.012927 , 0.011644 , 0.03358 , 0.010838 , 0.015746 , 0.011627 , 0.025194 , 0.021848 , 0.019781 , 0.01994 , 0.013929 , 0.01195 , 0.013105 , 0.013549 , 0.00503 , 0.008853 , 0.015299 , 0.009184 , 0.014822 , 0.013537 , 0.009285 , 0.008538 , 0.012355 , 0.010098 , 0.007017 , 0.010897 , 0.00747 , 0.008288 , 0.012214 , 0.017767 , 0.017664 , 0.011435 , 0.014929 , 0.012995 , 0.010293 , 0.013357 , 0.012212 , 0.012715 , 0.010067 , 0.008696 , 0.011648 , 0.011789 , 0.010572 , 0.013235 , 0.0107 , 0.00785 , 0.012444 , 0.010393 , 0.015626 , 0.016393 , 0.013569 , 0.019747 , 0.015134 , 0.017468 , 0.016388 , 0.007525 , 0.008784 , 0.011342 , 0.007814 , 0.012169 , 0.010059 , 0.010969 , 0.016716 , 0.011651 , 0.015799 , 0.008685 , 0.023641 , 0.00862 , 0.014663 , 0.012327 , 0.012634 
 359 , 0.011019 , 0.010333 , 0.011645 , 0.010558 , 0.010731 , 0.012249 , 0.013226 , 0.015317 , 0.013055 , 0.011643 , 0.033628 , 0.010997 , 0.015683 , 0.011724 , 0.025498 , 0.021992 , 0.020161 , 0.020101 , 0.014013 , 0.012102 , 0.013404 , 0.013667 , 0.005092 , 0.008994 , 0.015629 , 0.009289 , 0.015296 , 0.013689 , 0.009299 , 0.008803 , 0.012651 , 0.010336 , 0.00722 , 0.011005 , 0.007663 , 0.008476 , 0.012553 , 0.018143 , 0.017956 , 0.011725 , 0.014936 , 0.012996 , 0.010446 , 0.013479 , 0.012284 , 0.012929 , 0.010217 , 0.008815 , 0.011692 , 0.012039 , 0.010816 , 0.01311 , 0.010931 , 0.007985 , 0.012511 , 0.010371 , 0.015862 , 0.016303 , 0.013692 , 0.019965 , 0.015372 , 0.0179 , 0.01679 , 0.007649 , 0.008976 , 0.011415 , 0.007846 , 0.012402 , 0.010196 , 0.011226 , 0.01665 , 0.011638 , 0.015869 , 0.008994 , 0.02397 , 0.008896 , 0.015007 , 0.012481 , 0.012871 
