JUN28MAT00009.spu,JUN28MAT00008.spu,JUN28MAT00007.spu,JUN28MAT00006.spu,JUN28MAT00005.spu,
Wavelength,JUN28MAT00010.spu,JUN28MAT00011.spu,JUN28MAT00012.spu,JUN28MAT00013.spu,JUN28MAT00014.spu,JUN28MAT00015.spu,JUN28MAT00016.spu,JUN28MAT00017.spu,JUN28MAT00018.spu,JUN28MAT00019.spu,JUN28MAT00020.spu,JUN28MAT00021.spu,JUN28MAT00022.spu,JUN28MAT00023.spu,JUN28MAT00024.spu,JUN28MAT00025.spu,JUN28MAT00026.spu,JUN28MAT00027.spu,JUN28MAT00028.spu,JUN28MAT00029.spu,JUN28MAT00030.spu,JUN28MAT00031.spu,JUN28MAT00032.spu,JUN28MAT00033.spu,JUN28MAT00034.spu,JUN28MAT00035.spu,JUN28MAT00036.spu,JUN28MAT00037.spu,JUN28MAT00038.spu,JUN28MAT00039.spu,JUN28MAT00040.spu,JUN28MAT00041.spu,JUN28MAT00042.spu,JUN28MAT00043.spu,JUN28MAT00044.spu,JUN28MAT00045.spu,JUN28MAT00046.spu,JUN28MAT00047.spu,JUN28MAT00048.spu,JUN28MAT00049.spu,JUN28MAT00050.spu,JUN28MAT00051.spu,JUN28MAT00052.spu,JUN28MAT00053.spu,JUN28MAT00054.spu,JUN28MAT00055.spu,JUN28MAT00056.spu,JUN28MAT00057.spu,JUN28MAT00058.spu,JUN28MAT00059.spu,JUN28MAT00060.spu,JUN28MAT00061.spu,JUN28MAT00062.spu,JUN28MAT00063.spu,JUN28MAT00064.spu,JUN28MAT00065.spu,JUN28MAT00066.spu,JUN28MAT00067.spu,JUN28MAT00068.spu,JUN28MAT00069.spu,JUN28MAT00070.spu,JUN28MAT00071.spu,JUN28MAT00072.spu,JUN28MAT00073.spu,JUN28MAT00074.spu,JUN28MAT00075.spu,JUN28MAT00076.spu,JUN28MAT00077.spu,JUN28MAT00078.spu,JUN28MAT00079.spu,JUN28MAT00080.spu,JUN28MAT00081.spu,JUN28MAT00082.spu,JUN28MAT00083.spu,JUN28MAT00084.spu
 340 , 0 , 0.000934 , 0.003254 , 0.002922 , 0.001584 , 0.004435 , 0.004383 , 0.003576 , 0.000893 , 0.00305 , 0.00493 , 0.01042 , 0.005733 , 0.00456 , 0.003746 , 0.008063 , 0.003876 , 0.009032 , 0.013182 , 0.002343 , 0.003864 , 0.001604 , 0.001756 , 0 , 0.00222 , 0.002865 , 0.00087 , 0.001054 , 0.001257 , 0.000802 , 0.000539 , 0.003046 , 0 , 0.000835 , 0.000495 , 0.00011 , 0.000626 , 0.003713 , 0.003354 , 0.012177 , 0.00099 , 0.000382 , 0 , 0 , 0.003686 , 0.004918 , 0.001216 , 0.001897 , 0.000693 , 0.000499 , 0.009053 , 0.001249 , 0.000312 , 0.00114 , 0 , 0.006163 , 0.001246 , 0.006517 , 0.00677 , 0 , 0 , 0.000956 , 0 , 0 , 0.000461 , 0.001745 , 0.003342 , 0.002489 , 0.001211 , 0.000513 , 0.007217 , 0.000636 , 0.003704 , 0.002936 , 0.001036 
 341 , 0 , 0.001334 , 0.004032 , 0.004096 , 0.002296 , 0.004875 , 0.004222 , 0.00434 , 0.001293 , 0.003842 , 0.005803 , 0.011703 , 0.00695 , 0.00579 , 0.004563 , 0.009101 , 0.004895 , 0.010066 , 0.014736 , 0.003256 , 0.005145 , 0.002236 , 0.002852 , 0 , 0.003349 , 0.003994 , 0.001309 , 0.001704 , 0.002043 , 0.001142 , 0.000805 , 0.003512 , 0 , 0.001243 , 0.000709 , 0.000178 , 0.000953 , 0.005439 , 0.004012 , 0.014329 , 0.001497 , 0.000611 , 0 , 0 , 0.00466 , 0.006106 , 0.001844 , 0.002868 , 0.001033 , 0.000755 , 0.009961 , 0.001806 , 0.000474 , 0.00174 , 0 , 0.007258 , 0.001949 , 0.007949 , 0.008127 , 0 , 0 , 0.001496 , 0 , 0 , 0.000765 , 0.00256 , 0.004323 , 0.003334 , 0.001741 , 0.000768 , 0.007846 , 0.000915 , 0.004466 , 0.003656 , 0.001516 
 342 , 0.000244 , 0.002108 , 0.004483 , 0.005333 , 0.003174 , 0.005366 , 0.004899 , 0.005007 , 0.001897 , 0.00465 , 0.00601 , 0.013153 , 0.007928 , 0.006702 , 0.005351 , 0.010222 , 0.005761 , 0.011134 , 0.016129 , 0.003925 , 0.006091 , 0.002865 , 0.003717 , 0 , 0.00428 , 0.004692 , 0.001858 , 0.002663 , 0.002622 , 0.001572 , 0.001309 , 0.003979 , 0.000358 , 0.001734 , 0.000967 , 0.000439 , 0.001411 , 0.006746 , 0.004648 , 0.015489 , 0.002161 , 0.001284 , 0.000285 , 0.000042 , 0.005681 , 0.007338 , 0.002656 , 0.003693 , 0.001419 , 0.001227 , 0.011063 , 0.002469 , 0.000928 , 0.00232 , 0.000187 , 0.008161 , 0.002937 , 0.009319 , 0.009146 , 0.000119 , 0.000126 , 0.001927 , 0.000119 , 0.00019 , 0.001289 , 0.003488 , 0.005484 , 0.003909 , 0.002413 , 0.001343 , 0.008565 , 0.001318 , 0.005257 , 0.004557 , 0.001961 
 343 , 0.000826 , 0.003423 , 0.004568 , 0.006666 , 0.00427 , 0.005908 , 0.006527 , 0.005572 , 0.002807 , 0.005503 , 0.005672 , 0.014794 , 0.008604 , 0.007229 , 0.0061 , 0.011404 , 0.006477 , 0.012267 , 0.017327 , 0.004326 , 0.006662 , 0.003469 , 0.004201 , 0 , 0.004893 , 0.004918 , 0.002586 , 0.003794 , 0.002876 , 0.002129 , 0.002116 , 0.004443 , 0.001114 , 0.002307 , 0.001271 , 0.000903 , 0.001998 , 0.007268 , 0.005248 , 0.015514 , 0.002943 , 0.002417 , 0.000935 , 0.000124 , 0.006726 , 0.008729 , 0.003614 , 0.004334 , 0.001871 , 0.001891 , 0.012394 , 0.003347 , 0.001694 , 0.002874 , 0.000583 , 0.008854 , 0.004149 , 0.010596 , 0.009768 , 0.000364 , 0.000355 , 0.002185 , 0.00036 , 0.000614 , 0.00199 , 0.004443 , 0.006838 , 0.004205 , 0.003242 , 0.002252 , 0.009388 , 0.001892 , 0.006078 , 0.005597 , 0.002397 
 344 , 0.001446 , 0.004741 , 0.004607 , 0.007942 , 0.005243 , 0.006344 , 0.008049 , 0.006032 , 0.003702 , 0.006277 , 0.005407 , 0.016218 , 0.009114 , 0.007633 , 0.00673 , 0.012388 , 0.007102 , 0.013255 , 0.018286 , 0.00465 , 0.00712 , 0.003953 , 0.004614 , 0 , 0.005421 , 0.005074 , 0.003318 , 0.004703 , 0.003078 , 0.00263 , 0.002885 , 0.004811 , 0.001801 , 0.002796 , 0.001526 , 0.001319 , 0.002509 , 0.007648 , 0.00572 , 0.015441 , 0.00358 , 0.003428 , 0.001587 , 0.000192 , 0.00761 , 0.010073 , 0.004406 , 0.004866 , 0.002284 , 0.002436 , 0.013507 , 0.004225 , 0.002373 , 0.003372 , 0.000944 , 0.009404 , 0.005172 , 0.011702 , 0.010233 , 0.00058 , 0.000532 , 0.002377 , 0.000569 , 0.00103 , 0.002597 , 0.005217 , 0.008092 , 0.004442 , 0.003969 , 0.003043 , 0.010055 , 0.002428 , 0.0068 , 0.00645 , 0.002794 
 345 , 0.002056 , 0.005961 , 0.004677 , 0.009039 , 0.006052 , 0.006726 , 0.00941 , 0.006443 , 0.00451 , 0.006941 , 0.005291 , 0.017309 , 0.009553 , 0.007977 , 0.007235 , 0.013199 , 0.007667 , 0.014065 , 0.019016 , 0.004954 , 0.007478 , 0.004347 , 0.004993 , 0.000022 , 0.005875 , 0.005236 , 0.004008 , 0.005411 , 0.003305 , 0.003083 , 0.003584 , 0.005149 , 0.002414 , 0.003225 , 0.001784 , 0.001713 , 0.002963 , 0.007909 , 0.006103 , 0.015437 , 0.004101 , 0.004246 , 0.002217 , 0.000289 , 0.008309 , 0.011248 , 0.005063 , 0.005314 , 0.002687 , 0.002914 , 0.014287 , 0.005078 , 0.002987 , 0.00382 , 0.001314 , 0.009865 , 0.005956 , 0.012572 , 0.01061 , 0.000783 , 0.000693 , 0.002567 , 0.000793 , 0.001441 , 0.003131 , 0.005835 , 0.009095 , 0.004694 , 0.004606 , 0.003699 , 0.010613 , 0.002926 , 0.007437 , 0.007136 , 0.003158 
 346 , 0.002272 , 0.006297 , 0.005488 , 0.008874 , 0.006297 , 0.007393 , 0.010147 , 0.007272 , 0.004678 , 0.007243 , 0.006382 , 0.016947 , 0.010538 , 0.008704 , 0.00749 , 0.013852 , 0.008495 , 0.01439 , 0.019431 , 0.005749 , 0.007748 , 0.004732 , 0.005709 , 0.000302 , 0.006374 , 0.006031 , 0.004341 , 0.005719 , 0.004356 , 0.00362 , 0.004004 , 0.006014 , 0.002939 , 0.003779 , 0.002597 , 0.002413 , 0.003557 , 0.008011 , 0.006581 , 0.016804 , 0.004589 , 0.004205 , 0.00271 , 0.000846 , 0.00852 , 0.011244 , 0.005666 , 0.005845 , 0.00341 , 0.00371 , 0.0137 , 0.005798 , 0.003785 , 0.004346 , 0.002195 , 0.010654 , 0.005922 , 0.012563 , 0.011312 , 0.001131 , 0.001103 , 0.003291 , 0.00149 , 0.001994 , 0.00378 , 0.006199 , 0.008562 , 0.005728 , 0.005258 , 0.003964 , 0.011319 , 0.003489 , 0.008133 , 0.007585 , 0.003616 
 347 , 0.002399 , 0.006511 , 0.006108 , 0.008667 , 0.006445 , 0.008026 , 0.010787 , 0.007969 , 0.004768 , 0.007428 , 0.007529 , 0.016513 , 0.011368 , 0.009298 , 0.007636 , 0.01435 , 0.009146 , 0.01455 , 0.019625 , 0.006397 , 0.007905 , 0.005042 , 0.006263 , 0.000531 , 0.006725 , 0.006737 , 0.004558 , 0.005932 , 0.00532 , 0.004005 , 0.004328 , 0.006747 , 0.003374 , 0.004221 , 0.003317 , 0.003043 , 0.004098 , 0.00802 , 0.006948 , 0.018002 , 0.004952 , 0.004134 , 0.003087 , 0.001293 , 0.008604 , 0.011137 , 0.006155 , 0.006215 , 0.003955 , 0.004374 , 0.013135 , 0.006381 , 0.004426 , 0.004696 , 0.002922 , 0.011219 , 0.005833 , 0.012449 , 0.011847 , 0.001389 , 0.001419 , 0.00385 , 0.002019 , 0.002431 , 0.004266 , 0.006487 , 0.008088 , 0.006582 , 0.00579 , 0.004145 , 0.011878 , 0.003968 , 0.008687 , 0.007927 , 0.003969 
 348 , 0.002466 , 0.006627 , 0.006571 , 0.00843 , 0.006513 , 0.008624 , 0.011335 , 0.008543 , 0.004798 , 0.007521 , 0.008742 , 0.016029 , 0.012053 , 0.009771 , 0.007695 , 0.01471 , 0.009641 , 0.014577 , 0.019641 , 0.006915 , 0.007971 , 0.005284 , 0.006679 , 0.000715 , 0.006956 , 0.007355 , 0.004688 , 0.006066 , 0.006192 , 0.004272 , 0.004569 , 0.007357 , 0.00373 , 0.004564 , 0.003944 , 0.003605 , 0.004582 , 0.007957 , 0.007218 , 0.019035 , 0.005212 , 0.004041 , 0.003369 , 0.001648 , 0.008592 , 0.010954 , 0.006542 , 0.006457 , 0.004357 , 0.004916 , 0.012587 , 0.006841 , 0.004933 , 0.004919 , 0.003513 , 0.0116 , 0.005707 , 0.012254 , 0.012235 , 0.001576 , 0.00166 , 0.004273 , 0.002419 , 0.002773 , 0.004623 , 0.006706 , 0.007655 , 0.007274 , 0.006215 , 0.004259 , 0.012303 , 0.004369 , 0.009114 , 0.008176 , 0.004234 
 349 , 0.002853 , 0.00703 , 0.006919 , 0.008528 , 0.00679 , 0.009125 , 0.011554 , 0.008811 , 0.005079 , 0.008095 , 0.00925 , 0.016337 , 0.012445 , 0.010154 , 0.008104 , 0.015187 , 0.00967 , 0.014843 , 0.020422 , 0.007191 , 0.008331 , 0.005727 , 0.006899 , 0.001059 , 0.007426 , 0.007593 , 0.005118 , 0.006708 , 0.006603 , 0.004622 , 0.004861 , 0.007697 , 0.003906 , 0.004767 , 0.004476 , 0.004018 , 0.005095 , 0.008284 , 0.007745 , 0.019257 , 0.005523 , 0.004487 , 0.003617 , 0.002095 , 0.008811 , 0.011264 , 0.006896 , 0.006686 , 0.004789 , 0.005651 , 0.012768 , 0.00739 , 0.005175 , 0.005231 , 0.003875 , 0.012191 , 0.006227 , 0.012531 , 0.012929 , 0.00197 , 0.002115 , 0.004791 , 0.002882 , 0.003056 , 0.004937 , 0.006906 , 0.007705 , 0.007875 , 0.006654 , 0.004815 , 0.012705 , 0.004803 , 0.00968 , 0.008227 , 0.004858 
 350 , 0.003318 , 0.007512 , 0.00723 , 0.008726 , 0.007111 , 0.009523 , 0.011625 , 0.00894 , 0.005423 , 0.00883 , 0.009407 , 0.016903 , 0.012695 , 0.010464 , 0.008616 , 0.015683 , 0.009543 , 0.015176 , 0.021483 , 0.007361 , 0.008777 , 0.006229 , 0.007034 , 0.001445 , 0.007984 , 0.007667 , 0.005637 , 0.007498 , 0.006799 , 0.004998 , 0.005124 , 0.007911 , 0.004006 , 0.004909 , 0.004963 , 0.004362 , 0.00557 , 0.008754 , 0.008328 , 0.019161 , 0.005845 , 0.005112 , 0.003833 , 0.002545 , 0.009096 , 0.011728 , 0.007197 , 0.006904 , 0.00522 , 0.006469 , 0.013177 , 0.007934 , 0.005307 , 0.005572 , 0.004124 , 0.012826 , 0.007022 , 0.012946 , 0.013734 , 0.002449 , 0.00263 , 0.005316 , 0.003365 , 0.003287 , 0.005218 , 0.007071 , 0.007901 , 0.008416 , 0.007078 , 0.005591 , 0.013068 , 0.005204 , 0.010284 , 0.008204 , 0.005655 
 351 , 0.003714 , 0.007932 , 0.007524 , 0.008879 , 0.007372 , 0.009847 , 0.011661 , 0.009029 , 0.005712 , 0.009499 , 0.009526 , 0.017392 , 0.012892 , 0.010708 , 0.009064 , 0.016116 , 0.009417 , 0.01545 , 0.02247 , 0.007499 , 0.009168 , 0.006683 , 0.007138 , 0.001794 , 0.008503 , 0.007713 , 0.006102 , 0.008201 , 0.006951 , 0.005342 , 0.005324 , 0.008085 , 0.00409 , 0.005027 , 0.005419 , 0.004679 , 0.005977 , 0.009196 , 0.008837 , 0.019043 , 0.006134 , 0.005681 , 0.00401 , 0.002939 , 0.009336 , 0.01213 , 0.007437 , 0.007096 , 0.005609 , 0.007259 , 0.013521 , 0.008406 , 0.005409 , 0.005881 , 0.00433 , 0.013375 , 0.007824 , 0.013289 , 0.014489 , 0.002909 , 0.003095 , 0.005778 , 0.003809 , 0.00347 , 0.005456 , 0.007194 , 0.008053 , 0.008896 , 0.007455 , 0.006398 , 0.013371 , 0.00554 , 0.010841 , 0.008167 , 0.006456 
 352 , 0.00408 , 0.008273 , 0.007867 , 0.009011 , 0.007774 , 0.010136 , 0.01201 , 0.009265 , 0.005959 , 0.009968 , 0.009796 , 0.017893 , 0.012986 , 0.010886 , 0.009648 , 0.01651 , 0.009491 , 0.015845 , 0.023329 , 0.007762 , 0.009585 , 0.006953 , 0.007314 , 0.002128 , 0.008913 , 0.007956 , 0.006489 , 0.008576 , 0.007132 , 0.005683 , 0.005526 , 0.008458 , 0.004253 , 0.005223 , 0.005807 , 0.004937 , 0.00632 , 0.009558 , 0.009322 , 0.019006 , 0.006467 , 0.006058 , 0.004282 , 0.003316 , 0.009702 , 0.012385 , 0.007671 , 0.007399 , 0.005905 , 0.007737 , 0.013831 , 0.008735 , 0.005705 , 0.006232 , 0.004574 , 0.013705 , 0.008403 , 0.013597 , 0.015092 , 0.003239 , 0.003499 , 0.006105 , 0.004151 , 0.003734 , 0.005754 , 0.007456 , 0.008292 , 0.009212 , 0.007824 , 0.007013 , 0.013567 , 0.005842 , 0.0113 , 0.00831 , 0.006961 
 353 , 0.004466 , 0.008508 , 0.008316 , 0.00914 , 0.008528 , 0.010429 , 0.013017 , 0.009822 , 0.00617 , 0.010093 , 0.010398 , 0.018472 , 0.012932 , 0.010985 , 0.010595 , 0.016876 , 0.00993 , 0.016518 , 0.023967 , 0.008303 , 0.010104 , 0.006914 , 0.007653 , 0.002483 , 0.009135 , 0.008613 , 0.006776 , 0.008411 , 0.007404 , 0.006043 , 0.00579 , 0.009265 , 0.004591 , 0.005596 , 0.006087 , 0.0051 , 0.0066 , 0.009782 , 0.009835 , 0.019128 , 0.006918 , 0.006114 , 0.004787 , 0.003732 , 0.010357 , 0.012421 , 0.007946 , 0.007946 , 0.006064 , 0.00762 , 0.014125 , 0.008859 , 0.006434 , 0.006699 , 0.00494 , 0.013702 , 0.008511 , 0.013901 , 0.015431 , 0.003325 , 0.003839 , 0.006232 , 0.004327 , 0.004216 , 0.006213 , 0.008032 , 0.008738 , 0.009274 , 0.008217 , 0.007165 , 0.013616 , 0.006139 , 0.011608 , 0.008807 , 0.006863 
 354 , 0.004833 , 0.00871 , 0.008712 , 0.009247 , 0.009259 , 0.010681 , 0.013983 , 0.01033 , 0.006357 , 0.010192 , 0.010958 , 0.018978 , 0.012871 , 0.011056 , 0.011543 , 0.017184 , 0.010328 , 0.017122 , 0.024515 , 0.00881 , 0.01057 , 0.006876 , 0.007959 , 0.002825 , 0.009324 , 0.009242 , 0.007029 , 0.00826 , 0.007645 , 0.006364 , 0.006028 , 0.010011 , 0.004899 , 0.005939 , 0.00633 , 0.005241 , 0.006847 , 0.009973 , 0.010304 , 0.019214 , 0.007334 , 0.00616 , 0.005272 , 0.004129 , 0.010961 , 0.012443 , 0.008187 , 0.008452 , 0.006201 , 0.007512 , 0.014372 , 0.00896 , 0.007149 , 0.007127 , 0.005276 , 0.01369 , 0.008603 , 0.01416 , 0.015719 , 0.0034 , 0.004166 , 0.006339 , 0.004483 , 0.004675 , 0.006641 , 0.008569 , 0.009139 , 0.009321 , 0.008566 , 0.007296 , 0.013643 , 0.006408 , 0.011873 , 0.009271 , 0.006781 
 355 , 0.005183 , 0.008886 , 0.009063 , 0.009336 , 0.009966 , 0.0109 , 0.014907 , 0.010794 , 0.006522 , 0.010269 , 0.011479 , 0.019422 , 0.012804 , 0.011105 , 0.012491 , 0.017445 , 0.01069 , 0.017666 , 0.024988 , 0.009285 , 0.01099 , 0.006838 , 0.008236 , 0.003154 , 0.009486 , 0.009844 , 0.007253 , 0.008122 , 0.007858 , 0.006651 , 0.006245 , 0.010701 , 0.005178 , 0.006254 , 0.006544 , 0.005365 , 0.007067 , 0.010136 , 0.010734 , 0.019271 , 0.007719 , 0.006197 , 0.005735 , 0.004505 , 0.011519 , 0.012455 , 0.008399 , 0.00892 , 0.006319 , 0.007412 , 0.01458 , 0.009043 , 0.007848 , 0.007521 , 0.005584 , 0.013671 , 0.008682 , 0.014381 , 0.015965 , 0.003464 , 0.004479 , 0.006429 , 0.004622 , 0.005109 , 0.00704 , 0.009068 , 0.0095 , 0.009357 , 0.008876 , 0.007408 , 0.013655 , 0.006653 , 0.012102 , 0.009705 , 0.006709 
 356 , 0.004884 , 0.009052 , 0.009353 , 0.009375 , 0.009812 , 0.011226 , 0.014778 , 0.011054 , 0.006893 , 0.010484 , 0.011508 , 0.019495 , 0.013678 , 0.011263 , 0.012269 , 0.017059 , 0.010876 , 0.017344 , 0.025007 , 0.009682 , 0.011205 , 0.007275 , 0.008371 , 0.003144 , 0.009528 , 0.009811 , 0.007499 , 0.008414 , 0.007994 , 0.006918 , 0.006361 , 0.010563 , 0.005344 , 0.0064 , 0.006741 , 0.005622 , 0.007212 , 0.010309 , 0.010733 , 0.019844 , 0.007997 , 0.006432 , 0.005865 , 0.004783 , 0.011569 , 0.01263 , 0.008718 , 0.009019 , 0.006757 , 0.007565 , 0.014892 , 0.009238 , 0.007829 , 0.007721 , 0.005794 , 0.013867 , 0.008848 , 0.014705 , 0.016286 , 0.003739 , 0.0047 , 0.006619 , 0.004802 , 0.005285 , 0.006907 , 0.008983 , 0.00992 , 0.009566 , 0.009083 , 0.007596 , 0.013997 , 0.007011 , 0.012313 , 0.009812 , 0.007198 
 357 , 0.004566 , 0.009197 , 0.009617 , 0.009398 , 0.009638 , 0.01153 , 0.014587 , 0.011277 , 0.00725 , 0.010681 , 0.011498 , 0.01952 , 0.014593 , 0.011404 , 0.012021 , 0.016683 , 0.011029 , 0.017005 , 0.024979 , 0.010046 , 0.011384 , 0.007719 , 0.008481 , 0.003117 , 0.009554 , 0.009746 , 0.007725 , 0.008706 , 0.00811 , 0.007164 , 0.006458 , 0.010374 , 0.005488 , 0.006523 , 0.00692 , 0.005868 , 0.007336 , 0.010459 , 0.010701 , 0.020392 , 0.008247 , 0.006661 , 0.005964 , 0.005045 , 0.01158 , 0.012785 , 0.009018 , 0.009082 , 0.007202 , 0.007711 , 0.015172 , 0.009415 , 0.007772 , 0.007892 , 0.005983 , 0.014046 , 0.008997 , 0.014996 , 0.016571 , 0.00401 , 0.004894 , 0.006796 , 0.004967 , 0.005433 , 0.006764 , 0.008863 , 0.010323 , 0.00976 , 0.009262 , 0.007768 , 0.014319 , 0.007356 , 0.012496 , 0.009888 , 0.007709 
 358 , 0.004264 , 0.009324 , 0.009859 , 0.009411 , 0.009487 , 0.011809 , 0.014393 , 0.011475 , 0.007583 , 0.010856 , 0.011479 , 0.019523 , 0.0155 , 0.011524 , 0.011803 , 0.016345 , 0.011162 , 0.016693 , 0.024935 , 0.010384 , 0.011541 , 0.008147 , 0.008575 , 0.003091 , 0.009574 , 0.009683 , 0.007932 , 0.008977 , 0.008211 , 0.007393 , 0.006543 , 0.010181 , 0.005619 , 0.006632 , 0.007084 , 0.006098 , 0.007446 , 0.01059 , 0.010662 , 0.020893 , 0.008477 , 0.006875 , 0.006052 , 0.005298 , 0.011581 , 0.012917 , 0.009295 , 0.009131 , 0.00764 , 0.007841 , 0.015422 , 0.009572 , 0.007717 , 0.008044 , 0.006158 , 0.0142 , 0.009128 , 0.015257 , 0.016823 , 0.004266 , 0.005067 , 0.006955 , 0.005118 , 0.005567 , 0.006636 , 0.008742 , 0.010706 , 0.009933 , 0.009421 , 0.007923 , 0.01461 , 0.007683 , 0.012655 , 0.009951 , 0.008215 
 359 , 0.004571 , 0.009604 , 0.009981 , 0.009873 , 0.009678 , 0.012296 , 0.014587 , 0.011917 , 0.007895 , 0.011098 , 0.011601 , 0.020109 , 0.01606 , 0.011853 , 0.011882 , 0.016756 , 0.011406 , 0.017044 , 0.025281 , 0.010421 , 0.011658 , 0.008486 , 0.008768 , 0.003267 , 0.00988 , 0.009768 , 0.0082 , 0.009343 , 0.008388 , 0.007779 , 0.006833 , 0.0103 , 0.005844 , 0.00685 , 0.007236 , 0.006383 , 0.007718 , 0.010975 , 0.010976 , 0.021384 , 0.008586 , 0.007363 , 0.006199 , 0.005426 , 0.011773 , 0.013123 , 0.009614 , 0.009491 , 0.007867 , 0.008098 , 0.015776 , 0.009861 , 0.007966 , 0.008248 , 0.006412 , 0.014638 , 0.009388 , 0.015464 , 0.017189 , 0.004562 , 0.005246 , 0.007484 , 0.005237 , 0.00578 , 0.006841 , 0.009059 , 0.011117 , 0.009957 , 0.00974 , 0.007992 , 0.01513 , 0.007903 , 0.012917 , 0.010195 , 0.00862 
 360 , 0.005335 , 0.009981 , 0.01002 , 0.010655 , 0.010099 , 0.012924 , 0.015041 , 0.012531 , 0.008186 , 0.01138 , 0.011813 , 0.021105 , 0.016336 , 0.012322 , 0.01215 , 0.017682 , 0.011719 , 0.017845 , 0.025881 , 0.010267 , 0.011746 , 0.00875 , 0.009024 , 0.003587 , 0.010382 , 0.009948 , 0.008504 , 0.009769 , 0.008613 , 0.008281 , 0.007268 , 0.010634 , 0.006132 , 0.007141 , 0.007377 , 0.00671 , 0.008099 , 0.011539 , 0.011535 , 0.021849 , 0.008609 , 0.008065 , 0.006384 , 0.005465 , 0.012091 , 0.013376 , 0.009954 , 0.01007 , 0.007933 , 0.00844 , 0.016194 , 0.010235 , 0.008427 , 0.008483 , 0.006714 , 0.015271 , 0.009731 , 0.015633 , 0.017623 , 0.004883 , 0.005428 , 0.008288 , 0.00533 , 0.006045 , 0.007277 , 0.009679 , 0.011535 , 0.009889 , 0.010164 , 0.008002 , 0.015802 , 0.008042 , 0.013243 , 0.010558 , 0.00893 
 361 , 0.006103 , 0.01033 , 0.010056 , 0.011409 , 0.010496 , 0.013521 , 0.01546 , 0.013118 , 0.008456 , 0.011638 , 0.012003 , 0.02205 , 0.016584 , 0.012756 , 0.012394 , 0.018572 , 0.012005 , 0.018602 , 0.026428 , 0.010137 , 0.011826 , 0.008993 , 0.00926 , 0.003896 , 0.010858 , 0.010111 , 0.008786 , 0.010169 , 0.008818 , 0.008765 , 0.007686 , 0.010943 , 0.006404 , 0.007413 , 0.007505 , 0.007028 , 0.008459 , 0.012076 , 0.012065 , 0.02227 , 0.008628 , 0.008767 , 0.006554 , 0.005503 , 0.012382 , 0.013605 , 0.010267 , 0.010621 , 0.007992 , 0.00876 , 0.016576 , 0.010582 , 0.008866 , 0.008698 , 0.006993 , 0.015868 , 0.010049 , 0.015786 , 0.01802 , 0.005188 , 0.005597 , 0.009075 , 0.005414 , 0.006297 , 0.007694 , 0.010268 , 0.011924 , 0.009832 , 0.01056 , 0.008009 , 0.016431 , 0.008166 , 0.013541 , 0.010894 , 0.009217 
 362 , 0.006661 , 0.010572 , 0.010113 , 0.012027 , 0.01082 , 0.013979 , 0.015835 , 0.013588 , 0.008658 , 0.011881 , 0.012241 , 0.022867 , 0.016707 , 0.013158 , 0.012591 , 0.019347 , 0.012289 , 0.019165 , 0.026985 , 0.010101 , 0.011949 , 0.009239 , 0.009481 , 0.00417 , 0.01125 , 0.010328 , 0.009016 , 0.010468 , 0.009019 , 0.009127 , 0.008069 , 0.011242 , 0.006639 , 0.007683 , 0.00766 , 0.007302 , 0.008757 , 0.012459 , 0.012475 , 0.022645 , 0.008689 , 0.009375 , 0.006722 , 0.00555 , 0.012695 , 0.013846 , 0.01053 , 0.011022 , 0.008091 , 0.009048 , 0.016999 , 0.010847 , 0.009283 , 0.008915 , 0.007261 , 0.016364 , 0.010308 , 0.015915 , 0.01834 , 0.005421 , 0.005792 , 0.00968 , 0.005521 , 0.006547 , 0.008053 , 0.010788 , 0.012242 , 0.009868 , 0.010875 , 0.008093 , 0.016988 , 0.008278 , 0.013822 , 0.011226 , 0.009527 
 363 , 0.006379 , 0.010471 , 0.010263 , 0.01219 , 0.010913 , 0.013951 , 0.016142 , 0.013643 , 0.008637 , 0.012123 , 0.012717 , 0.023285 , 0.016407 , 0.013517 , 0.012664 , 0.019747 , 0.012631 , 0.019066 , 0.02775 , 0.01038 , 0.012263 , 0.009547 , 0.009694 , 0.00433 , 0.011361 , 0.010809 , 0.009084 , 0.01043 , 0.009248 , 0.009036 , 0.008362 , 0.011577 , 0.006773 , 0.007999 , 0.007961 , 0.007393 , 0.008863 , 0.0123 , 0.012481 , 0.022944 , 0.008933 , 0.009582 , 0.006928 , 0.005628 , 0.01318 , 0.014189 , 0.010662 , 0.010898 , 0.008359 , 0.009259 , 0.017713 , 0.010847 , 0.009665 , 0.009187 , 0.007557 , 0.016537 , 0.01038 , 0.015988 , 0.018451 , 0.00542 , 0.006102 , 0.009613 , 0.005739 , 0.006819 , 0.008215 , 0.011136 , 0.01234 , 0.010252 , 0.01095 , 0.00848 , 0.01737 , 0.00837 , 0.014114 , 0.011609 , 0.010017 
