  time  ,5:31 PM",5:39 PM",5:52 PM",6:03 PM",6:12 PM",6:54 PM",7:00 PM",7:06 PM",7:13 PM",7:19 PM",8:14 PM",8:21 PM",8:28 PM",8:34 PM",8:41 PM",9:47 PM",9:53 PM",0:00 PM",0:07 PM",0:15 PM",1:29 PM",1:34 PM",1:40 PM",1:45 PM",1:58 PM",2:59 PM",3:05 PM",3:11 PM",3:17 PM",3:23 PM",4:12 PM",4:17 PM",4:23 PM",4:29 PM",4:35 PM",5:26 PM",5:32 PM",5:37 PM",5:44 PM",5:51 PM",7:06 PM",7:11 PM",7:17 PM",7:22 PM",7:31 PM",8:59 PM",9:05 PM",9:11 PM",9:18 PM",9:25 PM",0:08 PM",0:13 PM",0:20 PM",0:27 PM",0:34 PM",1:15 PM",1:20 PM",1:27 PM",1:33 PM",1:40 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 828 , 0.28422 , 0.335055 , 0.314884 , 0.323663 , 0.28091 , 0.201701 , 0.254135 , 0.235024 , 0.189769 , 0.203976 , 0.356961 , 0.377535 , 0.315046 , 0.364897 , 0.338748 , 0.162157 , 0.183453 , 0.150876 , 0.274942 , 0.160966 , 0.221417 , 0.328895 , 0.227875 , 0.306888 , 0.281001 , 0.379024 , 0.405274 , 0.396651 , 0.40434 , 0.426312 , 0.342925 , 0.308886 , 0.15527 , 0.148394 , 0.198825 , 0.272616 , 0.237274 , 0.257077 , 0.207684 , 0.251477 , 0.27703 , 0.144035 , 0.332981 , 0.263075 , 0.308916 , 0.220847 , 0.312962 , 0.26474 , 0.326629 , 0.245942 , 0.146138 , 0.30101 , 0.178236 , 0.140584 , 0.29705 , 0.244958 , 0.228269 , 0.256683 , 0.257894 , 0.233839 
 829 , 0.28442 , 0.335537 , 0.315202 , 0.324101 , 0.281358 , 0.201991 , 0.254591 , 0.235316 , 0.190131 , 0.204342 , 0.357395 , 0.378048 , 0.315545 , 0.365441 , 0.339007 , 0.162411 , 0.183846 , 0.151227 , 0.275284 , 0.161296 , 0.221841 , 0.329584 , 0.22847 , 0.307353 , 0.281408 , 0.379576 , 0.405753 , 0.397141 , 0.404855 , 0.426889 , 0.34323 , 0.309385 , 0.155611 , 0.14877 , 0.199186 , 0.272984 , 0.237621 , 0.25733 , 0.20805 , 0.251837 , 0.277337 , 0.144109 , 0.333352 , 0.263565 , 0.309295 , 0.221176 , 0.313532 , 0.265124 , 0.327026 , 0.246283 , 0.146475 , 0.301486 , 0.178599 , 0.140966 , 0.297354 , 0.245294 , 0.228581 , 0.257012 , 0.258163 , 0.23415 
 830 , 0.284627 , 0.33601 , 0.315523 , 0.324551 , 0.281807 , 0.202291 , 0.255041 , 0.235619 , 0.190504 , 0.204702 , 0.357839 , 0.378547 , 0.316048 , 0.365999 , 0.339289 , 0.162674 , 0.18424 , 0.151573 , 0.275639 , 0.16163 , 0.222269 , 0.330281 , 0.229067 , 0.307822 , 0.281833 , 0.380141 , 0.406242 , 0.397637 , 0.405374 , 0.427475 , 0.34355 , 0.309895 , 0.155941 , 0.149147 , 0.199563 , 0.27336 , 0.237974 , 0.257583 , 0.208424 , 0.252207 , 0.277652 , 0.144185 , 0.333726 , 0.264069 , 0.309688 , 0.221507 , 0.314111 , 0.265507 , 0.327431 , 0.246639 , 0.146817 , 0.301966 , 0.178965 , 0.141355 , 0.297659 , 0.24563 , 0.228896 , 0.257351 , 0.258446 , 0.234464 
 831 , 0.284869 , 0.336407 , 0.315915 , 0.325083 , 0.282194 , 0.202604 , 0.255426 , 0.236052 , 0.190897 , 0.204986 , 0.358365 , 0.378917 , 0.316504 , 0.366722 , 0.339827 , 0.16304 , 0.184625 , 0.151837 , 0.276024 , 0.161902 , 0.222708 , 0.330971 , 0.229569 , 0.308293 , 0.282381 , 0.380796 , 0.406734 , 0.39813 , 0.405913 , 0.428117 , 0.343963 , 0.310404 , 0.156204 , 0.1495 , 0.199994 , 0.273767 , 0.238339 , 0.257788 , 0.20884 , 0.252605 , 0.278079 , 0.14422 , 0.334135 , 0.264684 , 0.310127 , 0.221821 , 0.314726 , 0.265818 , 0.327878 , 0.247084 , 0.147122 , 0.302566 , 0.179296 , 0.141792 , 0.297956 , 0.245971 , 0.229251 , 0.257738 , 0.258907 , 0.234793 
 832 , 0.284995 , 0.336687 , 0.316297 , 0.325563 , 0.282543 , 0.202925 , 0.255736 , 0.236422 , 0.191228 , 0.205216 , 0.358829 , 0.379249 , 0.31681 , 0.367486 , 0.340467 , 0.163353 , 0.184951 , 0.152068 , 0.276337 , 0.162205 , 0.223089 , 0.331568 , 0.230025 , 0.308626 , 0.282845 , 0.381323 , 0.407114 , 0.398537 , 0.406465 , 0.428707 , 0.344298 , 0.310856 , 0.156467 , 0.149793 , 0.200379 , 0.274127 , 0.238667 , 0.257895 , 0.209167 , 0.253002 , 0.278506 , 0.144226 , 0.334528 , 0.265203 , 0.310489 , 0.222062 , 0.31527 , 0.266024 , 0.328216 , 0.247531 , 0.147407 , 0.30318 , 0.179586 , 0.142168 , 0.298217 , 0.246263 , 0.229622 , 0.258086 , 0.259344 , 0.235058 
 833 , 0.285119 , 0.336967 , 0.316683 , 0.326048 , 0.282891 , 0.203251 , 0.256049 , 0.236792 , 0.191563 , 0.205449 , 0.359297 , 0.379586 , 0.317126 , 0.368254 , 0.341111 , 0.16367 , 0.185281 , 0.152304 , 0.27666 , 0.162514 , 0.223474 , 0.332174 , 0.230485 , 0.308958 , 0.283309 , 0.381859 , 0.407493 , 0.398949 , 0.407026 , 0.429296 , 0.344631 , 0.311307 , 0.15674 , 0.150091 , 0.200767 , 0.274482 , 0.239 , 0.258001 , 0.209498 , 0.253399 , 0.278938 , 0.144227 , 0.334925 , 0.265721 , 0.310854 , 0.222303 , 0.315818 , 0.266229 , 0.328558 , 0.247977 , 0.147697 , 0.303803 , 0.179875 , 0.142542 , 0.298482 , 0.246554 , 0.229992 , 0.258433 , 0.259791 , 0.235329 
 834 , 0.285048 , 0.337291 , 0.317139 , 0.326534 , 0.283243 , 0.203534 , 0.25629 , 0.237108 , 0.191987 , 0.205796 , 0.359726 , 0.380029 , 0.31743 , 0.36902 , 0.34171 , 0.163958 , 0.185669 , 0.152583 , 0.276975 , 0.162842 , 0.223827 , 0.332782 , 0.230884 , 0.309196 , 0.283666 , 0.382326 , 0.407867 , 0.399296 , 0.407595 , 0.429789 , 0.344972 , 0.31173 , 0.157056 , 0.150421 , 0.201126 , 0.274803 , 0.239304 , 0.258119 , 0.209893 , 0.253776 , 0.279332 , 0.144233 , 0.335245 , 0.266177 , 0.311288 , 0.222631 , 0.316395 , 0.266414 , 0.328811 , 0.248368 , 0.148048 , 0.304381 , 0.180174 , 0.142866 , 0.298907 , 0.246865 , 0.230347 , 0.258763 , 0.260155 , 0.235549 
 835 , 0.285064 , 0.337807 , 0.317677 , 0.326992 , 0.283694 , 0.203831 , 0.256469 , 0.237468 , 0.192428 , 0.206186 , 0.360237 , 0.380548 , 0.317828 , 0.369612 , 0.342281 , 0.164299 , 0.186091 , 0.152931 , 0.277327 , 0.163169 , 0.224217 , 0.333464 , 0.231262 , 0.309563 , 0.28397 , 0.382837 , 0.40832 , 0.399814 , 0.407994 , 0.430288 , 0.345369 , 0.312259 , 0.157385 , 0.150792 , 0.201476 , 0.275102 , 0.239653 , 0.258336 , 0.210404 , 0.254053 , 0.279667 , 0.144239 , 0.335518 , 0.266677 , 0.311787 , 0.223022 , 0.316954 , 0.266632 , 0.32907 , 0.248716 , 0.148432 , 0.304898 , 0.180508 , 0.14317 , 0.299254 , 0.24723 , 0.230715 , 0.25909 , 0.260465 , 0.235796 
 836 , 0.285091 , 0.338344 , 0.318223 , 0.327451 , 0.284149 , 0.204134 , 0.256644 , 0.237832 , 0.192865 , 0.206576 , 0.360758 , 0.381075 , 0.318233 , 0.370192 , 0.342853 , 0.164643 , 0.186515 , 0.153284 , 0.277679 , 0.1635 , 0.224612 , 0.334156 , 0.231648 , 0.309947 , 0.284274 , 0.383352 , 0.408785 , 0.400354 , 0.408378 , 0.430797 , 0.345772 , 0.312801 , 0.157717 , 0.151167 , 0.201832 , 0.275402 , 0.240004 , 0.25856 , 0.210925 , 0.254322 , 0.279996 , 0.144251 , 0.335796 , 0.267182 , 0.3123 , 0.223423 , 0.317521 , 0.266856 , 0.329337 , 0.249056 , 0.14882 , 0.305414 , 0.180848 , 0.143479 , 0.299586 , 0.247597 , 0.231086 , 0.259418 , 0.260777 , 0.236052 
 837 , 0.285192 , 0.338959 , 0.31871 , 0.327886 , 0.284595 , 0.204451 , 0.256854 , 0.23823 , 0.193204 , 0.206934 , 0.361153 , 0.381588 , 0.318609 , 0.370731 , 0.343417 , 0.164981 , 0.186925 , 0.153608 , 0.277996 , 0.163798 , 0.225011 , 0.334796 , 0.232047 , 0.310365 , 0.284595 , 0.383865 , 0.409204 , 0.400899 , 0.408722 , 0.431288 , 0.346125 , 0.313279 , 0.158021 , 0.151497 , 0.20216 , 0.275704 , 0.240356 , 0.25876 , 0.211457 , 0.254567 , 0.280282 , 0.144276 , 0.336035 , 0.267696 , 0.312762 , 0.223768 , 0.318003 , 0.267089 , 0.329616 , 0.249402 , 0.149165 , 0.305867 , 0.181209 , 0.143784 , 0.29984 , 0.247938 , 0.231425 , 0.259728 , 0.261016 , 0.236319 
 838 , 0.28531 , 0.339567 , 0.319149 , 0.328393 , 0.285004 , 0.20477 , 0.257147 , 0.238643 , 0.193465 , 0.207266 , 0.361359 , 0.382138 , 0.319018 , 0.37132 , 0.343993 , 0.165327 , 0.187349 , 0.153887 , 0.278262 , 0.164063 , 0.225434 , 0.335341 , 0.232497 , 0.310812 , 0.284979 , 0.384359 , 0.409685 , 0.401388 , 0.409073 , 0.431778 , 0.34644 , 0.313649 , 0.158334 , 0.151771 , 0.202454 , 0.276026 , 0.240734 , 0.258976 , 0.211994 , 0.254846 , 0.280553 , 0.144357 , 0.336323 , 0.268221 , 0.313143 , 0.224095 , 0.318462 , 0.267413 , 0.329982 , 0.249782 , 0.14947 , 0.3063 , 0.181629 , 0.144106 , 0.300159 , 0.248243 , 0.2317 , 0.260029 , 0.261222 , 0.236623 
 839 , 0.285383 , 0.340118 , 0.31961 , 0.328973 , 0.285398 , 0.205077 , 0.257469 , 0.239049 , 0.193757 , 0.207601 , 0.361538 , 0.382722 , 0.31948 , 0.371987 , 0.344589 , 0.165673 , 0.187789 , 0.154157 , 0.278528 , 0.164331 , 0.225866 , 0.335857 , 0.232971 , 0.311258 , 0.285393 , 0.384855 , 0.41026 , 0.401848 , 0.409459 , 0.432275 , 0.346777 , 0.313992 , 0.158673 , 0.152054 , 0.202754 , 0.27637 , 0.241137 , 0.259232 , 0.212533 , 0.255166 , 0.280862 , 0.144464 , 0.336668 , 0.26875 , 0.313502 , 0.224449 , 0.318974 , 0.267789 , 0.330405 , 0.250184 , 0.149786 , 0.306762 , 0.182081 , 0.144449 , 0.300589 , 0.248547 , 0.231954 , 0.260338 , 0.261465 , 0.236941 
 840 , 0.285464 , 0.34063 , 0.320078 , 0.329558 , 0.285799 , 0.205399 , 0.257783 , 0.239438 , 0.194048 , 0.207926 , 0.361761 , 0.383293 , 0.319918 , 0.372662 , 0.345187 , 0.166017 , 0.188215 , 0.154426 , 0.278795 , 0.164597 , 0.226281 , 0.336377 , 0.23344 , 0.311709 , 0.285804 , 0.38534 , 0.410819 , 0.402299 , 0.409843 , 0.432771 , 0.347103 , 0.31433 , 0.159009 , 0.152335 , 0.203048 , 0.276709 , 0.241514 , 0.259494 , 0.213019 , 0.255487 , 0.281172 , 0.144555 , 0.337018 , 0.26926 , 0.313855 , 0.2248 , 0.319478 , 0.268159 , 0.330814 , 0.250579 , 0.150099 , 0.307236 , 0.182527 , 0.144801 , 0.301008 , 0.248844 , 0.232204 , 0.260655 , 0.261716 , 0.237262 
 841 , 0.285602 , 0.340861 , 0.320517 , 0.330111 , 0.286208 , 0.205779 , 0.258033 , 0.239697 , 0.194342 , 0.208122 , 0.362202 , 0.383757 , 0.320182 , 0.373333 , 0.345743 , 0.166317 , 0.188549 , 0.154646 , 0.279083 , 0.16487 , 0.226578 , 0.336921 , 0.233839 , 0.312125 , 0.286153 , 0.385745 , 0.411192 , 0.402715 , 0.41022 , 0.433228 , 0.347331 , 0.314639 , 0.159312 , 0.152613 , 0.20334 , 0.277025 , 0.241775 , 0.259811 , 0.213139 , 0.255785 , 0.281527 , 0.144596 , 0.337376 , 0.269635 , 0.314138 , 0.225131 , 0.319856 , 0.268458 , 0.331087 , 0.250908 , 0.15042 , 0.307749 , 0.182891 , 0.145187 , 0.301295 , 0.249075 , 0.232442 , 0.260962 , 0.262054 , 0.237619 
 842 , 0.28582 , 0.341155 , 0.320878 , 0.330557 , 0.286654 , 0.206184 , 0.258299 , 0.239983 , 0.194586 , 0.208293 , 0.362641 , 0.384212 , 0.320373 , 0.374049 , 0.346289 , 0.166611 , 0.188882 , 0.154848 , 0.279406 , 0.165136 , 0.22689 , 0.337585 , 0.234219 , 0.312585 , 0.286524 , 0.386247 , 0.411422 , 0.403139 , 0.410682 , 0.433728 , 0.347519 , 0.314999 , 0.159602 , 0.152903 , 0.203694 , 0.277406 , 0.242042 , 0.260069 , 0.213302 , 0.256105 , 0.281915 , 0.144634 , 0.337735 , 0.270057 , 0.314484 , 0.22546 , 0.320143 , 0.268738 , 0.331296 , 0.251276 , 0.150773 , 0.308301 , 0.183233 , 0.145594 , 0.301557 , 0.249321 , 0.232769 , 0.261279 , 0.262434 , 0.237983 
 843 , 0.286047 , 0.341452 , 0.321254 , 0.331011 , 0.28711 , 0.206596 , 0.258572 , 0.240275 , 0.194837 , 0.208473 , 0.363088 , 0.384674 , 0.32057 , 0.374777 , 0.346842 , 0.166908 , 0.189218 , 0.155054 , 0.279734 , 0.165411 , 0.227199 , 0.338268 , 0.234605 , 0.313048 , 0.286906 , 0.38675 , 0.411655 , 0.40357 , 0.411156 , 0.434239 , 0.347711 , 0.315364 , 0.159896 , 0.153198 , 0.204061 , 0.277792 , 0.242311 , 0.260329 , 0.213469 , 0.256431 , 0.282309 , 0.144673 , 0.338103 , 0.270485 , 0.314835 , 0.225801 , 0.32044 , 0.269028 , 0.331515 , 0.25165 , 0.151136 , 0.308861 , 0.183583 , 0.146006 , 0.301819 , 0.249568 , 0.233103 , 0.261597 , 0.262824 , 0.238354 
 844 , 0.286243 , 0.34178 , 0.321489 , 0.331327 , 0.287587 , 0.206833 , 0.258902 , 0.240499 , 0.195176 , 0.208701 , 0.363405 , 0.38511 , 0.320924 , 0.375287 , 0.347206 , 0.16719 , 0.18953 , 0.155283 , 0.279982 , 0.165646 , 0.227528 , 0.338842 , 0.234933 , 0.313474 , 0.287287 , 0.387278 , 0.411971 , 0.403902 , 0.411672 , 0.434741 , 0.347886 , 0.315773 , 0.160195 , 0.153484 , 0.204329 , 0.278154 , 0.242663 , 0.260421 , 0.213733 , 0.256698 , 0.28259 , 0.144775 , 0.338402 , 0.270919 , 0.315153 , 0.226074 , 0.320779 , 0.26928 , 0.331722 , 0.251967 , 0.151441 , 0.309352 , 0.183788 , 0.146344 , 0.302092 , 0.249803 , 0.233379 , 0.261835 , 0.263054 , 0.238591 
 845 , 0.286424 , 0.342108 , 0.321733 , 0.331666 , 0.288091 , 0.20706 , 0.259255 , 0.240667 , 0.195649 , 0.208997 , 0.363746 , 0.385564 , 0.321354 , 0.375601 , 0.347459 , 0.167488 , 0.189879 , 0.155573 , 0.280204 , 0.16593 , 0.227864 , 0.339328 , 0.235361 , 0.313907 , 0.287672 , 0.387715 , 0.412473 , 0.403872 , 0.412163 , 0.435259 , 0.348108 , 0.316208 , 0.160525 , 0.153756 , 0.204529 , 0.278467 , 0.243008 , 0.260463 , 0.213973 , 0.256959 , 0.28289 , 0.144887 , 0.338644 , 0.27141 , 0.315529 , 0.226292 , 0.321319 , 0.269563 , 0.331981 , 0.252252 , 0.151725 , 0.309784 , 0.183969 , 0.146708 , 0.302307 , 0.250086 , 0.233574 , 0.26215 , 0.263254 , 0.23887 
 846 , 0.286603 , 0.342447 , 0.321976 , 0.332012 , 0.288607 , 0.207292 , 0.259616 , 0.24083 , 0.196134 , 0.209301 , 0.364095 , 0.386031 , 0.321787 , 0.375915 , 0.347717 , 0.167796 , 0.190246 , 0.15587 , 0.280426 , 0.166225 , 0.228207 , 0.339815 , 0.23581 , 0.314353 , 0.288069 , 0.388155 , 0.412989 , 0.403825 , 0.412669 , 0.435793 , 0.34834 , 0.316646 , 0.160861 , 0.154041 , 0.204734 , 0.278786 , 0.243358 , 0.260508 , 0.214217 , 0.257228 , 0.283198 , 0.145007 , 0.338887 , 0.271916 , 0.315919 , 0.226512 , 0.321876 , 0.269851 , 0.332246 , 0.252551 , 0.152011 , 0.31022 , 0.184149 , 0.147081 , 0.302527 , 0.250383 , 0.233771 , 0.262473 , 0.26346 , 0.23916 
 847 , 0.286766 , 0.342767 , 0.322303 , 0.332358 , 0.289013 , 0.207516 , 0.259879 , 0.241049 , 0.196524 , 0.209474 , 0.364432 , 0.3864 , 0.322148 , 0.37631 , 0.348048 , 0.168067 , 0.190619 , 0.156119 , 0.280632 , 0.166478 , 0.228493 , 0.340265 , 0.236241 , 0.314729 , 0.288395 , 0.388578 , 0.413427 , 0.403745 , 0.413128 , 0.436268 , 0.348562 , 0.317021 , 0.161126 , 0.15426 , 0.204905 , 0.279018 , 0.243685 , 0.260537 , 0.214462 , 0.257492 , 0.283447 , 0.145072 , 0.339055 , 0.272406 , 0.316264 , 0.226724 , 0.322323 , 0.270134 , 0.332492 , 0.252829 , 0.152267 , 0.310568 , 0.184361 , 0.147409 , 0.302716 , 0.250651 , 0.233954 , 0.262774 , 0.263666 , 0.23943 
 848 , 0.286829 , 0.343069 , 0.322679 , 0.332693 , 0.289259 , 0.207684 , 0.259956 , 0.241344 , 0.196705 , 0.209476 , 0.364749 , 0.386628 , 0.322361 , 0.376863 , 0.348517 , 0.168308 , 0.190984 , 0.156298 , 0.280774 , 0.16665 , 0.228701 , 0.340659 , 0.236603 , 0.314947 , 0.288656 , 0.389018 , 0.413695 , 0.404135 , 0.413451 , 0.436639 , 0.348766 , 0.317217 , 0.161287 , 0.154406 , 0.205045 , 0.279151 , 0.243963 , 0.260578 , 0.214705 , 0.257785 , 0.283577 , 0.145065 , 0.339126 , 0.272827 , 0.31647 , 0.226978 , 0.322585 , 0.270308 , 0.332678 , 0.253055 , 0.152494 , 0.310859 , 0.18458 , 0.147639 , 0.302882 , 0.250799 , 0.234104 , 0.262983 , 0.263815 , 0.239636 
 849 , 0.286838 , 0.343384 , 0.323052 , 0.333034 , 0.289474 , 0.207826 , 0.25998 , 0.241662 , 0.196824 , 0.209457 , 0.365064 , 0.386819 , 0.322539 , 0.377464 , 0.349024 , 0.168559 , 0.191343 , 0.156463 , 0.280885 , 0.166808 , 0.228895 , 0.341041 , 0.236947 , 0.315114 , 0.288917 , 0.389495 , 0.413906 , 0.404834 , 0.413732 , 0.436984 , 0.348965 , 0.317362 , 0.161436 , 0.154548 , 0.20518 , 0.279273 , 0.244233 , 0.260632 , 0.214958 , 0.258105 , 0.28367 , 0.145053 , 0.339181 , 0.273225 , 0.316621 , 0.227263 , 0.322803 , 0.27042 , 0.332845 , 0.253266 , 0.152732 , 0.311169 , 0.184808 , 0.147843 , 0.303057 , 0.250903 , 0.234241 , 0.263153 , 0.263929 , 0.239827 
 850 , 0.286839 , 0.34373 , 0.323445 , 0.333371 , 0.289709 , 0.207995 , 0.260009 , 0.241984 , 0.196966 , 0.209514 , 0.365375 , 0.387065 , 0.322725 , 0.378082 , 0.349539 , 0.168821 , 0.191712 , 0.156635 , 0.281004 , 0.166974 , 0.229123 , 0.341455 , 0.237302 , 0.315302 , 0.289172 , 0.389964 , 0.414142 , 0.405576 , 0.414008 , 0.437351 , 0.349167 , 0.317511 , 0.161601 , 0.154714 , 0.205348 , 0.27941 , 0.244467 , 0.260705 , 0.21523 , 0.25842 , 0.283785 , 0.145051 , 0.339271 , 0.273615 , 0.316781 , 0.227559 , 0.323048 , 0.270546 , 0.333009 , 0.2535 , 0.152991 , 0.311503 , 0.185034 , 0.14807 , 0.303225 , 0.251007 , 0.234407 , 0.263317 , 0.264056 , 0.240023 
 851 , 0.286826 , 0.344239 , 0.323935 , 0.33371 , 0.290066 , 0.208282 , 0.260121 , 0.2423 , 0.197209 , 0.209883 , 0.365697 , 0.387526 , 0.322984 , 0.378722 , 0.35005 , 0.169102 , 0.192111 , 0.15683 , 0.281173 , 0.167209 , 0.229488 , 0.342009 , 0.237667 , 0.315641 , 0.289407 , 0.390405 , 0.414533 , 0.406338 , 0.414345 , 0.437814 , 0.349401 , 0.317762 , 0.161844 , 0.154987 , 0.205632 , 0.279622 , 0.244584 , 0.260894 , 0.215585 , 0.258675 , 0.284032 , 0.145127 , 0.339537 , 0.273959 , 0.317014 , 0.227818 , 0.32341 , 0.270729 , 0.333235 , 0.253809 , 0.153337 , 0.311906 , 0.185283 , 0.148397 , 0.303374 , 0.251178 , 0.234665 , 0.26349 , 0.264238 , 0.240229 
 852 , 0.286941 , 0.344833 , 0.324571 , 0.334127 , 0.290579 , 0.208673 , 0.260335 , 0.242625 , 0.19759 , 0.210304 , 0.366136 , 0.388088 , 0.323337 , 0.379385 , 0.350622 , 0.169378 , 0.192575 , 0.157081 , 0.281454 , 0.1675 , 0.229917 , 0.342741 , 0.23805 , 0.316125 , 0.289647 , 0.390938 , 0.415101 , 0.406918 , 0.414893 , 0.438372 , 0.34972 , 0.318202 , 0.162142 , 0.155336 , 0.205992 , 0.279928 , 0.244781 , 0.261157 , 0.215989 , 0.258863 , 0.284389 , 0.145235 , 0.339936 , 0.274332 , 0.317344 , 0.228048 , 0.323822 , 0.271016 , 0.333582 , 0.254189 , 0.153691 , 0.312323 , 0.185601 , 0.148789 , 0.303526 , 0.251502 , 0.234992 , 0.26374 , 0.264498 , 0.240444 
 853 , 0.287054 , 0.34544 , 0.32522 , 0.334551 , 0.291105 , 0.209071 , 0.260555 , 0.242958 , 0.197974 , 0.210737 , 0.366588 , 0.388664 , 0.323692 , 0.380061 , 0.351207 , 0.169661 , 0.19305 , 0.157339 , 0.281743 , 0.167796 , 0.230358 , 0.343487 , 0.238445 , 0.316621 , 0.28989 , 0.391485 , 0.415683 , 0.407511 , 0.41546 , 0.438948 , 0.350037 , 0.318654 , 0.162446 , 0.155693 , 0.206364 , 0.280241 , 0.244986 , 0.261428 , 0.2164 , 0.259058 , 0.284753 , 0.145349 , 0.340348 , 0.274717 , 0.317683 , 0.22828 , 0.324248 , 0.271315 , 0.333932 , 0.25458 , 0.154051 , 0.312749 , 0.185925 , 0.149192 , 0.30368 , 0.251828 , 0.235326 , 0.263992 , 0.26476 , 0.240667 
 854 , 0.287176 , 0.346029 , 0.325727 , 0.335158 , 0.291698 , 0.209366 , 0.260931 , 0.24334 , 0.198193 , 0.211024 , 0.367034 , 0.389202 , 0.324089 , 0.380637 , 0.351759 , 0.16989 , 0.193364 , 0.157663 , 0.282025 , 0.168014 , 0.230678 , 0.344169 , 0.238842 , 0.317063 , 0.290135 , 0.392012 , 0.416278 , 0.40802 , 0.415942 , 0.439416 , 0.350294 , 0.319156 , 0.162809 , 0.156035 , 0.206694 , 0.28061 , 0.24528 , 0.261634 , 0.216719 , 0.259343 , 0.285187 , 0.145421 , 0.340695 , 0.275122 , 0.318042 , 0.228511 , 0.324727 , 0.27148 , 0.334302 , 0.254924 , 0.154372 , 0.313327 , 0.186273 , 0.149553 , 0.303866 , 0.252168 , 0.235611 , 0.264301 , 0.265102 , 0.240965 
 855 , 0.287286 , 0.346539 , 0.325974 , 0.335729 , 0.292178 , 0.209502 , 0.261303 , 0.2437 , 0.198271 , 0.211255 , 0.367411 , 0.389784 , 0.324533 , 0.381286 , 0.352244 , 0.170135 , 0.193577 , 0.157944 , 0.282265 , 0.168219 , 0.231008 , 0.344653 , 0.239223 , 0.317423 , 0.290376 , 0.392478 , 0.416737 , 0.408368 , 0.416108 , 0.439718 , 0.350491 , 0.319527 , 0.163183 , 0.156275 , 0.206932 , 0.280893 , 0.245512 , 0.261769 , 0.216965 , 0.259669 , 0.285518 , 0.145435 , 0.34085 , 0.275565 , 0.318408 , 0.228839 , 0.325172 , 0.271638 , 0.334501 , 0.255203 , 0.154685 , 0.313931 , 0.186526 , 0.149852 , 0.304176 , 0.252454 , 0.235816 , 0.264567 , 0.265329 , 0.241303 
 856 , 0.287399 , 0.347059 , 0.326226 , 0.336306 , 0.292667 , 0.209636 , 0.261675 , 0.244062 , 0.198347 , 0.211494 , 0.367793 , 0.390371 , 0.324982 , 0.381946 , 0.352738 , 0.170388 , 0.193788 , 0.158232 , 0.282513 , 0.16842 , 0.231346 , 0.345151 , 0.239612 , 0.317787 , 0.290615 , 0.392958 , 0.417205 , 0.408726 , 0.416279 , 0.440026 , 0.350692 , 0.319903 , 0.163559 , 0.156517 , 0.207173 , 0.28118 , 0.245757 , 0.261902 , 0.217208 , 0.26 , 0.285858 , 0.145446 , 0.341003 , 0.276011 , 0.318783 , 0.229171 , 0.325621 , 0.271794 , 0.334705 , 0.25549 , 0.155001 , 0.314546 , 0.186786 , 0.150159 , 0.304491 , 0.25275 , 0.236029 , 0.264836 , 0.265565 , 0.241644 
 857 , 0.287534 , 0.347371 , 0.326401 , 0.336792 , 0.293116 , 0.209824 , 0.26198 , 0.24431 , 0.19853 , 0.211685 , 0.368201 , 0.390813 , 0.32534 , 0.382566 , 0.353171 , 0.170659 , 0.194055 , 0.158507 , 0.282785 , 0.168639 , 0.231721 , 0.345634 , 0.239904 , 0.31808 , 0.290858 , 0.393478 , 0.417603 , 0.409024 , 0.416472 , 0.440344 , 0.350854 , 0.320219 , 0.16389 , 0.156755 , 0.207397 , 0.281441 , 0.245987 , 0.261999 , 0.21745 , 0.260258 , 0.286189 , 0.145387 , 0.341119 , 0.276464 , 0.319068 , 0.229458 , 0.326009 , 0.272028 , 0.334916 , 0.255757 , 0.155257 , 0.314999 , 0.187048 , 0.150394 , 0.304757 , 0.252973 , 0.236232 , 0.265051 , 0.265741 , 0.241908 
 858 , 0.287565 , 0.347548 , 0.326632 , 0.337234 , 0.293522 , 0.210098 , 0.262241 , 0.244484 , 0.198865 , 0.211862 , 0.368555 , 0.391047 , 0.325573 , 0.383048 , 0.35364 , 0.170932 , 0.194408 , 0.1588 , 0.283099 , 0.168865 , 0.232098 , 0.346187 , 0.240152 , 0.31896 , 0.291162 , 0.393993 , 0.417945 , 0.409345 , 0.416917 , 0.440765 , 0.351066 , 0.320535 , 0.16417 , 0.157051 , 0.207683 , 0.281752 , 0.246268 , 0.262018 , 0.217725 , 0.260527 , 0.286547 , 0.14532 , 0.341348 , 0.276923 , 0.319263 , 0.229693 , 0.326348 , 0.272272 , 0.335242 , 0.256105 , 0.155471 , 0.315438 , 0.187388 , 0.150636 , 0.30495 , 0.253124 , 0.236475 , 0.265262 , 0.266002 , 0.242119 
