NANT_00009_NANT_REF.spu,NANT_00008_NANT_REF.spu,NANT_00007_NANT_REF.spu,NANT_00006_NANT_REF.spu,NANT_00005_NANT_REF.spu,
Wavelength,NANT_00010_B3_CT.spu,NANT_00011_B3_CT.spu,NANT_00012_B3_CT.spu,NANT_00013_B3_CT.spu,NANT_00014_B3_CT.spu,NANT_00015_B3_CT-old.spu,NANT_00016_B3_CT-old.spu,NANT_00017_B3_CT-old.spu,NANT_00018_B3_CT-old.spu,NANT_00019_B3_CT-old.spu,NANT_00020_B3_N.spu,NANT_00021_B3_N.spu,NANT_00022_B3_N.spu,NANT_00023_B3_N.spu,NANT_00024_B3_N.spu,NANT_00025_B3_N-old.spu,NANT_00026_B3_N-old.spu,NANT_00027_B3_N-old.spu,NANT_00028_B3_N-old.spu,NANT_00029_B3_N-old.spu,NANT_00030_B3_NP.spu,NANT_00031_B3_NP.spu,NANT_00032_B3_NP.spu,NANT_00033_B3_NP.spu,NANT_00034_B3_NP.spu,NANT_00035_B3_NP-old.spu,NANT_00036_B3_NP-old.spu,NANT_00037_B3_NP-old.spu,NANT_00038_B3_NP-old.spu,NANT_00039_B3_NP-old.spu,NANT_00040_B3_P.spu,NANT_00041_B3_P.spu,NANT_00042_B3_P.spu,NANT_00043_B3_P.spu,NANT_00044_B3_P.spu,NANT_00045_B3_P-old.spu,NANT_00046_B3_P-old.spu,NANT_00047_B3_P-old.spu,NANT_00048_B3_P-old.spu,NANT_00049_B3_P-old.spu,NANT_00050_B2_P.spu,NANT_00051_B2_P.spu,NANT_00052_B2_P.spu,NANT_00053_B2_P.spu,NANT_00054_B2_P.spu,NANT_00055_B2_NP.spu,NANT_00056_B2_NP.spu,NANT_00057_B2_NP.spu,NANT_00058_B2_NP.spu,NANT_00059_B2_NP.spu,NANT_00060_B2_CT.spu,NANT_00061_B2_CT.spu,NANT_00062_B2_CT.spu,NANT_00063_B2_CT.spu,NANT_00064_B2_CT.spu,NANT_00065_B2_N.spu,NANT_00066_B2_N.spu,NANT_00067_B2_N.spu,NANT_00068_B2_N.spu,NANT_00069_B2_N.spu,NANT_00070_B1_P.spu,NANT_00071_B1_P.spu,NANT_00072_B1_P.spu,NANT_00073_B1_P.spu,NANT_00074_B1_P.spu,NANT_00075_B1_CT.spu,NANT_00076_B1_CT.spu,NANT_00077_B1_CT.spu,NANT_00078_B1_CT.spu,NANT_00079_B1_CT.spu,NANT_00080_B1_NP.spu,NANT_00081_B1_NP.spu,NANT_00082_B1_NP.spu,NANT_00083_B1_NP.spu,NANT_00084_B1_NP.spu,NANT_00085_B1_N.spu,NANT_00086_B1_N.spu,NANT_00087_B1_N.spu,NANT_00088_B1_N.spu,NANT_00089_B1_N.spu
 327 , 0.053482 , 0.058373 , 0.049428 , 0.059109 , 0.05421 , 0.064483 , 0.056642 , 0.067524 , 0.066928 , 0.060092 , 0.06575 , 0.065481 , 0.074566 , 0.075474 , 0.064612 , 0.051138 , 0.0514 , 0.06591 , 0.082523 , 0.067906 , 0.063856 , 0.064287 , 0.065369 , 0.064383 , 0.047619 , 0.051444 , 0.055572 , 0.064003 , 0.052846 , 0.044856 , 0.050446 , 0.061517 , 0.038686 , 0.048993 , 0.045262 , 0.067936 , 0.055449 , 0.060574 , 0.063075 , 0.057708 , 0.065694 , 0.049389 , 0.05973 , 0.059807 , 0.04843 , 0.066106 , 0.052786 , 0.063883 , 0.062238 , 0.065268 , 0.055281 , 0.064524 , 0.048284 , 0.058945 , 0.046529 , 0.0757 , 0.061297 , 0.060816 , 0.060518 , 0.052709 , 0.061437 , 0.057406 , 0.081712 , 0.063018 , 0.056835 , 0.084119 , 0.091853 , 0.074602 , 0.079252 , 0.072163 , 0.057239 , 0.070125 , 0.069165 , 0.07992 , 0.071174 , 0.067989 , 0.077811 , 0.072494 , 0.056581 , 0.061236 
 328 , 0.052276 , 0.057967 , 0.049333 , 0.056986 , 0.05257 , 0.062483 , 0.054185 , 0.065721 , 0.065598 , 0.057983 , 0.063608 , 0.063115 , 0.07197 , 0.07401 , 0.062553 , 0.050238 , 0.050334 , 0.063767 , 0.081734 , 0.067271 , 0.061413 , 0.062042 , 0.063677 , 0.063726 , 0.044815 , 0.049619 , 0.052322 , 0.060854 , 0.050369 , 0.042555 , 0.048868 , 0.059563 , 0.037187 , 0.046213 , 0.04191 , 0.064486 , 0.053341 , 0.058325 , 0.06023 , 0.055913 , 0.064016 , 0.047309 , 0.058059 , 0.057503 , 0.046851 , 0.063021 , 0.050585 , 0.060861 , 0.059771 , 0.061937 , 0.053356 , 0.062278 , 0.046925 , 0.057992 , 0.044684 , 0.073936 , 0.058252 , 0.059637 , 0.0577 , 0.050105 , 0.060173 , 0.055015 , 0.079573 , 0.06031 , 0.05499 , 0.081396 , 0.089712 , 0.071528 , 0.076111 , 0.070157 , 0.05409 , 0.066589 , 0.065631 , 0.076508 , 0.068203 , 0.064456 , 0.076208 , 0.071026 , 0.053191 , 0.058298 
 329 , 0.052078 , 0.056477 , 0.048262 , 0.056791 , 0.051202 , 0.061474 , 0.054234 , 0.065066 , 0.065216 , 0.05721 , 0.062837 , 0.062416 , 0.070836 , 0.07291 , 0.062404 , 0.04963 , 0.049523 , 0.062485 , 0.079502 , 0.06573 , 0.060828 , 0.061277 , 0.063366 , 0.061858 , 0.044869 , 0.048518 , 0.05123 , 0.059411 , 0.048815 , 0.041375 , 0.047893 , 0.058983 , 0.036009 , 0.046284 , 0.041211 , 0.06351 , 0.051468 , 0.057321 , 0.058522 , 0.055409 , 0.063226 , 0.047091 , 0.055961 , 0.056568 , 0.045252 , 0.060638 , 0.049607 , 0.059427 , 0.05899 , 0.061085 , 0.05241 , 0.061223 , 0.044608 , 0.056051 , 0.044062 , 0.072288 , 0.057781 , 0.058078 , 0.056086 , 0.049531 , 0.057879 , 0.052949 , 0.076899 , 0.058493 , 0.051977 , 0.080402 , 0.087576 , 0.069477 , 0.074974 , 0.068584 , 0.052055 , 0.065032 , 0.062516 , 0.073689 , 0.066273 , 0.062753 , 0.071832 , 0.069621 , 0.052383 , 0.055785 
 330 , 0.051976 , 0.055166 , 0.047309 , 0.056686 , 0.050023 , 0.060626 , 0.054347 , 0.064528 , 0.06489 , 0.056582 , 0.062219 , 0.06185 , 0.069879 , 0.071962 , 0.062333 , 0.049112 , 0.048831 , 0.061402 , 0.077532 , 0.06438 , 0.060393 , 0.06066 , 0.063142 , 0.06023 , 0.044993 , 0.047592 , 0.050357 , 0.05823 , 0.047509 , 0.040396 , 0.047064 , 0.058541 , 0.035007 , 0.046414 , 0.040676 , 0.062718 , 0.049857 , 0.056485 , 0.057094 , 0.055002 , 0.062583 , 0.047024 , 0.054142 , 0.055797 , 0.043885 , 0.05861 , 0.048793 , 0.058246 , 0.058375 , 0.060429 , 0.051636 , 0.060361 , 0.042604 , 0.054363 , 0.043563 , 0.070868 , 0.057453 , 0.056722 , 0.054732 , 0.04912 , 0.055878 , 0.051189 , 0.07459 , 0.05695 , 0.049353 , 0.079611 , 0.085733 , 0.067738 , 0.074063 , 0.067244 , 0.05033 , 0.063748 , 0.059857 , 0.07129 , 0.064649 , 0.061345 , 0.06809 , 0.068425 , 0.051757 , 0.053639 
 331 , 0.051916 , 0.054029 , 0.046479 , 0.056595 , 0.049002 , 0.059881 , 0.054442 , 0.06405 , 0.064595 , 0.056015 , 0.061697 , 0.061345 , 0.069038 , 0.07111 , 0.062264 , 0.04866 , 0.048206 , 0.060452 , 0.075804 , 0.063208 , 0.060038 , 0.060107 , 0.062971 , 0.058822 , 0.045073 , 0.046786 , 0.049617 , 0.057204 , 0.046392 , 0.039568 , 0.046322 , 0.058175 , 0.034133 , 0.046514 , 0.040201 , 0.062013 , 0.048456 , 0.055742 , 0.055838 , 0.054655 , 0.062041 , 0.04705 , 0.052569 , 0.055121 , 0.042696 , 0.056825 , 0.048086 , 0.057209 , 0.057848 , 0.059853 , 0.050961 , 0.059656 , 0.040872 , 0.052896 , 0.043145 , 0.069627 , 0.057175 , 0.055541 , 0.053563 , 0.048799 , 0.054152 , 0.049664 , 0.072561 , 0.055602 , 0.047091 , 0.078918 , 0.084136 , 0.066224 , 0.073269 , 0.066094 , 0.048848 , 0.062636 , 0.057559 , 0.069219 , 0.063244 , 0.060129 , 0.064858 , 0.067403 , 0.051215 , 0.051789 
 332 , 0.051942 , 0.054501 , 0.046854 , 0.057327 , 0.048954 , 0.060566 , 0.054718 , 0.064874 , 0.064871 , 0.056283 , 0.062335 , 0.062003 , 0.069683 , 0.071343 , 0.062597 , 0.04891 , 0.048536 , 0.060772 , 0.076095 , 0.063223 , 0.06061 , 0.060256 , 0.062803 , 0.058747 , 0.04577 , 0.047502 , 0.05032 , 0.058014 , 0.046949 , 0.039687 , 0.047141 , 0.058631 , 0.0342 , 0.047602 , 0.040733 , 0.062791 , 0.048628 , 0.056145 , 0.056847 , 0.054103 , 0.061887 , 0.046964 , 0.052877 , 0.054933 , 0.042755 , 0.057095 , 0.048087 , 0.056833 , 0.057707 , 0.059639 , 0.05083 , 0.059447 , 0.040904 , 0.052663 , 0.043045 , 0.069778 , 0.057287 , 0.05519 , 0.053392 , 0.049138 , 0.053397 , 0.049723 , 0.072201 , 0.055298 , 0.046482 , 0.07869 , 0.082977 , 0.065964 , 0.073168 , 0.06606 , 0.048688 , 0.062184 , 0.056752 , 0.068611 , 0.062717 , 0.059628 , 0.06411 , 0.067161 , 0.0508 , 0.051598 
 333 , 0.05201 , 0.055879 , 0.047919 , 0.058489 , 0.049469 , 0.062019 , 0.055074 , 0.066396 , 0.065452 , 0.056998 , 0.063612 , 0.063304 , 0.07118 , 0.072194 , 0.063134 , 0.049554 , 0.049374 , 0.061809 , 0.077528 , 0.063901 , 0.061682 , 0.060796 , 0.062636 , 0.059443 , 0.046788 , 0.049074 , 0.051854 , 0.059887 , 0.048458 , 0.040342 , 0.048838 , 0.059529 , 0.034805 , 0.04923 , 0.041822 , 0.064413 , 0.049695 , 0.057187 , 0.059124 , 0.053452 , 0.061957 , 0.046807 , 0.054275 , 0.055023 , 0.043512 , 0.058565 , 0.048491 , 0.056843 , 0.057796 , 0.059637 , 0.051011 , 0.059534 , 0.041954 , 0.053142 , 0.04314 , 0.070707 , 0.057612 , 0.055329 , 0.05381 , 0.049843 , 0.053239 , 0.050693 , 0.072804 , 0.055616 , 0.046865 , 0.078738 , 0.082117 , 0.066417 , 0.073459 , 0.066666 , 0.049305 , 0.06213 , 0.056842 , 0.068855 , 0.062714 , 0.05957 , 0.064768 , 0.06738 , 0.050474 , 0.05239 
 334 , 0.052033 , 0.057067 , 0.048868 , 0.059468 , 0.049907 , 0.063224 , 0.055339 , 0.067681 , 0.065924 , 0.05757 , 0.064705 , 0.064438 , 0.072537 , 0.072958 , 0.063562 , 0.050113 , 0.050049 , 0.06271 , 0.078772 , 0.064426 , 0.062565 , 0.06124 , 0.062434 , 0.060021 , 0.047668 , 0.050457 , 0.053226 , 0.061589 , 0.049763 , 0.040863 , 0.050353 , 0.060258 , 0.035328 , 0.050685 , 0.042764 , 0.065869 , 0.050619 , 0.058087 , 0.061129 , 0.052834 , 0.061971 , 0.046576 , 0.055516 , 0.055061 , 0.044133 , 0.059956 , 0.04882 , 0.056829 , 0.057862 , 0.05961 , 0.051147 , 0.059571 , 0.042874 , 0.053534 , 0.043225 , 0.071463 , 0.057872 , 0.055441 , 0.054182 , 0.050434 , 0.053095 , 0.051529 , 0.073337 , 0.055929 , 0.047217 , 0.078765 , 0.081324 , 0.066748 , 0.073664 , 0.067145 , 0.049834 , 0.062061 , 0.05694 , 0.06899 , 0.062674 , 0.059525 , 0.065352 , 0.067544 , 0.050175 , 0.053105 
 335 , 0.052022 , 0.057705 , 0.049423 , 0.059995 , 0.050272 , 0.063998 , 0.055434 , 0.0685 , 0.066226 , 0.057907 , 0.065265 , 0.064923 , 0.073443 , 0.073345 , 0.063753 , 0.0504 , 0.050388 , 0.063393 , 0.079671 , 0.064755 , 0.063105 , 0.061385 , 0.062095 , 0.060286 , 0.04808 , 0.051053 , 0.053881 , 0.062577 , 0.050416 , 0.041146 , 0.051118 , 0.060621 , 0.035502 , 0.051543 , 0.04342 , 0.066775 , 0.05117 , 0.058576 , 0.062308 , 0.052529 , 0.061906 , 0.046151 , 0.056246 , 0.055083 , 0.044327 , 0.060678 , 0.048807 , 0.056729 , 0.057642 , 0.059382 , 0.051152 , 0.059425 , 0.04342 , 0.05366 , 0.04307 , 0.071926 , 0.057807 , 0.05537 , 0.054221 , 0.050485 , 0.052845 , 0.051879 , 0.073374 , 0.055921 , 0.047283 , 0.078596 , 0.080791 , 0.0669 , 0.073417 , 0.067261 , 0.049857 , 0.061827 , 0.05679 , 0.068784 , 0.062339 , 0.059151 , 0.065472 , 0.067325 , 0.049737 , 0.053251 
 336 , 0.051926 , 0.05679 , 0.048859 , 0.059269 , 0.050519 , 0.063673 , 0.055076 , 0.06809 , 0.066073 , 0.057619 , 0.06434 , 0.06347 , 0.073053 , 0.072613 , 0.063308 , 0.049928 , 0.04985 , 0.063564 , 0.079742 , 0.064608 , 0.062776 , 0.060656 , 0.061252 , 0.059684 , 0.04716 , 0.049321 , 0.052353 , 0.061406 , 0.049196 , 0.040784 , 0.049642 , 0.059973 , 0.034608 , 0.050625 , 0.043319 , 0.066096 , 0.050668 , 0.057891 , 0.061114 , 0.053153 , 0.061614 , 0.045129 , 0.055508 , 0.055061 , 0.043251 , 0.059272 , 0.047685 , 0.056345 , 0.056473 , 0.058444 , 0.050738 , 0.058702 , 0.042899 , 0.052996 , 0.042106 , 0.071608 , 0.056735 , 0.054672 , 0.053186 , 0.048834 , 0.052165 , 0.050762 , 0.071884 , 0.054832 , 0.046418 , 0.077752 , 0.080941 , 0.066537 , 0.071671 , 0.066281 , 0.048251 , 0.060975 , 0.055779 , 0.067423 , 0.060956 , 0.057598 , 0.064123 , 0.065842 , 0.048715 , 0.051626 
 337 , 0.051862 , 0.055992 , 0.048357 , 0.058647 , 0.050753 , 0.063426 , 0.05476 , 0.067772 , 0.065978 , 0.057401 , 0.063517 , 0.062201 , 0.072735 , 0.071966 , 0.062912 , 0.049499 , 0.049373 , 0.063732 , 0.079805 , 0.064514 , 0.062492 , 0.06001 , 0.060532 , 0.059146 , 0.046337 , 0.047799 , 0.051025 , 0.060397 , 0.048128 , 0.040497 , 0.048352 , 0.05942 , 0.033832 , 0.049847 , 0.043263 , 0.065505 , 0.050253 , 0.057294 , 0.060087 , 0.053746 , 0.061369 , 0.044218 , 0.054862 , 0.055088 , 0.042321 , 0.05804 , 0.046723 , 0.05602 , 0.055439 , 0.057639 , 0.050397 , 0.058071 , 0.042452 , 0.052418 , 0.041256 , 0.071375 , 0.055786 , 0.054075 , 0.052286 , 0.0474 , 0.051583 , 0.049799 , 0.070547 , 0.053876 , 0.045664 , 0.077016 , 0.081108 , 0.066277 , 0.070163 , 0.065441 , 0.046856 , 0.060255 , 0.05489 , 0.066281 , 0.059771 , 0.056241 , 0.062942 , 0.064544 , 0.047835 , 0.050194 
 338 , 0.051825 , 0.055291 , 0.047905 , 0.058107 , 0.050977 , 0.063242 , 0.05448 , 0.067527 , 0.065933 , 0.057239 , 0.06278 , 0.061083 , 0.072475 , 0.071389 , 0.062555 , 0.049106 , 0.048947 , 0.063897 , 0.079862 , 0.064463 , 0.062243 , 0.059433 , 0.059912 , 0.058664 , 0.045592 , 0.04645 , 0.049858 , 0.05952 , 0.047183 , 0.040269 , 0.047214 , 0.058945 , 0.03315 , 0.049179 , 0.043243 , 0.064985 , 0.049908 , 0.05677 , 0.059196 , 0.054312 , 0.06116 , 0.043398 , 0.054292 , 0.055155 , 0.041509 , 0.056951 , 0.04589 , 0.055743 , 0.054515 , 0.056939 , 0.050114 , 0.057517 , 0.042067 , 0.051909 , 0.0405 , 0.071212 , 0.05494 , 0.05356 , 0.051496 , 0.046143 , 0.051081 , 0.04896 , 0.069339 , 0.053029 , 0.045003 , 0.076369 , 0.081287 , 0.066098 , 0.06885 , 0.064713 , 0.045632 , 0.059643 , 0.054103 , 0.065316 , 0.058748 , 0.055046 , 0.061899 , 0.063399 , 0.047069 , 0.048919 
 339 , 0.051782 , 0.055271 , 0.047831 , 0.058001 , 0.0509 , 0.0633 , 0.055239 , 0.067855 , 0.065972 , 0.057407 , 0.062792 , 0.061186 , 0.072448 , 0.071547 , 0.062814 , 0.049268 , 0.04924 , 0.064663 , 0.080316 , 0.064251 , 0.062644 , 0.059921 , 0.06054 , 0.059262 , 0.046269 , 0.046904 , 0.050465 , 0.059295 , 0.047655 , 0.040357 , 0.047128 , 0.058795 , 0.033266 , 0.049281 , 0.043973 , 0.065148 , 0.050157 , 0.057116 , 0.059333 , 0.054631 , 0.061299 , 0.043584 , 0.054371 , 0.055185 , 0.041609 , 0.056893 , 0.046004 , 0.055502 , 0.054459 , 0.05693 , 0.04988 , 0.057248 , 0.042163 , 0.05193 , 0.040414 , 0.071296 , 0.055187 , 0.053282 , 0.051509 , 0.046212 , 0.050698 , 0.048895 , 0.069566 , 0.053071 , 0.044871 , 0.07624 , 0.081686 , 0.065656 , 0.068785 , 0.064594 , 0.045075 , 0.059563 , 0.054306 , 0.065346 , 0.058522 , 0.054427 , 0.06137 , 0.063583 , 0.046555 , 0.049354 
 340 , 0.051742 , 0.055368 , 0.04783 , 0.05798 , 0.050783 , 0.063406 , 0.056137 , 0.068244 , 0.066036 , 0.057618 , 0.062929 , 0.061473 , 0.072442 , 0.071814 , 0.06316 , 0.049521 , 0.049616 , 0.065458 , 0.080802 , 0.064042 , 0.063114 , 0.060554 , 0.061327 , 0.059989 , 0.047152 , 0.047614 , 0.051286 , 0.059197 , 0.04833 , 0.040494 , 0.047213 , 0.05871 , 0.033495 , 0.049505 , 0.044769 , 0.065417 , 0.050478 , 0.057563 , 0.059631 , 0.054891 , 0.061503 , 0.043927 , 0.054561 , 0.05522 , 0.041859 , 0.057011 , 0.046271 , 0.055298 , 0.054556 , 0.057041 , 0.049676 , 0.057056 , 0.042338 , 0.052043 , 0.040446 , 0.071419 , 0.055632 , 0.053073 , 0.051657 , 0.046504 , 0.050375 , 0.048966 , 0.070034 , 0.053256 , 0.044837 , 0.076211 , 0.082119 , 0.065228 , 0.068957 , 0.064612 , 0.044688 , 0.059599 , 0.054662 , 0.06557 , 0.058471 , 0.053961 , 0.060988 , 0.063995 , 0.046142 , 0.050061 
 341 , 0.051699 , 0.055455 , 0.047838 , 0.057962 , 0.050679 , 0.063509 , 0.056993 , 0.068573 , 0.066103 , 0.057803 , 0.06306 , 0.061711 , 0.072396 , 0.072056 , 0.063485 , 0.049778 , 0.049943 , 0.066165 , 0.081252 , 0.063859 , 0.063533 , 0.061143 , 0.062038 , 0.060645 , 0.047993 , 0.048251 , 0.051983 , 0.059099 , 0.048947 , 0.040614 , 0.04727 , 0.058624 , 0.033683 , 0.0497 , 0.045481 , 0.065665 , 0.05075 , 0.057947 , 0.059894 , 0.055132 , 0.061716 , 0.044255 , 0.054747 , 0.055259 , 0.042089 , 0.057117 , 0.046508 , 0.055127 , 0.054654 , 0.057143 , 0.049483 , 0.056889 , 0.042502 , 0.052156 , 0.040478 , 0.071521 , 0.056091 , 0.052885 , 0.051791 , 0.046775 , 0.050088 , 0.049024 , 0.070505 , 0.053424 , 0.044803 , 0.07619 , 0.08255 , 0.064854 , 0.069137 , 0.064662 , 0.044349 , 0.059654 , 0.054989 , 0.065794 , 0.058448 , 0.053549 , 0.060673 , 0.0644 , 0.045787 , 0.050744 
 342 , 0.051779 , 0.055487 , 0.047853 , 0.057724 , 0.050742 , 0.063825 , 0.057254 , 0.068674 , 0.066242 , 0.058089 , 0.063344 , 0.062093 , 0.072468 , 0.072349 , 0.063712 , 0.049837 , 0.050339 , 0.06632 , 0.08142 , 0.06389 , 0.06381 , 0.061585 , 0.062399 , 0.061021 , 0.048136 , 0.048621 , 0.052275 , 0.058874 , 0.049252 , 0.040643 , 0.047508 , 0.058601 , 0.033853 , 0.049547 , 0.045574 , 0.065511 , 0.050874 , 0.058393 , 0.06006 , 0.055475 , 0.061794 , 0.044497 , 0.054736 , 0.055325 , 0.042265 , 0.057218 , 0.046616 , 0.05505 , 0.054805 , 0.057285 , 0.049475 , 0.057545 , 0.042533 , 0.052182 , 0.040548 , 0.07158 , 0.056189 , 0.052921 , 0.051723 , 0.046979 , 0.049841 , 0.04902 , 0.07073 , 0.053321 , 0.044767 , 0.076219 , 0.08252 , 0.064596 , 0.069235 , 0.064517 , 0.044014 , 0.059497 , 0.05498 , 0.065427 , 0.058223 , 0.053332 , 0.06064 , 0.06463 , 0.045469 , 0.050935 
 343 , 0.051985 , 0.055453 , 0.047868 , 0.057253 , 0.050966 , 0.064358 , 0.056876 , 0.06855 , 0.066446 , 0.058485 , 0.063788 , 0.062634 , 0.072678 , 0.072689 , 0.063831 , 0.049677 , 0.050815 , 0.065914 , 0.081285 , 0.064131 , 0.063947 , 0.061865 , 0.062399 , 0.061104 , 0.047535 , 0.048716 , 0.052171 , 0.058519 , 0.049232 , 0.040582 , 0.047955 , 0.058648 , 0.034011 , 0.04903 , 0.045032 , 0.06493 , 0.050853 , 0.058929 , 0.060132 , 0.055925 , 0.061716 , 0.044644 , 0.054513 , 0.055408 , 0.042385 , 0.05732 , 0.046591 , 0.055059 , 0.055019 , 0.057474 , 0.049654 , 0.059127 , 0.042422 , 0.052116 , 0.040658 , 0.071603 , 0.055886 , 0.053189 , 0.051445 , 0.047111 , 0.049636 , 0.048961 , 0.070688 , 0.052944 , 0.044724 , 0.076299 , 0.081988 , 0.064452 , 0.069235 , 0.064154 , 0.043678 , 0.059114 , 0.05462 , 0.064442 , 0.057776 , 0.053314 , 0.060882 , 0.064668 , 0.045181 , 0.050599 
 344 , 0.05216 , 0.055399 , 0.047868 , 0.056802 , 0.051138 , 0.064834 , 0.056505 , 0.06844 , 0.066604 , 0.058837 , 0.064184 , 0.063115 , 0.07288 , 0.072975 , 0.06391 , 0.049516 , 0.051248 , 0.06555 , 0.081131 , 0.064329 , 0.064078 , 0.062097 , 0.062381 , 0.061162 , 0.046983 , 0.048795 , 0.052073 , 0.058187 , 0.049209 , 0.040523 , 0.048394 , 0.058696 , 0.034148 , 0.048537 , 0.044532 , 0.064378 , 0.050829 , 0.059441 , 0.060203 , 0.056333 , 0.061616 , 0.044767 , 0.054307 , 0.055453 , 0.042485 , 0.057434 , 0.046555 , 0.055062 , 0.055233 , 0.057655 , 0.049807 , 0.060703 , 0.042305 , 0.052051 , 0.040759 , 0.07164 , 0.055595 , 0.053432 , 0.051193 , 0.047216 , 0.049456 , 0.048928 , 0.070668 , 0.05261 , 0.044668 , 0.076376 , 0.081471 , 0.064318 , 0.069217 , 0.063814 , 0.043389 , 0.058777 , 0.054295 , 0.063554 , 0.057357 , 0.053313 , 0.061083 , 0.064696 , 0.044922 , 0.050282 
 345 , 0.052274 , 0.055392 , 0.047844 , 0.056407 , 0.051236 , 0.065161 , 0.056185 , 0.068332 , 0.066711 , 0.059151 , 0.064498 , 0.063491 , 0.073 , 0.073183 , 0.063932 , 0.049336 , 0.051589 , 0.065212 , 0.080989 , 0.064468 , 0.064211 , 0.06228 , 0.062392 , 0.061146 , 0.046479 , 0.048833 , 0.051982 , 0.057911 , 0.049167 , 0.040418 , 0.048743 , 0.058753 , 0.034257 , 0.048136 , 0.044102 , 0.063925 , 0.050778 , 0.059855 , 0.060254 , 0.056637 , 0.061504 , 0.044846 , 0.054129 , 0.055425 , 0.042525 , 0.057528 , 0.046503 , 0.054998 , 0.055381 , 0.057747 , 0.049903 , 0.06197 , 0.042142 , 0.051955 , 0.040819 , 0.071657 , 0.055332 , 0.053608 , 0.050941 , 0.047251 , 0.049301 , 0.048859 , 0.070647 , 0.05232 , 0.044574 , 0.076355 , 0.080979 , 0.06417 , 0.06916 , 0.063502 , 0.043102 , 0.058479 , 0.053974 , 0.062772 , 0.056968 , 0.053297 , 0.061237 , 0.06466 , 0.04468 , 0.049976 
 346 , 0.051911 , 0.055991 , 0.047654 , 0.056363 , 0.050856 , 0.064303 , 0.056238 , 0.068163 , 0.066516 , 0.059362 , 0.064264 , 0.063134 , 0.072333 , 0.072916 , 0.063599 , 0.048882 , 0.051206 , 0.064824 , 0.081094 , 0.064264 , 0.064453 , 0.062256 , 0.062824 , 0.060436 , 0.046054 , 0.048474 , 0.05188 , 0.058014 , 0.048937 , 0.039804 , 0.04821 , 0.058914 , 0.034153 , 0.048445 , 0.044042 , 0.064202 , 0.05042 , 0.059456 , 0.06015 , 0.056126 , 0.061388 , 0.044604 , 0.054104 , 0.054807 , 0.042026 , 0.057333 , 0.046276 , 0.054254 , 0.054821 , 0.056914 , 0.049468 , 0.060063 , 0.041474 , 0.051483 , 0.0405 , 0.071352 , 0.055284 , 0.05321 , 0.050433 , 0.046688 , 0.049163 , 0.048227 , 0.070445 , 0.052119 , 0.044054 , 0.07528 , 0.0805 , 0.063774 , 0.068751 , 0.063208 , 0.042428 , 0.058269 , 0.053368 , 0.062347 , 0.056569 , 0.052986 , 0.061136 , 0.063937 , 0.044333 , 0.049592 
 347 , 0.051584 , 0.056571 , 0.047485 , 0.056333 , 0.05052 , 0.06353 , 0.056307 , 0.068001 , 0.066359 , 0.059562 , 0.064063 , 0.062823 , 0.071724 , 0.072673 , 0.063291 , 0.048481 , 0.050875 , 0.064474 , 0.081185 , 0.064083 , 0.064665 , 0.062242 , 0.063226 , 0.059808 , 0.045677 , 0.048161 , 0.051795 , 0.058119 , 0.048729 , 0.039248 , 0.047731 , 0.05906 , 0.034075 , 0.048751 , 0.043994 , 0.064477 , 0.050102 , 0.059083 , 0.060046 , 0.055665 , 0.061283 , 0.044389 , 0.054087 , 0.054259 , 0.041581 , 0.057154 , 0.046087 , 0.053582 , 0.054314 , 0.056162 , 0.049091 , 0.058356 , 0.040874 , 0.051057 , 0.040212 , 0.071075 , 0.055229 , 0.052855 , 0.04998 , 0.046187 , 0.049049 , 0.047653 , 0.070268 , 0.05195 , 0.043604 , 0.074311 , 0.080079 , 0.063419 , 0.068392 , 0.062958 , 0.041833 , 0.058078 , 0.052828 , 0.061968 , 0.056225 , 0.052714 , 0.061065 , 0.063294 , 0.044033 , 0.04925 
 348 , 0.051288 , 0.057133 , 0.047336 , 0.056314 , 0.050221 , 0.062829 , 0.056389 , 0.067847 , 0.066233 , 0.059753 , 0.063888 , 0.06255 , 0.071163 , 0.072452 , 0.063006 , 0.048126 , 0.050586 , 0.064154 , 0.081267 , 0.063922 , 0.064853 , 0.062237 , 0.0636 , 0.059247 , 0.045339 , 0.047885 , 0.051722 , 0.058226 , 0.04854 , 0.038741 , 0.047296 , 0.059195 , 0.034018 , 0.049052 , 0.043953 , 0.064749 , 0.049815 , 0.058734 , 0.059942 , 0.055246 , 0.061188 , 0.044196 , 0.054076 , 0.05377 , 0.04118 , 0.056987 , 0.04593 , 0.052972 , 0.053854 , 0.055481 , 0.048761 , 0.056819 , 0.040333 , 0.050669 , 0.039948 , 0.070823 , 0.055169 , 0.052535 , 0.049574 , 0.045739 , 0.048955 , 0.047127 , 0.070111 , 0.051806 , 0.043213 , 0.073434 , 0.079707 , 0.063098 , 0.068075 , 0.062744 , 0.041303 , 0.057902 , 0.052345 , 0.061626 , 0.055927 , 0.052474 , 0.061021 , 0.062719 , 0.043773 , 0.048944 
