DHT_00004_DHT_REF.spu,DHT_00003_DHT_REF.spu,DHT_00002_DHT_REF.spu,
Wavelength,DHT_00005_B1_NP.spu,DHT_00006_B1_NP.spu,DHT_00007_B1_NP.spu,DHT_00008_B1_NP.spu,DHT_00009_B1_NP.spu,DHT_00010_B1_P.spu,DHT_00011_B1_P.spu,DHT_00012_B1_P.spu,DHT_00013_B1_P.spu,DHT_00014_B1_P.spu,DHT_00015_B1_CT2.spu,DHT_00016_B1_CT2.spu,DHT_00017_B1_CT2.spu,DHT_00018_B1_CT2.spu,DHT_00019_B1_CT2.spu,DHT_00020_B1_CT1.spu,DHT_00021_B1_CT1.spu,DHT_00022_B1_CT1.spu,DHT_00023_B1_CT1.spu,DHT_00024_B1_CT1.spu,DHT_00025_B1_N.spu,DHT_00026_B1_N.spu,DHT_00027_B1_N.spu,DHT_00028_B1_N.spu,DHT_00029_B1_N.spu,DHT_00030_B2_EX3.spu,DHT_00031_B2_EX3.spu,DHT_00032_B2_EX3.spu,DHT_00033_B2_EX3.spu,DHT_00034_B2_EX3.spu,DHT_00035_B2_NP.spu,DHT_00036_B2_NP.spu,DHT_00037_B2_NP.spu,DHT_00038_B2_NP.spu,DHT_00039_B2_NP.spu,DHT_00040_B2_CT2.spu,DHT_00041_B2_CT2.spu,DHT_00042_B2_CT2.spu,DHT_00043_B2_CT2.spu,DHT_00044_B2_CT2.spu,DHT_00045_B2_CT1.spu,DHT_00046_B2_CT1.spu,DHT_00047_B2_CT1.spu,DHT_00048_B2_CT1.spu,DHT_00049_B2_CT1.spu,DHT_00050_B2_N.spu,DHT_00051_B2_N.spu,DHT_00052_B2_N.spu,DHT_00053_B2_N.spu,DHT_00054_B2_N.spu,DHT_00055_B2_P.spu,DHT_00056_B2_P.spu,DHT_00057_B2_P.spu,DHT_00058_B2_P.spu,DHT_00059_B2_P.spu,DHT_00060_B3_NP.spu,DHT_00061_B3_NP.spu,DHT_00062_B3_NP.spu,DHT_00063_B3_NP.spu,DHT_00064_B3_NP.spu,DHT_00065_B3_CT2.spu,DHT_00066_B3_CT2.spu,DHT_00067_B3_CT2.spu,DHT_00068_B3_CT2.spu,DHT_00069_B3_CT2.spu,DHT_00070_B3_CT1.spu,DHT_00071_B3_CT1.spu,DHT_00072_B3_CT1.spu,DHT_00073_B3_CT1.spu,DHT_00074_B3_CT1.spu,DHT_00075_B3_N.spu,DHT_00076_B3_N.spu,DHT_00077_B3_N.spu,DHT_00078_B3_N.spu,DHT_00079_B3_N.spu,DHT_00080_B3_P.spu,DHT_00081_B3_P.spu,DHT_00082_B3_P.spu,DHT_00083_B3_P.spu,DHT_00084_B3_P.spu
 327 , 0.025426 , 0.060415 , 0.020355 , 0.042661 , 0.048399 , 0.05262 , 0.057811 , 0.030235 , 0.037468 , 0.057748 , 0.042166 , 0.039877 , 0.036426 , 0.036771 , 0.031629 , 0.025636 , 0.019746 , 0.027629 , 0.028518 , 0.02834 , 0.043056 , 0.059906 , 0.068908 , 0.03276 , 0.040411 , 0.019081 , 0.030323 , 0.030042 , 0.020378 , 0.030152 , 0.050137 , 0.056556 , 0.037521 , 0.050937 , 0.032982 , 0.026894 , 0.02412 , 0.020642 , 0.029842 , 0.040971 , 0.027573 , 0.029068 , 0.01781 , 0.02298 , 0.028179 , 0.026339 , 0.024877 , 0.018096 , 0.048403 , 0.066318 , 0.032783 , 0.035375 , 0.029518 , 0.044625 , 0.041562 , 0.041087 , 0.021756 , 0.020147 , 0.040042 , 0.035396 , 0.049893 , 0.042461 , 0.047404 , 0.023242 , 0.051378 , 0.05766 , 0.044211 , 0.038286 , 0.028531 , 0.047646 , 0.012096 , 0.029832 , 0.041765 , 0.048729 , 0.028713 , 0.054688 , 0.06063 , 0.041881 , 0.056233 , 0.055681 
 328 , 0.025995 , 0.059488 , 0.019627 , 0.042102 , 0.046977 , 0.052829 , 0.058077 , 0.03105 , 0.036499 , 0.057144 , 0.042462 , 0.039821 , 0.036793 , 0.037139 , 0.031254 , 0.025996 , 0.018347 , 0.027573 , 0.027606 , 0.027848 , 0.043393 , 0.060212 , 0.06841 , 0.032271 , 0.040039 , 0.019289 , 0.029944 , 0.029673 , 0.019808 , 0.030925 , 0.05001 , 0.057977 , 0.037765 , 0.050849 , 0.032272 , 0.02857 , 0.024254 , 0.020778 , 0.027804 , 0.040583 , 0.026426 , 0.029128 , 0.017018 , 0.023175 , 0.028357 , 0.026575 , 0.024713 , 0.018005 , 0.050197 , 0.066411 , 0.033238 , 0.034247 , 0.029911 , 0.043544 , 0.040965 , 0.04111 , 0.020227 , 0.019288 , 0.039677 , 0.035174 , 0.049677 , 0.041958 , 0.047355 , 0.024652 , 0.050864 , 0.058237 , 0.044324 , 0.037711 , 0.029131 , 0.046948 , 0.011474 , 0.030206 , 0.041849 , 0.048649 , 0.029113 , 0.053505 , 0.060083 , 0.040616 , 0.056219 , 0.054801 
 329 , 0.025435 , 0.056134 , 0.01909 , 0.041068 , 0.045285 , 0.051921 , 0.055863 , 0.030913 , 0.036922 , 0.056434 , 0.040982 , 0.040385 , 0.036069 , 0.036148 , 0.031603 , 0.024882 , 0.019614 , 0.028157 , 0.028309 , 0.028218 , 0.043083 , 0.059015 , 0.068811 , 0.033287 , 0.040486 , 0.019767 , 0.030395 , 0.029182 , 0.020209 , 0.031322 , 0.048897 , 0.055925 , 0.0371 , 0.049924 , 0.032264 , 0.028083 , 0.023527 , 0.020606 , 0.029662 , 0.040851 , 0.025338 , 0.028598 , 0.017286 , 0.023865 , 0.028513 , 0.02665 , 0.023885 , 0.017303 , 0.049606 , 0.064631 , 0.03266 , 0.034881 , 0.028562 , 0.043136 , 0.041547 , 0.040219 , 0.020552 , 0.01991 , 0.03935 , 0.035912 , 0.048301 , 0.040045 , 0.044917 , 0.024293 , 0.049451 , 0.057081 , 0.044246 , 0.037836 , 0.027903 , 0.046216 , 0.01262 , 0.03067 , 0.042583 , 0.048793 , 0.028673 , 0.051444 , 0.058736 , 0.040517 , 0.054493 , 0.054024 
 330 , 0.024922 , 0.05317 , 0.01863 , 0.040162 , 0.043826 , 0.051099 , 0.053903 , 0.030757 , 0.037312 , 0.055815 , 0.039655 , 0.040876 , 0.035414 , 0.035255 , 0.031927 , 0.023871 , 0.020786 , 0.028673 , 0.028974 , 0.02857 , 0.042796 , 0.057937 , 0.069201 , 0.034221 , 0.040909 , 0.020175 , 0.030808 , 0.028759 , 0.020574 , 0.03165 , 0.047911 , 0.054059 , 0.036493 , 0.049101 , 0.032281 , 0.0276 , 0.022873 , 0.020447 , 0.031395 , 0.041096 , 0.024407 , 0.028124 , 0.01754 , 0.024479 , 0.028641 , 0.026711 , 0.023154 , 0.016681 , 0.049021 , 0.063055 , 0.032138 , 0.035465 , 0.027345 , 0.042808 , 0.042086 , 0.039417 , 0.020887 , 0.020474 , 0.039075 , 0.03658 , 0.047089 , 0.038371 , 0.042755 , 0.023928 , 0.048207 , 0.056028 , 0.044182 , 0.037959 , 0.026794 , 0.045588 , 0.013678 , 0.03108 , 0.043255 , 0.048933 , 0.028266 , 0.049648 , 0.05755 , 0.040464 , 0.052953 , 0.053361 
 331 , 0.024482 , 0.050617 , 0.018233 , 0.039374 , 0.042567 , 0.050396 , 0.052198 , 0.030605 , 0.037633 , 0.055274 , 0.038503 , 0.041279 , 0.034851 , 0.034492 , 0.032209 , 0.023005 , 0.0218 , 0.029111 , 0.02956 , 0.028883 , 0.042543 , 0.056985 , 0.069564 , 0.035044 , 0.04129 , 0.020518 , 0.031168 , 0.028403 , 0.020879 , 0.031936 , 0.047044 , 0.052441 , 0.035962 , 0.048388 , 0.032308 , 0.027181 , 0.022315 , 0.020313 , 0.032914 , 0.041314 , 0.023605 , 0.027719 , 0.017751 , 0.025021 , 0.028749 , 0.026774 , 0.022527 , 0.016143 , 0.048504 , 0.061692 , 0.031686 , 0.035966 , 0.026296 , 0.04255 , 0.042557 , 0.038727 , 0.021175 , 0.020937 , 0.038841 , 0.037162 , 0.046028 , 0.036928 , 0.040892 , 0.023618 , 0.047127 , 0.055118 , 0.044122 , 0.038074 , 0.025831 , 0.045058 , 0.014612 , 0.031436 , 0.043868 , 0.049072 , 0.027925 , 0.048101 , 0.056542 , 0.040423 , 0.051637 , 0.052794 
 332 , 0.024285 , 0.049723 , 0.018169 , 0.039436 , 0.042454 , 0.050738 , 0.051498 , 0.030331 , 0.03745 , 0.054623 , 0.038426 , 0.041106 , 0.034537 , 0.034252 , 0.031972 , 0.023099 , 0.021679 , 0.029148 , 0.029509 , 0.028399 , 0.042513 , 0.056439 , 0.069631 , 0.034831 , 0.041337 , 0.020389 , 0.031001 , 0.028334 , 0.020864 , 0.031685 , 0.046821 , 0.052333 , 0.035863 , 0.048175 , 0.032704 , 0.027222 , 0.022123 , 0.019918 , 0.033619 , 0.041956 , 0.023481 , 0.027357 , 0.017654 , 0.025175 , 0.028458 , 0.026793 , 0.022177 , 0.01608 , 0.048333 , 0.061593 , 0.031301 , 0.035843 , 0.026653 , 0.042716 , 0.041497 , 0.039115 , 0.021397 , 0.020857 , 0.038678 , 0.037384 , 0.045433 , 0.037295 , 0.040996 , 0.023192 , 0.0472 , 0.055155 , 0.044085 , 0.038209 , 0.02565 , 0.044791 , 0.014363 , 0.031453 , 0.043193 , 0.049229 , 0.027502 , 0.048092 , 0.056306 , 0.040807 , 0.051399 , 0.052222 
 333 , 0.024241 , 0.049853 , 0.018303 , 0.039991 , 0.043025 , 0.051703 , 0.051397 , 0.029995 , 0.036981 , 0.053934 , 0.038979 , 0.040601 , 0.034383 , 0.034332 , 0.03144 , 0.023764 , 0.020895 , 0.028952 , 0.029088 , 0.027476 , 0.042617 , 0.056146 , 0.069527 , 0.034023 , 0.04119 , 0.019988 , 0.030534 , 0.028437 , 0.020664 , 0.031129 , 0.046979 , 0.05311 , 0.036024 , 0.048267 , 0.033294 , 0.027529 , 0.022158 , 0.019389 , 0.033817 , 0.042824 , 0.023758 , 0.027038 , 0.017379 , 0.025098 , 0.027947 , 0.026785 , 0.022005 , 0.0163 , 0.048373 , 0.062236 , 0.030972 , 0.03536 , 0.02782 , 0.043122 , 0.039569 , 0.040137 , 0.021573 , 0.020461 , 0.038566 , 0.037388 , 0.045125 , 0.038708 , 0.042251 , 0.022718 , 0.047961 , 0.055751 , 0.044064 , 0.038358 , 0.025926 , 0.04469 , 0.01343 , 0.031268 , 0.041799 , 0.049396 , 0.027052 , 0.048992 , 0.05655 , 0.041434 , 0.051818 , 0.051676 
 334 , 0.024206 , 0.049974 , 0.018429 , 0.040483 , 0.043557 , 0.052603 , 0.051329 , 0.029711 , 0.036589 , 0.053338 , 0.039493 , 0.040173 , 0.034253 , 0.034397 , 0.03098 , 0.024355 , 0.020215 , 0.028795 , 0.028718 , 0.026666 , 0.042713 , 0.055898 , 0.069446 , 0.033317 , 0.041086 , 0.01965 , 0.030131 , 0.028518 , 0.020498 , 0.030663 , 0.047137 , 0.053815 , 0.036189 , 0.048368 , 0.033793 , 0.027803 , 0.022187 , 0.018929 , 0.034005 , 0.043591 , 0.024005 , 0.026759 , 0.017147 , 0.025035 , 0.027509 , 0.026776 , 0.02186 , 0.016494 , 0.048427 , 0.062808 , 0.030683 , 0.034969 , 0.028857 , 0.04346 , 0.037894 , 0.04108 , 0.021739 , 0.020132 , 0.038484 , 0.037406 , 0.044861 , 0.039963 , 0.043386 , 0.022306 , 0.048693 , 0.056298 , 0.044052 , 0.038505 , 0.026195 , 0.044577 , 0.012616 , 0.031091 , 0.040583 , 0.04955 , 0.026669 , 0.049802 , 0.056801 , 0.042015 , 0.052205 , 0.051205 
 335 , 0.02441 , 0.050344 , 0.018853 , 0.040864 , 0.043977 , 0.05352 , 0.051774 , 0.029737 , 0.036652 , 0.053288 , 0.040062 , 0.039992 , 0.034386 , 0.034659 , 0.030853 , 0.02508 , 0.020033 , 0.028834 , 0.02857 , 0.026447 , 0.043037 , 0.056086 , 0.069924 , 0.033137 , 0.04122 , 0.019722 , 0.030006 , 0.028738 , 0.020695 , 0.030652 , 0.047753 , 0.054796 , 0.03661 , 0.048668 , 0.034259 , 0.028146 , 0.022536 , 0.018976 , 0.03424 , 0.044306 , 0.024476 , 0.026899 , 0.017424 , 0.025035 , 0.027466 , 0.027065 , 0.022172 , 0.016927 , 0.048828 , 0.063551 , 0.030679 , 0.035021 , 0.029741 , 0.043946 , 0.037362 , 0.041793 , 0.022115 , 0.020204 , 0.038682 , 0.037544 , 0.045065 , 0.041059 , 0.044294 , 0.02244 , 0.049578 , 0.05707 , 0.044365 , 0.038693 , 0.026616 , 0.044682 , 0.012306 , 0.031194 , 0.040032 , 0.050054 , 0.026662 , 0.05079 , 0.057229 , 0.042648 , 0.052937 , 0.051139 
 336 , 0.025441 , 0.051618 , 0.020368 , 0.040993 , 0.04414 , 0.054697 , 0.053992 , 0.03078 , 0.038192 , 0.054994 , 0.040957 , 0.040576 , 0.035408 , 0.035639 , 0.031768 , 0.026444 , 0.021422 , 0.029514 , 0.029102 , 0.028071 , 0.044202 , 0.057749 , 0.072325 , 0.034617 , 0.042151 , 0.021145 , 0.030764 , 0.029478 , 0.022114 , 0.032115 , 0.050027 , 0.056915 , 0.037971 , 0.049708 , 0.034787 , 0.028812 , 0.024039 , 0.020675 , 0.034688 , 0.045068 , 0.025816 , 0.028436 , 0.019417 , 0.025243 , 0.028685 , 0.028413 , 0.024069 , 0.018257 , 0.050454 , 0.065079 , 0.031591 , 0.03651 , 0.030358 , 0.045084 , 0.040418 , 0.041936 , 0.023284 , 0.021596 , 0.039847 , 0.038099 , 0.046843 , 0.041941 , 0.044707 , 0.02438 , 0.051148 , 0.058754 , 0.045827 , 0.039066 , 0.027633 , 0.04555 , 0.013542 , 0.032252 , 0.041469 , 0.051839 , 0.027874 , 0.052622 , 0.058344 , 0.043596 , 0.054979 , 0.052354 
 337 , 0.026335 , 0.052723 , 0.021641 , 0.041099 , 0.044247 , 0.055658 , 0.055935 , 0.031633 , 0.03951 , 0.056428 , 0.041688 , 0.04103 , 0.036266 , 0.036487 , 0.032549 , 0.027596 , 0.022575 , 0.030059 , 0.029535 , 0.029447 , 0.04518 , 0.059146 , 0.074436 , 0.035866 , 0.042928 , 0.02234 , 0.031377 , 0.030133 , 0.023317 , 0.033335 , 0.05195 , 0.058752 , 0.039103 , 0.050557 , 0.035225 , 0.02938 , 0.025327 , 0.022106 , 0.035046 , 0.045702 , 0.026949 , 0.029794 , 0.021087 , 0.025412 , 0.029741 , 0.029568 , 0.025665 , 0.019407 , 0.051843 , 0.066335 , 0.032383 , 0.037752 , 0.030894 , 0.046057 , 0.042942 , 0.041996 , 0.024264 , 0.022779 , 0.040812 , 0.038556 , 0.048381 , 0.04269 , 0.045024 , 0.026026 , 0.052425 , 0.06024 , 0.047057 , 0.03937 , 0.028468 , 0.046289 , 0.01461 , 0.033156 , 0.042697 , 0.053366 , 0.02891 , 0.054187 , 0.059231 , 0.04439 , 0.056724 , 0.053409 
 338 , 0.027117 , 0.053693 , 0.022722 , 0.041186 , 0.044311 , 0.056448 , 0.057657 , 0.032334 , 0.040647 , 0.057643 , 0.042289 , 0.041383 , 0.036993 , 0.037231 , 0.033223 , 0.028579 , 0.023541 , 0.030499 , 0.029888 , 0.030623 , 0.046007 , 0.060329 , 0.076312 , 0.036932 , 0.04358 , 0.023353 , 0.031874 , 0.030719 , 0.024346 , 0.034362 , 0.053592 , 0.060363 , 0.040051 , 0.051257 , 0.035591 , 0.02987 , 0.02644 , 0.023321 , 0.035334 , 0.046235 , 0.027917 , 0.031009 , 0.022497 , 0.025548 , 0.030664 , 0.030567 , 0.027022 , 0.020411 , 0.053043 , 0.067376 , 0.033079 , 0.038795 , 0.031366 , 0.046895 , 0.045044 , 0.041993 , 0.025094 , 0.023791 , 0.041616 , 0.038937 , 0.049725 , 0.043331 , 0.045266 , 0.027437 , 0.053471 , 0.061564 , 0.048102 , 0.039618 , 0.02916 , 0.046927 , 0.015542 , 0.033938 , 0.043758 , 0.054684 , 0.029806 , 0.055537 , 0.059938 , 0.045059 , 0.05823 , 0.054335 
 339 , 0.027451 , 0.053807 , 0.023289 , 0.041042 , 0.044788 , 0.057216 , 0.057683 , 0.03292 , 0.041085 , 0.058145 , 0.042543 , 0.042231 , 0.037351 , 0.037616 , 0.034025 , 0.029066 , 0.024152 , 0.031628 , 0.030579 , 0.031054 , 0.046318 , 0.060936 , 0.076417 , 0.037051 , 0.044108 , 0.02364 , 0.03302 , 0.030961 , 0.025122 , 0.034805 , 0.053829 , 0.060505 , 0.040538 , 0.051643 , 0.036018 , 0.030981 , 0.027227 , 0.023874 , 0.036029 , 0.046351 , 0.028122 , 0.031398 , 0.023314 , 0.026398 , 0.031106 , 0.030885 , 0.027042 , 0.021236 , 0.053921 , 0.067801 , 0.033518 , 0.039011 , 0.031671 , 0.046873 , 0.045406 , 0.042366 , 0.025869 , 0.024328 , 0.042405 , 0.039345 , 0.049472 , 0.04351 , 0.045719 , 0.027888 , 0.053562 , 0.061941 , 0.048303 , 0.040052 , 0.029902 , 0.047695 , 0.016428 , 0.034254 , 0.044513 , 0.054531 , 0.030261 , 0.05584 , 0.060911 , 0.045478 , 0.058512 , 0.05465 
 340 , 0.027666 , 0.053741 , 0.023708 , 0.040869 , 0.045275 , 0.057889 , 0.057398 , 0.033435 , 0.041358 , 0.058461 , 0.042705 , 0.043079 , 0.037609 , 0.037882 , 0.034748 , 0.029411 , 0.024631 , 0.032738 , 0.031254 , 0.031312 , 0.046496 , 0.061366 , 0.076187 , 0.036987 , 0.044533 , 0.023768 , 0.034156 , 0.031107 , 0.025754 , 0.035086 , 0.053791 , 0.060369 , 0.040887 , 0.051917 , 0.036398 , 0.032061 , 0.027873 , 0.024254 , 0.036715 , 0.046382 , 0.028171 , 0.031592 , 0.023933 , 0.027276 , 0.031402 , 0.031051 , 0.026833 , 0.021923 , 0.05464 , 0.068063 , 0.033846 , 0.039053 , 0.031907 , 0.046687 , 0.045428 , 0.042752 , 0.026552 , 0.024718 , 0.043109 , 0.039698 , 0.048965 , 0.043581 , 0.046155 , 0.028126 , 0.053475 , 0.062118 , 0.048327 , 0.040456 , 0.030576 , 0.048407 , 0.017197 , 0.034449 , 0.04512 , 0.054139 , 0.030583 , 0.055912 , 0.061804 , 0.045799 , 0.058538 , 0.054809 
 341 , 0.02784 , 0.053645 , 0.024074 , 0.040707 , 0.045699 , 0.058474 , 0.0571 , 0.033907 , 0.041593 , 0.058721 , 0.042844 , 0.043841 , 0.037839 , 0.038089 , 0.035363 , 0.029704 , 0.025044 , 0.033699 , 0.031851 , 0.031536 , 0.046631 , 0.061728 , 0.07593 , 0.036911 , 0.044875 , 0.02387 , 0.035161 , 0.03121 , 0.026288 , 0.035309 , 0.053738 , 0.060218 , 0.041181 , 0.052136 , 0.036715 , 0.032987 , 0.028439 , 0.024587 , 0.037316 , 0.046408 , 0.028207 , 0.031729 , 0.024464 , 0.028043 , 0.031635 , 0.031189 , 0.026644 , 0.022501 , 0.055257 , 0.068279 , 0.034099 , 0.039074 , 0.0321 , 0.046487 , 0.045438 , 0.043092 , 0.027151 , 0.025049 , 0.043734 , 0.039988 , 0.04849 , 0.043629 , 0.046542 , 0.028326 , 0.053393 , 0.06227 , 0.048329 , 0.040794 , 0.031175 , 0.049039 , 0.017853 , 0.034605 , 0.045631 , 0.053775 , 0.030852 , 0.055943 , 0.062571 , 0.04607 , 0.058528 , 0.054914 
 342 , 0.028034 , 0.053843 , 0.024297 , 0.041137 , 0.046162 , 0.058872 , 0.057437 , 0.034498 , 0.042077 , 0.059446 , 0.043422 , 0.04417 , 0.038249 , 0.038488 , 0.035853 , 0.029951 , 0.025333 , 0.034308 , 0.032156 , 0.031863 , 0.047094 , 0.062219 , 0.075763 , 0.037383 , 0.045321 , 0.024215 , 0.035847 , 0.031424 , 0.026582 , 0.035599 , 0.053999 , 0.060642 , 0.041449 , 0.052778 , 0.037222 , 0.03362 , 0.0287 , 0.025059 , 0.038008 , 0.046594 , 0.028338 , 0.031717 , 0.024623 , 0.028631 , 0.031805 , 0.031487 , 0.026683 , 0.022963 , 0.055559 , 0.068551 , 0.034625 , 0.039317 , 0.03254 , 0.046665 , 0.045858 , 0.043474 , 0.027569 , 0.025213 , 0.04395 , 0.040414 , 0.048677 , 0.043899 , 0.046865 , 0.028695 , 0.053725 , 0.06222 , 0.04836 , 0.041112 , 0.031645 , 0.049362 , 0.018367 , 0.034975 , 0.046078 , 0.053907 , 0.031264 , 0.056296 , 0.063032 , 0.04627 , 0.058972 , 0.055298 
 343 , 0.028261 , 0.054348 , 0.02438 , 0.042168 , 0.046666 , 0.05909 , 0.05846 , 0.035206 , 0.042819 , 0.060675 , 0.044451 , 0.044054 , 0.038842 , 0.039109 , 0.03624 , 0.030167 , 0.02551 , 0.034575 , 0.032168 , 0.032299 , 0.047913 , 0.062861 , 0.075697 , 0.038435 , 0.045895 , 0.024814 , 0.036217 , 0.031769 , 0.026646 , 0.03597 , 0.054585 , 0.061687 , 0.041693 , 0.053884 , 0.03794 , 0.033971 , 0.028655 , 0.025682 , 0.0388 , 0.046948 , 0.028569 , 0.031565 , 0.024418 , 0.029048 , 0.031931 , 0.031962 , 0.026951 , 0.023331 , 0.055552 , 0.068889 , 0.035461 , 0.039797 , 0.033244 , 0.047237 , 0.046714 , 0.04391 , 0.027806 , 0.025214 , 0.043748 , 0.040994 , 0.04956 , 0.044401 , 0.047122 , 0.029244 , 0.054485 , 0.061962 , 0.048422 , 0.041418 , 0.03199 , 0.049375 , 0.018756 , 0.035576 , 0.046476 , 0.05454 , 0.031831 , 0.057003 , 0.063203 , 0.046408 , 0.059906 , 0.055978 
 344 , 0.02848 , 0.054776 , 0.02445 , 0.043073 , 0.047095 , 0.059284 , 0.059422 , 0.035824 , 0.043467 , 0.061793 , 0.045353 , 0.043933 , 0.039358 , 0.039687 , 0.036599 , 0.030371 , 0.025677 , 0.03482 , 0.032173 , 0.032678 , 0.048662 , 0.063446 , 0.07563 , 0.039389 , 0.046415 , 0.025339 , 0.036546 , 0.032089 , 0.0267 , 0.036301 , 0.055097 , 0.062673 , 0.041895 , 0.054907 , 0.038588 , 0.034269 , 0.028604 , 0.026234 , 0.039495 , 0.047264 , 0.028769 , 0.031436 , 0.024244 , 0.029419 , 0.032048 , 0.032397 , 0.027178 , 0.023663 , 0.055539 , 0.06918 , 0.036232 , 0.040232 , 0.033869 , 0.047748 , 0.047496 , 0.044309 , 0.028014 , 0.025214 , 0.043544 , 0.041518 , 0.050377 , 0.044845 , 0.04733 , 0.02973 , 0.055172 , 0.061707 , 0.048464 , 0.041686 , 0.032297 , 0.049379 , 0.019107 , 0.036119 , 0.046831 , 0.05508 , 0.032328 , 0.057655 , 0.063369 , 0.046532 , 0.060762 , 0.056571 
 345 , 0.028659 , 0.05515 , 0.024508 , 0.04381 , 0.047405 , 0.059435 , 0.060249 , 0.036302 , 0.044006 , 0.062682 , 0.046059 , 0.043826 , 0.039744 , 0.040148 , 0.036924 , 0.030522 , 0.025794 , 0.03499 , 0.032182 , 0.032954 , 0.049264 , 0.063922 , 0.075571 , 0.040159 , 0.046831 , 0.02572 , 0.036813 , 0.032348 , 0.02673 , 0.03657 , 0.055517 , 0.063488 , 0.042036 , 0.05572 , 0.039127 , 0.034461 , 0.028535 , 0.026668 , 0.040013 , 0.047516 , 0.02892 , 0.031315 , 0.024083 , 0.029691 , 0.032162 , 0.032742 , 0.027379 , 0.023917 , 0.055511 , 0.069414 , 0.036868 , 0.040599 , 0.034361 , 0.048167 , 0.04814 , 0.044632 , 0.028177 , 0.025205 , 0.043374 , 0.041947 , 0.051045 , 0.045184 , 0.0475 , 0.0301 , 0.055685 , 0.061497 , 0.048496 , 0.041893 , 0.032504 , 0.049382 , 0.019375 , 0.03657 , 0.047135 , 0.055499 , 0.032708 , 0.058174 , 0.063515 , 0.046629 , 0.061432 , 0.057016 
 346 , 0.028512 , 0.055441 , 0.024529 , 0.043675 , 0.046878 , 0.059315 , 0.060107 , 0.035918 , 0.04405 , 0.061899 , 0.045526 , 0.043885 , 0.039272 , 0.039708 , 0.037128 , 0.030196 , 0.025441 , 0.0345 , 0.032282 , 0.032491 , 0.048824 , 0.063704 , 0.07558 , 0.039672 , 0.046561 , 0.025019 , 0.036708 , 0.032144 , 0.026554 , 0.036472 , 0.05547 , 0.062954 , 0.041779 , 0.054961 , 0.039 , 0.033781 , 0.028293 , 0.026356 , 0.039267 , 0.047366 , 0.028776 , 0.031058 , 0.023828 , 0.029228 , 0.032308 , 0.032436 , 0.027594 , 0.023578 , 0.055368 , 0.069342 , 0.036555 , 0.040601 , 0.033972 , 0.047973 , 0.047859 , 0.044402 , 0.028052 , 0.02513 , 0.043508 , 0.041796 , 0.050634 , 0.044792 , 0.047556 , 0.029664 , 0.054945 , 0.061724 , 0.048512 , 0.041704 , 0.031889 , 0.049462 , 0.019029 , 0.036472 , 0.04719 , 0.055239 , 0.032306 , 0.05769 , 0.063532 , 0.046551 , 0.060702 , 0.05646 
 347 , 0.028371 , 0.05573 , 0.024552 , 0.043556 , 0.046424 , 0.059197 , 0.059978 , 0.035579 , 0.044099 , 0.061203 , 0.045065 , 0.043941 , 0.038853 , 0.03931 , 0.037311 , 0.029908 , 0.025125 , 0.034066 , 0.032369 , 0.032081 , 0.048424 , 0.063501 , 0.075596 , 0.039236 , 0.046311 , 0.024403 , 0.036614 , 0.031959 , 0.026402 , 0.036385 , 0.055436 , 0.062469 , 0.041553 , 0.054273 , 0.038896 , 0.033188 , 0.028081 , 0.026076 , 0.038611 , 0.047228 , 0.028648 , 0.030835 , 0.023602 , 0.028817 , 0.03244 , 0.032152 , 0.027787 , 0.023276 , 0.055235 , 0.069286 , 0.036276 , 0.040594 , 0.033631 , 0.047821 , 0.047605 , 0.044201 , 0.027949 , 0.025061 , 0.04364 , 0.041652 , 0.050258 , 0.044445 , 0.047621 , 0.029274 , 0.054268 , 0.061921 , 0.048546 , 0.041544 , 0.031345 , 0.049523 , 0.018722 , 0.036385 , 0.047243 , 0.055011 , 0.031954 , 0.057249 , 0.063543 , 0.046476 , 0.060041 , 0.055971 
 348 , 0.028234 , 0.056016 , 0.024578 , 0.043449 , 0.046031 , 0.059083 , 0.059858 , 0.035277 , 0.044151 , 0.06058 , 0.044665 , 0.043995 , 0.038477 , 0.038949 , 0.037474 , 0.02965 , 0.024841 , 0.033678 , 0.032443 , 0.031714 , 0.04806 , 0.063312 , 0.075618 , 0.038844 , 0.046079 , 0.023859 , 0.03653 , 0.031792 , 0.02627 , 0.036307 , 0.055412 , 0.062026 , 0.041353 , 0.053645 , 0.038813 , 0.032666 , 0.027894 , 0.025823 , 0.038028 , 0.0471 , 0.028535 , 0.030642 , 0.023403 , 0.028452 , 0.032559 , 0.031889 , 0.027961 , 0.023005 , 0.055109 , 0.069244 , 0.036025 , 0.040583 , 0.033328 , 0.047702 , 0.047375 , 0.044024 , 0.027865 , 0.024997 , 0.043766 , 0.041512 , 0.049912 , 0.044134 , 0.047692 , 0.028924 , 0.053644 , 0.062094 , 0.048593 , 0.041408 , 0.030859 , 0.049568 , 0.018448 , 0.036307 , 0.047296 , 0.05481 , 0.031641 , 0.056846 , 0.06355 , 0.046402 , 0.05944 , 0.055538 
