MAT_00009_MAT_REF.spu,MAT_00008_MAT_REF.spu,MAT_00007_MAT_REF.spu,MAT_00006_MAT_REF.spu,MAT_00005_MAT_REF.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00035_B4_N.spu,MAT_00036_B4_N.spu,MAT_00037_B4_N.spu,MAT_00038_B4_N.spu,MAT_00039_B4_N.spu,MAT_00040_B4_P.spu,MAT_00041_B4_P.spu,MAT_00042_B4_P.spu,MAT_00043_B4_P.spu,MAT_00044_B4_P.spu,MAT_00045_B4_CT2.spu,MAT_00046_B4_CT2.spu,MAT_00047_B4_CT2.spu,MAT_00048_B4_CT2.spu,MAT_00049_B4_CT2.spu,MAT_00055_B4_CT1.spu,MAT_00056_B4_CT1.spu,MAT_00057_B4_CT1.spu,MAT_00058_B4_CT1.spu,MAT_00059_B4_CT1.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00100_B1_NP.spu,MAT_00101_B1_NP.spu,MAT_00102_B1_NP.spu,MAT_00103_B1_NP.spu,MAT_00104_B1_NP.spu,MAT_00105_B1_N.spu,MAT_00106_B1_N.spu,MAT_00107_B1_N.spu,MAT_00108_B1_N.spu,MAT_00109_B1_N.spu,MAT_00110_B1_P.spu,MAT_00111_B1_P.spu,MAT_00112_B1_P.spu,MAT_00113_B1_P.spu,MAT_00114_B1_P.spu
 326 , 0.021903 , 0.024776 , 0.018121 , 0.026261 , 0.022574 , 0.018249 , 0.028159 , 0.028542 , 0.019251 , 0.027131 , 0.03676 , 0.025934 , 0.026941 , 0.019656 , 0.034736 , 0.018357 , 0.027784 , 0.016279 , 0.010367 , 0.015186 , 0.031014 , 0.020484 , 0.030477 , 0.02811 , 0.016499 , 0.01031 , 0.009927 , 0.023915 , 0.012736 , 0.005865 , 0.017333 , 0.020335 , 0.014702 , 0.013165 , 0.023404 , 0.024613 , 0.010395 , 0.006333 , 0.016736 , 0.020822 , 0.01216 , 0.007588 , 0.005387 , 0.005207 , 0.013701 , 0.003145 , 0.006881 , 0.007026 , 0.034556 , 0.013945 , 0.004545 , 0.013399 , 0.003192 , 0.012297 , 0.011332 , 0.01245 , 0.012949 , 0.015231 , 0.010041 , 0.021011 , 0.013843 , 0.007569 , 0.008338 , 0.014796 , 0.016681 , 0 , 0.009535 , 0.015581 , 0.012928 , 0.006702 , 0.017074 , 0.011358 , 0.00729 , 0.00454 , 0.010611 , 0.024059 , 0.024988 , 0.011233 , 0.009537 , 0.004819 , 0.003122 , 0.003058 , 0.001922 , 0.005597 , 0.003731 , 0.023818 , 0.009485 , 0.01089 , 0.008473 , 0.003717 , 0.014678 , 0.008851 , 0.009963 , 0.012639 , 0.005108 
 327 , 0.022123 , 0.027503 , 0.020265 , 0.028894 , 0.024206 , 0.018226 , 0.03092 , 0.027153 , 0.024051 , 0.029357 , 0.038044 , 0.028255 , 0.028592 , 0.021516 , 0.03625 , 0.019177 , 0.029975 , 0.019132 , 0.011218 , 0.015547 , 0.032526 , 0.022435 , 0.032766 , 0.029126 , 0.019444 , 0.012883 , 0.013575 , 0.025841 , 0.016084 , 0.00932 , 0.01973 , 0.022461 , 0.017695 , 0.015496 , 0.025765 , 0.026779 , 0.013314 , 0.007798 , 0.020063 , 0.023182 , 0.015097 , 0.010981 , 0.007507 , 0.008273 , 0.017301 , 0.004971 , 0.009747 , 0.009043 , 0.037349 , 0.017636 , 0.007122 , 0.017048 , 0.00503 , 0.015179 , 0.012529 , 0.014427 , 0.016218 , 0.019043 , 0.012656 , 0.024316 , 0.016698 , 0.009913 , 0.011015 , 0.016979 , 0.018876 , 0 , 0.011764 , 0.017918 , 0.016281 , 0.009577 , 0.019492 , 0.014667 , 0.010465 , 0.007254 , 0.014629 , 0.026111 , 0.027667 , 0.014588 , 0.012937 , 0.006564 , 0.004976 , 0.004836 , 0.003055 , 0.008897 , 0.005914 , 0.025021 , 0.012902 , 0.01375 , 0.01242 , 0.005876 , 0.017765 , 0.011893 , 0.012489 , 0.015874 , 0.008119 
 328 , 0.022334 , 0.029785 , 0.022075 , 0.0311 , 0.025562 , 0.018209 , 0.033306 , 0.02601 , 0.028114 , 0.031244 , 0.039132 , 0.0302 , 0.029944 , 0.023121 , 0.037504 , 0.019847 , 0.031814 , 0.021516 , 0.011956 , 0.015863 , 0.03378 , 0.024032 , 0.034728 , 0.030003 , 0.021921 , 0.015009 , 0.016677 , 0.02749 , 0.018961 , 0.012214 , 0.021729 , 0.024253 , 0.020148 , 0.017456 , 0.027734 , 0.028591 , 0.015786 , 0.008994 , 0.02286 , 0.025137 , 0.017603 , 0.013865 , 0.00931 , 0.010842 , 0.020323 , 0.00648 , 0.012115 , 0.010773 , 0.039661 , 0.020707 , 0.009209 , 0.020133 , 0.006539 , 0.017602 , 0.013539 , 0.016107 , 0.018961 , 0.022296 , 0.014866 , 0.027048 , 0.019155 , 0.011909 , 0.013245 , 0.01882 , 0.020544 , 0 , 0.013635 , 0.019799 , 0.019141 , 0.012004 , 0.021529 , 0.017424 , 0.013109 , 0.009559 , 0.017957 , 0.027815 , 0.029953 , 0.017424 , 0.015769 , 0.008037 , 0.006539 , 0.006308 , 0.004004 , 0.011665 , 0.007732 , 0.026035 , 0.01577 , 0.016078 , 0.015754 , 0.007664 , 0.020336 , 0.014446 , 0.014595 , 0.018613 , 0.01064 
 329 , 0.020454 , 0.027789 , 0.019987 , 0.027842 , 0.023304 , 0.019079 , 0.029331 , 0.025357 , 0.025246 , 0.028734 , 0.036813 , 0.027923 , 0.027875 , 0.021911 , 0.035303 , 0.02016 , 0.031544 , 0.01927 , 0.010283 , 0.015968 , 0.03293 , 0.022459 , 0.032613 , 0.029525 , 0.021686 , 0.014929 , 0.015681 , 0.026408 , 0.017847 , 0.010263 , 0.020715 , 0.022602 , 0.019231 , 0.017241 , 0.027558 , 0.026848 , 0.015355 , 0.009026 , 0.021477 , 0.024836 , 0.016323 , 0.014326 , 0.009048 , 0.010798 , 0.018797 , 0.005707 , 0.011537 , 0.010611 , 0.037981 , 0.019458 , 0.008919 , 0.01969 , 0.007167 , 0.01619 , 0.014215 , 0.015818 , 0.018561 , 0.021006 , 0.014556 , 0.025934 , 0.018681 , 0.012346 , 0.013295 , 0.018492 , 0.020193 , 0.001743 , 0.013266 , 0.020402 , 0.018473 , 0.012072 , 0.021349 , 0.016795 , 0.012515 , 0.010555 , 0.017115 , 0.026834 , 0.029721 , 0.016045 , 0.016627 , 0.008114 , 0.007148 , 0.005897 , 0.0044 , 0.0105 , 0.007507 , 0.025217 , 0.015661 , 0.016345 , 0.015661 , 0.00855 , 0.020794 , 0.013668 , 0.014488 , 0.017877 , 0.010897 
 330 , 0.018797 , 0.025953 , 0.018091 , 0.024875 , 0.021256 , 0.019837 , 0.025752 , 0.024819 , 0.022596 , 0.026463 , 0.034724 , 0.025843 , 0.025999 , 0.020797 , 0.033321 , 0.020426 , 0.031254 , 0.017197 , 0.008794 , 0.016045 , 0.032133 , 0.021016 , 0.030689 , 0.029081 , 0.021397 , 0.014786 , 0.014707 , 0.025401 , 0.016777 , 0.00845 , 0.019754 , 0.021093 , 0.018338 , 0.016989 , 0.027323 , 0.025256 , 0.014896 , 0.009012 , 0.020165 , 0.024498 , 0.015114 , 0.014639 , 0.00876 , 0.010675 , 0.017353 , 0.004971 , 0.010948 , 0.010412 , 0.036415 , 0.018257 , 0.008591 , 0.0192 , 0.007673 , 0.014875 , 0.01477 , 0.015504 , 0.018115 , 0.019764 , 0.014201 , 0.024858 , 0.018181 , 0.012654 , 0.013261 , 0.018145 , 0.0198 , 0.003261 , 0.012877 , 0.020871 , 0.017794 , 0.012045 , 0.021127 , 0.016147 , 0.011905 , 0.011331 , 0.016259 , 0.02591 , 0.029443 , 0.014743 , 0.017283 , 0.008128 , 0.007633 , 0.005486 , 0.004716 , 0.009382 , 0.007247 , 0.024463 , 0.015474 , 0.016503 , 0.015474 , 0.009284 , 0.021098 , 0.0129 , 0.014321 , 0.017139 , 0.011034 
 331 , 0.017377 , 0.024375 , 0.016467 , 0.022317 , 0.019495 , 0.02047 , 0.022686 , 0.024361 , 0.020329 , 0.024515 , 0.032929 , 0.024054 , 0.024389 , 0.019836 , 0.031613 , 0.020666 , 0.03101 , 0.015412 , 0.007529 , 0.016102 , 0.031447 , 0.019777 , 0.029034 , 0.028704 , 0.021142 , 0.014652 , 0.013872 , 0.024531 , 0.015856 , 0.006899 , 0.018923 , 0.019796 , 0.017566 , 0.016771 , 0.027098 , 0.023886 , 0.014501 , 0.008998 , 0.019038 , 0.024198 , 0.014074 , 0.014899 , 0.008512 , 0.010564 , 0.016114 , 0.004339 , 0.01044 , 0.01023 , 0.035065 , 0.017225 , 0.008308 , 0.018772 , 0.008108 , 0.013748 , 0.015233 , 0.01522 , 0.017724 , 0.018697 , 0.013877 , 0.023926 , 0.017743 , 0.012898 , 0.013225 , 0.017846 , 0.019442 , 0.004543 , 0.012535 , 0.021273 , 0.017209 , 0.012006 , 0.020934 , 0.015587 , 0.011379 , 0.011962 , 0.015525 , 0.025118 , 0.029196 , 0.013629 , 0.017831 , 0.00813 , 0.008045 , 0.005131 , 0.004981 , 0.008423 , 0.007021 , 0.023823 , 0.015308 , 0.016638 , 0.015308 , 0.009922 , 0.021335 , 0.012238 , 0.014165 , 0.016501 , 0.011139 
 332 , 0.017614 , 0.02351 , 0.015939 , 0.022396 , 0.019842 , 0.02002 , 0.023675 , 0.024565 , 0.019299 , 0.025086 , 0.032429 , 0.023841 , 0.024684 , 0.019451 , 0.031445 , 0.020743 , 0.031382 , 0.015376 , 0.008066 , 0.016676 , 0.032065 , 0.020088 , 0.029519 , 0.029254 , 0.021246 , 0.014778 , 0.014125 , 0.024718 , 0.015859 , 0.007771 , 0.019339 , 0.020286 , 0.018009 , 0.017653 , 0.027924 , 0.024249 , 0.014694 , 0.009749 , 0.019849 , 0.024778 , 0.014719 , 0.015773 , 0.009211 , 0.010925 , 0.016288 , 0.005082 , 0.01093 , 0.011424 , 0.035367 , 0.017607 , 0.009171 , 0.019278 , 0.00911 , 0.014677 , 0.01592 , 0.015813 , 0.01846 , 0.019481 , 0.014339 , 0.024756 , 0.018614 , 0.013248 , 0.013932 , 0.018221 , 0.019921 , 0.005292 , 0.013863 , 0.022003 , 0.018285 , 0.012989 , 0.022051 , 0.016202 , 0.01301 , 0.012675 , 0.016232 , 0.0262 , 0.030032 , 0.014432 , 0.01877 , 0.009654 , 0.009296 , 0.005721 , 0.006001 , 0.009305 , 0.007944 , 0.024769 , 0.015872 , 0.017624 , 0.016706 , 0.010953 , 0.021835 , 0.013174 , 0.015084 , 0.017483 , 0.011843 
 333 , 0.018807 , 0.023092 , 0.016065 , 0.024013 , 0.021415 , 0.018957 , 0.026938 , 0.025145 , 0.019024 , 0.027105 , 0.032706 , 0.024554 , 0.026067 , 0.01941 , 0.032185 , 0.020714 , 0.032089 , 0.016347 , 0.009625 , 0.017514 , 0.033385 , 0.021274 , 0.031206 , 0.030296 , 0.021547 , 0.015046 , 0.014986 , 0.025515 , 0.016395 , 0.010026 , 0.02046 , 0.021782 , 0.019129 , 0.01913 , 0.029292 , 0.025605 , 0.015216 , 0.010913 , 0.021754 , 0.025829 , 0.016287 , 0.016931 , 0.010414 , 0.011546 , 0.017265 , 0.006588 , 0.01196 , 0.013385 , 0.03661 , 0.018782 , 0.01066 , 0.020293 , 0.010407 , 0.01672 , 0.016709 , 0.016893 , 0.019805 , 0.021301 , 0.015244 , 0.026575 , 0.020288 , 0.013649 , 0.01503 , 0.018956 , 0.020853 , 0.005696 , 0.016082 , 0.02289 , 0.020263 , 0.014541 , 0.023845 , 0.017468 , 0.015818 , 0.013406 , 0.017743 , 0.028313 , 0.031424 , 0.016293 , 0.019898 , 0.012033 , 0.010952 , 0.006817 , 0.007406 , 0.011187 , 0.009503 , 0.026568 , 0.016831 , 0.019052 , 0.018936 , 0.012134 , 0.022464 , 0.015021 , 0.016567 , 0.019338 , 0.01286 
 334 , 0.019866 , 0.022727 , 0.016173 , 0.025422 , 0.02281 , 0.018036 , 0.029736 , 0.025642 , 0.018767 , 0.028897 , 0.03294 , 0.025176 , 0.027275 , 0.019377 , 0.032883 , 0.020669 , 0.032695 , 0.017166 , 0.01099 , 0.018229 , 0.03449 , 0.022297 , 0.032659 , 0.031165 , 0.021795 , 0.015274 , 0.015727 , 0.026218 , 0.01687 , 0.012011 , 0.021446 , 0.023086 , 0.020106 , 0.020416 , 0.030442 , 0.026812 , 0.015666 , 0.011934 , 0.023427 , 0.026724 , 0.017616 , 0.017887 , 0.011444 , 0.012091 , 0.018106 , 0.007897 , 0.012842 , 0.015129 , 0.037696 , 0.019792 , 0.011955 , 0.021167 , 0.011552 , 0.018457 , 0.017396 , 0.017853 , 0.020965 , 0.022886 , 0.016057 , 0.028173 , 0.021883 , 0.014003 , 0.015978 , 0.019571 , 0.021656 , 0.006034 , 0.018 , 0.023663 , 0.021969 , 0.015924 , 0.025364 , 0.01857 , 0.018261 , 0.014043 , 0.019061 , 0.030134 , 0.032579 , 0.0179 , 0.020892 , 0.014156 , 0.012364 , 0.007752 , 0.00862 , 0.012791 , 0.010879 , 0.028091 , 0.017657 , 0.020281 , 0.020862 , 0.013122 , 0.023012 , 0.016678 , 0.017837 , 0.020926 , 0.013745 
 335 , 0.020525 , 0.022589 , 0.01622 , 0.026222 , 0.023644 , 0.017175 , 0.031045 , 0.025766 , 0.018806 , 0.02978 , 0.032878 , 0.025323 , 0.027782 , 0.019225 , 0.033107 , 0.020397 , 0.03289 , 0.017575 , 0.011866 , 0.018594 , 0.035045 , 0.022888 , 0.03359 , 0.031616 , 0.02183 , 0.015315 , 0.016241 , 0.026696 , 0.017141 , 0.013337 , 0.021965 , 0.023941 , 0.020724 , 0.021181 , 0.031003 , 0.027479 , 0.015908 , 0.012741 , 0.024268 , 0.027132 , 0.018455 , 0.018309 , 0.012167 , 0.012542 , 0.01871 , 0.008677 , 0.013533 , 0.016215 , 0.03846 , 0.020322 , 0.012738 , 0.021738 , 0.012295 , 0.019465 , 0.017839 , 0.018455 , 0.021566 , 0.023839 , 0.016707 , 0.029142 , 0.022678 , 0.014212 , 0.016589 , 0.020016 , 0.021985 , 0.006307 , 0.019214 , 0.023942 , 0.02303 , 0.016684 , 0.026127 , 0.019192 , 0.019775 , 0.014537 , 0.019611 , 0.031298 , 0.03322 , 0.019082 , 0.02133 , 0.015468 , 0.013266 , 0.008512 , 0.009425 , 0.013967 , 0.011703 , 0.028906 , 0.018196 , 0.020944 , 0.021999 , 0.013755 , 0.023283 , 0.01786 , 0.01864 , 0.021926 , 0.014273 
 336 , 0.020052 , 0.023134 , 0.016096 , 0.025318 , 0.022879 , 0.016254 , 0.028073 , 0.024734 , 0.019824 , 0.027973 , 0.031863 , 0.023999 , 0.026172 , 0.018645 , 0.031805 , 0.019335 , 0.03183 , 0.016862 , 0.011412 , 0.017961 , 0.034094 , 0.022288 , 0.033162 , 0.030945 , 0.021221 , 0.014783 , 0.016193 , 0.026593 , 0.016812 , 0.01291 , 0.02113 , 0.023624 , 0.020387 , 0.020509 , 0.029928 , 0.026553 , 0.015578 , 0.013088 , 0.022699 , 0.026146 , 0.018064 , 0.017227 , 0.012163 , 0.012827 , 0.018765 , 0.007967 , 0.013854 , 0.015431 , 0.038422 , 0.019522 , 0.012131 , 0.021545 , 0.01195 , 0.018516 , 0.017657 , 0.018064 , 0.020589 , 0.023091 , 0.016974 , 0.028373 , 0.020976 , 0.014007 , 0.016339 , 0.020119 , 0.020923 , 0.006476 , 0.018589 , 0.022727 , 0.022392 , 0.015608 , 0.024758 , 0.01848 , 0.018761 , 0.014731 , 0.017873 , 0.030739 , 0.032537 , 0.019295 , 0.020104 , 0.014449 , 0.012885 , 0.008992 , 0.009177 , 0.014197 , 0.010967 , 0.027789 , 0.017986 , 0.020016 , 0.020983 , 0.013534 , 0.02275 , 0.017763 , 0.018217 , 0.02139 , 0.013818 
 337 , 0.019642 , 0.023621 , 0.01599 , 0.024538 , 0.022215 , 0.015461 , 0.025517 , 0.023845 , 0.020723 , 0.026419 , 0.030986 , 0.022857 , 0.024787 , 0.018143 , 0.030678 , 0.018421 , 0.03092 , 0.016247 , 0.01102 , 0.01742 , 0.033271 , 0.021771 , 0.032799 , 0.030362 , 0.020692 , 0.014322 , 0.016156 , 0.02649 , 0.016531 , 0.012536 , 0.020408 , 0.023346 , 0.02009 , 0.01993 , 0.029 , 0.025756 , 0.015291 , 0.013386 , 0.02135 , 0.025295 , 0.01772 , 0.016295 , 0.012159 , 0.013055 , 0.018803 , 0.00735 , 0.014135 , 0.014756 , 0.038391 , 0.018827 , 0.011607 , 0.021371 , 0.011647 , 0.017699 , 0.017487 , 0.01772 , 0.019746 , 0.022436 , 0.017205 , 0.027702 , 0.019536 , 0.013828 , 0.016115 , 0.020191 , 0.020005 , 0.006623 , 0.018048 , 0.02168 , 0.02184 , 0.014681 , 0.023581 , 0.017862 , 0.017886 , 0.014894 , 0.016382 , 0.030257 , 0.03194 , 0.01947 , 0.019048 , 0.013573 , 0.012554 , 0.009414 , 0.008965 , 0.014398 , 0.010335 , 0.026825 , 0.017811 , 0.019215 , 0.020109 , 0.013342 , 0.022286 , 0.017672 , 0.017858 , 0.020932 , 0.013424 
 338 , 0.019284 , 0.024061 , 0.015899 , 0.023857 , 0.021634 , 0.014769 , 0.023297 , 0.023072 , 0.021522 , 0.025068 , 0.03022 , 0.021863 , 0.023581 , 0.017705 , 0.029692 , 0.017626 , 0.030132 , 0.015709 , 0.010679 , 0.016951 , 0.032551 , 0.021322 , 0.032487 , 0.02985 , 0.020227 , 0.013919 , 0.016127 , 0.026389 , 0.01629 , 0.012205 , 0.019776 , 0.023101 , 0.019826 , 0.019426 , 0.02819 , 0.025061 , 0.01504 , 0.013647 , 0.020179 , 0.024553 , 0.017413 , 0.015484 , 0.012156 , 0.013236 , 0.018827 , 0.006805 , 0.014386 , 0.014167 , 0.038364 , 0.018218 , 0.011149 , 0.021212 , 0.011378 , 0.016989 , 0.017327 , 0.017413 , 0.019011 , 0.021854 , 0.017407 , 0.027111 , 0.018302 , 0.01367 , 0.015914 , 0.020242 , 0.019206 , 0.006751 , 0.017574 , 0.020767 , 0.021355 , 0.013875 , 0.022557 , 0.017317 , 0.017126 , 0.015032 , 0.015087 , 0.029838 , 0.031412 , 0.019612 , 0.018129 , 0.012812 , 0.012264 , 0.009791 , 0.00878 , 0.014574 , 0.009786 , 0.025985 , 0.017661 , 0.018518 , 0.019347 , 0.01317 , 0.021876 , 0.017585 , 0.017551 , 0.020532 , 0.013079 
 339 , 0.019143 , 0.023117 , 0.015666 , 0.02341 , 0.020896 , 0.015861 , 0.023502 , 0.023447 , 0.020098 , 0.024803 , 0.030337 , 0.021219 , 0.023533 , 0.017688 , 0.029496 , 0.018159 , 0.029951 , 0.015996 , 0.011889 , 0.017028 , 0.032127 , 0.02125 , 0.031911 , 0.030279 , 0.020374 , 0.014512 , 0.016063 , 0.025951 , 0.016156 , 0.011882 , 0.01978 , 0.022824 , 0.020389 , 0.019417 , 0.028406 , 0.024796 , 0.015757 , 0.013622 , 0.020442 , 0.024929 , 0.017729 , 0.015648 , 0.012226 , 0.013303 , 0.01871 , 0.00717 , 0.014402 , 0.014328 , 0.038292 , 0.018458 , 0.011744 , 0.021183 , 0.010942 , 0.017251 , 0.017626 , 0.017527 , 0.019153 , 0.021579 , 0.017751 , 0.026693 , 0.01871 , 0.014151 , 0.016247 , 0.020416 , 0.020089 , 0.006803 , 0.018015 , 0.021425 , 0.021667 , 0.014664 , 0.022991 , 0.0181 , 0.017774 , 0.015174 , 0.015948 , 0.029315 , 0.031615 , 0.019734 , 0.019001 , 0.013401 , 0.012306 , 0.01029 , 0.008977 , 0.014881 , 0.010546 , 0.02618 , 0.017938 , 0.019071 , 0.019885 , 0.013613 , 0.022514 , 0.017817 , 0.018124 , 0.021202 , 0.013371 
 340 , 0.019056 , 0.022048 , 0.015434 , 0.023047 , 0.020208 , 0.017153 , 0.024092 , 0.02399 , 0.018475 , 0.024749 , 0.030586 , 0.020698 , 0.023679 , 0.017747 , 0.029444 , 0.018852 , 0.029889 , 0.016387 , 0.013235 , 0.017189 , 0.031796 , 0.021247 , 0.031348 , 0.03082 , 0.020601 , 0.015211 , 0.015999 , 0.025496 , 0.016054 , 0.011592 , 0.019873 , 0.022568 , 0.021031 , 0.019495 , 0.028778 , 0.024629 , 0.016568 , 0.013553 , 0.020915 , 0.025475 , 0.018123 , 0.01596 , 0.012303 , 0.013336 , 0.018577 , 0.007635 , 0.014384 , 0.014588 , 0.038228 , 0.018806 , 0.012457 , 0.021183 , 0.010522 , 0.017641 , 0.017957 , 0.01769 , 0.019419 , 0.021382 , 0.018084 , 0.026342 , 0.019338 , 0.01469 , 0.016635 , 0.020584 , 0.021156 , 0.006837 , 0.018556 , 0.022272 , 0.022061 , 0.015631 , 0.023607 , 0.019021 , 0.018593 , 0.015299 , 0.017061 , 0.028826 , 0.031925 , 0.019834 , 0.020088 , 0.014147 , 0.012405 , 0.01076 , 0.009219 , 0.015178 , 0.011446 , 0.026527 , 0.018247 , 0.019771 , 0.020592 , 0.014111 , 0.023251 , 0.018072 , 0.018776 , 0.02199 , 0.013734 
 341 , 0.018982 , 0.02111 , 0.015231 , 0.022722 , 0.019606 , 0.018311 , 0.024616 , 0.024484 , 0.017062 , 0.024716 , 0.030806 , 0.020239 , 0.023804 , 0.017805 , 0.029392 , 0.019453 , 0.029827 , 0.01673 , 0.014421 , 0.01733 , 0.031506 , 0.02124 , 0.030839 , 0.031301 , 0.020795 , 0.015827 , 0.015942 , 0.025085 , 0.015961 , 0.011338 , 0.019935 , 0.02234 , 0.021602 , 0.019566 , 0.029117 , 0.024482 , 0.017291 , 0.013492 , 0.021333 , 0.025989 , 0.018483 , 0.016237 , 0.012376 , 0.013357 , 0.018458 , 0.008024 , 0.014377 , 0.014803 , 0.038186 , 0.019107 , 0.013092 , 0.02119 , 0.010155 , 0.017973 , 0.018233 , 0.01782 , 0.019642 , 0.021216 , 0.018382 , 0.026032 , 0.0199 , 0.015167 , 0.01698 , 0.020723 , 0.022092 , 0.006866 , 0.019024 , 0.023013 , 0.022389 , 0.016479 , 0.024127 , 0.019837 , 0.019315 , 0.015404 , 0.018021 , 0.028387 , 0.032212 , 0.01992 , 0.021056 , 0.014799 , 0.012503 , 0.011177 , 0.009434 , 0.015439 , 0.012241 , 0.026832 , 0.018503 , 0.020384 , 0.021225 , 0.01455 , 0.023889 , 0.01829 , 0.019335 , 0.022695 , 0.014048 
 342 , 0.018763 , 0.020627 , 0.015126 , 0.022658 , 0.01944 , 0.018354 , 0.025051 , 0.024459 , 0.016843 , 0.02481 , 0.030775 , 0.020428 , 0.024023 , 0.017921 , 0.029565 , 0.019809 , 0.029933 , 0.016698 , 0.014534 , 0.01753 , 0.031564 , 0.021505 , 0.030881 , 0.031562 , 0.020856 , 0.016107 , 0.015906 , 0.025251 , 0.016064 , 0.011347 , 0.02021 , 0.022508 , 0.021841 , 0.019784 , 0.029349 , 0.024753 , 0.017732 , 0.013424 , 0.021664 , 0.026454 , 0.018691 , 0.016392 , 0.012665 , 0.013393 , 0.01859 , 0.008382 , 0.014484 , 0.015009 , 0.038536 , 0.019437 , 0.013497 , 0.021656 , 0.010423 , 0.017984 , 0.0185 , 0.017977 , 0.019917 , 0.021354 , 0.018641 , 0.026193 , 0.020248 , 0.015537 , 0.017233 , 0.02085 , 0.022402 , 0.007357 , 0.019379 , 0.023396 , 0.022682 , 0.017108 , 0.024434 , 0.02042 , 0.019709 , 0.015688 , 0.018755 , 0.02846 , 0.03285 , 0.020092 , 0.021599 , 0.015065 , 0.012839 , 0.011516 , 0.009937 , 0.015789 , 0.012227 , 0.027216 , 0.018642 , 0.02067 , 0.021664 , 0.015078 , 0.024332 , 0.018764 , 0.019865 , 0.023055 , 0.014492 
 343 , 0.018393 , 0.02059 , 0.015121 , 0.022858 , 0.019707 , 0.017265 , 0.025387 , 0.0239 , 0.017823 , 0.025021 , 0.030487 , 0.021265 , 0.024343 , 0.018093 , 0.029965 , 0.019925 , 0.030205 , 0.016287 , 0.013568 , 0.017796 , 0.031969 , 0.022052 , 0.03148 , 0.0316 , 0.020783 , 0.016045 , 0.015888 , 0.026015 , 0.016366 , 0.011616 , 0.020726 , 0.023077 , 0.021744 , 0.020143 , 0.029462 , 0.025444 , 0.017883 , 0.013348 , 0.021898 , 0.026845 , 0.018738 , 0.016418 , 0.013169 , 0.013447 , 0.018977 , 0.008714 , 0.014701 , 0.01521 , 0.039275 , 0.019801 , 0.013667 , 0.022574 , 0.011331 , 0.017674 , 0.018767 , 0.018164 , 0.020251 , 0.021793 , 0.018858 , 0.026827 , 0.020368 , 0.015804 , 0.017391 , 0.020968 , 0.022082 , 0.008313 , 0.019623 , 0.023419 , 0.022958 , 0.017516 , 0.024542 , 0.020768 , 0.019769 , 0.016148 , 0.019276 , 0.02905 , 0.033834 , 0.020355 , 0.021709 , 0.014942 , 0.013406 , 0.011775 , 0.010728 , 0.016235 , 0.0114 , 0.027681 , 0.018666 , 0.020626 , 0.021898 , 0.015705 , 0.024577 , 0.019498 , 0.020371 , 0.02306 , 0.015064 
