MAY26LOF00011.spu,MAY26LOF00010.spu,MAY26LOF00009.spu,
Wavelength,MAY26LOF00027.spu,MAY26LOF00028.spu,MAY26LOF00029.spu,MAY26LOF00030.spu,MAY26LOF00031.spu,MAY26LOF00032.spu,MAY26LOF00033.spu,MAY26LOF00034.spu,MAY26LOF00035.spu,MAY26LOF00036.spu,MAY26LOF00037.spu,MAY26LOF00038.spu,MAY26LOF00039.spu,MAY26LOF00040.spu,MAY26LOF00041.spu,MAY26LOF00042.spu,MAY26LOF00043.spu,MAY26LOF00044.spu,MAY26LOF00045.spu,MAY26LOF00046.spu,MAY26LOF00047.spu,MAY26LOF00048.spu,MAY26LOF00049.spu,MAY26LOF00050.spu,MAY26LOF00051.spu,MAY26LOF00052.spu,MAY26LOF00053.spu,MAY26LOF00054.spu,MAY26LOF00055.spu,MAY26LOF00056.spu,MAY26LOF00057.spu,MAY26LOF00058.spu,MAY26LOF00059.spu,MAY26LOF00060.spu,MAY26LOF00061.spu,MAY26LOF00062.spu,MAY26LOF00063.spu,MAY26LOF00064.spu,MAY26LOF00065.spu,MAY26LOF00066.spu,MAY26LOF00067.spu,MAY26LOF00068.spu,MAY26LOF00069.spu,MAY26LOF00070.spu,MAY26LOF00071.spu,MAY26LOF00072.spu,MAY26LOF00073.spu,MAY26LOF00074.spu,MAY26LOF00075.spu,MAY26LOF00076.spu,MAY26LOF00077.spu,MAY26LOF00078.spu,MAY26LOF00079.spu,MAY26LOF00080.spu,MAY26LOF00081.spu,MAY26LOF00082.spu,MAY26LOF00083.spu,MAY26LOF00084.spu,MAY26LOF00085.spu,MAY26LOF00086.spu,MAY26LOF00087.spu,MAY26LOF00088.spu,MAY26LOF00089.spu,MAY26LOF00090.spu,MAY26LOF00091.spu,MAY26LOF00092.spu,MAY26LOF00093.spu,MAY26LOF00094.spu,MAY26LOF00095.spu,MAY26LOF00096.spu,MAY26LOF00097.spu,MAY26LOF00098.spu,MAY26LOF00099.spu,MAY26LOF00100.spu,MAY26LOF00101.spu,MAY26LOF00102.spu,MAY26LOF00103.spu,MAY26LOF00104.spu,MAY26LOF00105.spu,MAY26LOF00106.spu,MAY26LOF00107.spu,MAY26LOF00108.spu,MAY26LOF00109.spu,MAY26LOF00110.spu,MAY26LOF00111.spu,MAY26LOF00112.spu,MAY26LOF00113.spu,MAY26LOF00114.spu,MAY26LOF00115.spu,MAY26LOF00116.spu,MAY26LOF00117.spu,MAY26LOF00118.spu,MAY26LOF00119.spu,MAY26LOF00120.spu,MAY26LOF00121.spu,MAY26LOF00122.spu,MAY26LOF00123.spu,MAY26LOF00124.spu,MAY26LOF00125.spu,MAY26LOF00126.spu
 326 , 0.030539 , 0.020573 , 0.024263 , 0.026746 , 0.024649 , 0.029393 , 0.030561 , 0.03278 , 0.028255 , 0.028491 , 0.030542 , 0.033189 , 0.027425 , 0.024376 , 0.030317 , 0.025728 , 0.024737 , 0.019605 , 0.02341 , 0.022098 , 0.020319 , 0.01842 , 0.015252 , 0.016244 , 0.019881 , 0.019167 , 0.020947 , 0.020083 , 0.01503 , 0.0213 , 0.019842 , 0.022598 , 0.017796 , 0.022928 , 0.026364 , 0.016862 , 0.023241 , 0.017554 , 0.017247 , 0.017025 , 0.022208 , 0.025695 , 0.027049 , 0.02591 , 0.012559 , 0.036831 , 0.02602 , 0.007386 , 0.005983 , 0.01238 , 0.010925 , 0.008039 , 0.006075 , 0.007361 , 0.014784 , 0.014947 , 0.009851 , 0.018531 , 0.011049 , 0.013401 , 0.010206 , 0.008034 , 0.022149 , 0.016183 , 0.011201 , 0.025323 , 0.018715 , 0.025331 , 0.020573 , 0.025129 , 0.017237 , 0.013514 , 0.021513 , 0.008249 , 0 , 0.006502 , 0.011438 , 0.012938 , 0.014994 , 0.006639 , 0.00741 , 0.008147 , 0.005411 , 0.00793 , 0.005825 , 0.009478 , 0.011695 , 0.010668 , 0 , 0.006242 , 0.005528 , 0.009282 , 0.011124 , 0.011454 , 0.014781 , 0.001773 , 0.030168 , 0.002367 , 0 , 0.001143 
 327 , 0.030885 , 0.020162 , 0.024126 , 0.028203 , 0.024222 , 0.030909 , 0.031241 , 0.032397 , 0.02832 , 0.028986 , 0.031639 , 0.033081 , 0.027549 , 0.025212 , 0.030647 , 0.025521 , 0.025807 , 0.019613 , 0.023746 , 0.02275 , 0.02049 , 0.017584 , 0.016541 , 0.017394 , 0.019783 , 0.017705 , 0.022631 , 0.021238 , 0.016158 , 0.019756 , 0.021377 , 0.022555 , 0.01851 , 0.021484 , 0.027786 , 0.017873 , 0.024206 , 0.018423 , 0.018608 , 0.017409 , 0.022982 , 0.026939 , 0.027197 , 0.026834 , 0.017217 , 0.039653 , 0.026996 , 0.011979 , 0.008853 , 0.0142 , 0.015874 , 0.011487 , 0.008914 , 0.009862 , 0.019529 , 0.016297 , 0.011677 , 0.019992 , 0.013166 , 0.01661 , 0.013311 , 0.010832 , 0.023734 , 0.018292 , 0.013968 , 0.025972 , 0.02047 , 0.02854 , 0.021592 , 0.028733 , 0.021426 , 0.015273 , 0.024223 , 0.01081 , 0 , 0.0092 , 0.017424 , 0.015746 , 0.022248 , 0.009448 , 0.012003 , 0.012554 , 0.00817 , 0.011185 , 0.008548 , 0.014849 , 0.017093 , 0.013819 , 0 , 0.008792 , 0.008451 , 0.014756 , 0.016393 , 0.019053 , 0.018366 , 0.002656 , 0.029834 , 0.0039 , 0 , 0.001669 
 328 , 0.031196 , 0.019813 , 0.023989 , 0.02941 , 0.023859 , 0.032222 , 0.03184 , 0.032113 , 0.028381 , 0.02943 , 0.03258 , 0.033017 , 0.027681 , 0.025894 , 0.030976 , 0.025325 , 0.026722 , 0.019628 , 0.024034 , 0.023296 , 0.020655 , 0.01689 , 0.01765 , 0.018345 , 0.019695 , 0.016496 , 0.024133 , 0.022087 , 0.017087 , 0.018488 , 0.022676 , 0.022467 , 0.019018 , 0.020325 , 0.028654 , 0.018682 , 0.025037 , 0.019085 , 0.019697 , 0.017673 , 0.023568 , 0.0279 , 0.027351 , 0.027485 , 0.020666 , 0.041511 , 0.027702 , 0.015994 , 0.010908 , 0.015519 , 0.019762 , 0.013777 , 0.010914 , 0.0121 , 0.0228 , 0.017446 , 0.013303 , 0.021135 , 0.014865 , 0.019381 , 0.015845 , 0.013223 , 0.024943 , 0.019868 , 0.016152 , 0.026477 , 0.021968 , 0.031279 , 0.022308 , 0.031651 , 0.024407 , 0.016484 , 0.026426 , 0.013087 , 0 , 0.010949 , 0.021995 , 0.01802 , 0.02747 , 0.011291 , 0.016012 , 0.016 , 0.010236 , 0.013275 , 0.010462 , 0.019211 , 0.020862 , 0.015882 , 0 , 0.010428 , 0.010703 , 0.019342 , 0.020131 , 0.026083 , 0.020635 , 0.003305 , 0.029332 , 0.00529 , 0 , 0.002034 
 329 , 0.031257 , 0.020675 , 0.024341 , 0.028756 , 0.024406 , 0.031264 , 0.031351 , 0.031651 , 0.028426 , 0.028138 , 0.032287 , 0.033603 , 0.027118 , 0.026436 , 0.030607 , 0.024939 , 0.027172 , 0.019747 , 0.023943 , 0.024044 , 0.020516 , 0.017117 , 0.01814 , 0.018759 , 0.019564 , 0.018122 , 0.023703 , 0.022038 , 0.017404 , 0.02064 , 0.02248 , 0.022852 , 0.019904 , 0.023091 , 0.029484 , 0.020567 , 0.025134 , 0.01859 , 0.020546 , 0.020135 , 0.022629 , 0.027448 , 0.027994 , 0.026967 , 0.021112 , 0.043143 , 0.028992 , 0.015733 , 0.012828 , 0.019043 , 0.019903 , 0.016733 , 0.01266 , 0.016527 , 0.023272 , 0.017355 , 0.013895 , 0.020822 , 0.015041 , 0.019398 , 0.01737 , 0.013592 , 0.026927 , 0.020477 , 0.017152 , 0.027288 , 0.022452 , 0.031672 , 0.022736 , 0.033104 , 0.023778 , 0.016347 , 0.0352 , 0.0167 , 0.004132 , 0.012798 , 0.023929 , 0.021514 , 0.027776 , 0.016085 , 0.016845 , 0.015618 , 0.014024 , 0.013424 , 0.01027 , 0.022362 , 0.02274 , 0.019097 , 0.002584 , 0.01601 , 0.014689 , 0.019053 , 0.023421 , 0.027941 , 0.022379 , 0.006181 , 0.034488 , 0.011801 , 0 , 0.00558 
 330 , 0.031329 , 0.021447 , 0.024618 , 0.028131 , 0.024954 , 0.030368 , 0.03088 , 0.031208 , 0.028485 , 0.026972 , 0.032018 , 0.03411 , 0.026624 , 0.026967 , 0.030242 , 0.024603 , 0.027499 , 0.019843 , 0.023907 , 0.024828 , 0.020409 , 0.017342 , 0.018523 , 0.01916 , 0.019444 , 0.019569 , 0.023265 , 0.021952 , 0.017707 , 0.022676 , 0.022279 , 0.023234 , 0.020774 , 0.026202 , 0.030126 , 0.022297 , 0.025185 , 0.018133 , 0.021311 , 0.022537 , 0.021744 , 0.027028 , 0.028532 , 0.026434 , 0.021272 , 0.044988 , 0.030079 , 0.015361 , 0.014593 , 0.022824 , 0.020003 , 0.019879 , 0.014574 , 0.020597 , 0.023775 , 0.017265 , 0.014292 , 0.020543 , 0.015173 , 0.019283 , 0.018614 , 0.013859 , 0.02875 , 0.020992 , 0.017919 , 0.028042 , 0.02285 , 0.031874 , 0.023134 , 0.034494 , 0.023112 , 0.016237 , 0.044545 , 0.019541 , 0.008539 , 0.014627 , 0.025823 , 0.024874 , 0.027918 , 0.020484 , 0.017538 , 0.015176 , 0.01789 , 0.013474 , 0.010059 , 0.025476 , 0.024741 , 0.021898 , 0.004608 , 0.021508 , 0.01903 , 0.018697 , 0.026417 , 0.029378 , 0.024066 , 0.008803 , 0.038683 , 0.018363 , 0 , 0.008695 
 331 , 0.031416 , 0.02211 , 0.024818 , 0.027588 , 0.025491 , 0.029578 , 0.030439 , 0.030753 , 0.028558 , 0.025943 , 0.031808 , 0.034517 , 0.0262 , 0.027519 , 0.029873 , 0.024327 , 0.027724 , 0.019911 , 0.023944 , 0.025673 , 0.020337 , 0.017535 , 0.018828 , 0.019588 , 0.019335 , 0.020781 , 0.022858 , 0.021882 , 0.018032 , 0.024528 , 0.022122 , 0.023631 , 0.021668 , 0.02974 , 0.030665 , 0.023882 , 0.025209 , 0.017761 , 0.02203 , 0.024878 , 0.020947 , 0.026704 , 0.028955 , 0.025937 , 0.0213 , 0.047297 , 0.030999 , 0.015014 , 0.016271 , 0.026998 , 0.020243 , 0.023402 , 0.01683 , 0.024314 , 0.024539 , 0.01722 , 0.014543 , 0.020369 , 0.015335 , 0.019126 , 0.019657 , 0.014105 , 0.030449 , 0.021488 , 0.018535 , 0.028759 , 0.023207 , 0.031971 , 0.023558 , 0.035939 , 0.022583 , 0.016262 , 0.054647 , 0.021709 , 0.013254 , 0.016532 , 0.027887 , 0.02815 , 0.028144 , 0.024509 , 0.018224 , 0.014828 , 0.021921 , 0.013537 , 0.009943 , 0.028715 , 0.027131 , 0.024359 , 0.006132 , 0.026948 , 0.023939 , 0.018465 , 0.02925 , 0.030596 , 0.025846 , 0.011156 , 0.041996 , 0.024964 , 0 , 0.011356 
 332 , 0.031394 , 0.021552 , 0.024527 , 0.027016 , 0.025045 , 0.028482 , 0.029738 , 0.030452 , 0.028262 , 0.025405 , 0.031351 , 0.033915 , 0.02564 , 0.027374 , 0.029562 , 0.023899 , 0.02672 , 0.01993 , 0.023851 , 0.02527 , 0.02023 , 0.017591 , 0.018121 , 0.019126 , 0.018761 , 0.020161 , 0.021778 , 0.02072 , 0.017292 , 0.024651 , 0.021887 , 0.023569 , 0.021323 , 0.029099 , 0.027508 , 0.023151 , 0.024919 , 0.017391 , 0.021699 , 0.023783 , 0.020406 , 0.026905 , 0.029038 , 0.026004 , 0.020984 , 0.047749 , 0.030304 , 0.013053 , 0.016773 , 0.026012 , 0.019953 , 0.020848 , 0.016936 , 0.023363 , 0.023049 , 0.016628 , 0.014535 , 0.019277 , 0.015849 , 0.018827 , 0.018941 , 0.013792 , 0.030285 , 0.021563 , 0.019164 , 0.029072 , 0.022902 , 0.031331 , 0.024095 , 0.036397 , 0.021741 , 0.016057 , 0.053969 , 0.019065 , 0.013426 , 0.017359 , 0.026268 , 0.029278 , 0.02716 , 0.023986 , 0.01911 , 0.013853 , 0.021996 , 0.012913 , 0.009403 , 0.031886 , 0.026626 , 0.024305 , 0.006994 , 0.026539 , 0.023574 , 0.018105 , 0.029338 , 0.029801 , 0.028816 , 0.012853 , 0.043569 , 0.02334 , 0.003967 , 0.010554 
 333 , 0.031304 , 0.020295 , 0.023948 , 0.02644 , 0.024007 , 0.027248 , 0.028887 , 0.030239 , 0.027756 , 0.025157 , 0.030759 , 0.032737 , 0.025019 , 0.026806 , 0.02929 , 0.02338 , 0.025031 , 0.019918 , 0.023679 , 0.024158 , 0.020103 , 0.017563 , 0.016802 , 0.018164 , 0.017927 , 0.018425 , 0.020331 , 0.018908 , 0.015963 , 0.023726 , 0.021612 , 0.023232 , 0.02025 , 0.02616 , 0.022224 , 0.020991 , 0.024447 , 0.017039 , 0.020715 , 0.020743 , 0.020015 , 0.027414 , 0.028919 , 0.026436 , 0.020461 , 0.04693 , 0.028679 , 0.010274 , 0.016495 , 0.021797 , 0.019354 , 0.014805 , 0.015625 , 0.019949 , 0.020313 , 0.01573 , 0.014377 , 0.017716 , 0.016572 , 0.018457 , 0.01717 , 0.01319 , 0.029015 , 0.021377 , 0.019766 , 0.029123 , 0.022206 , 0.030286 , 0.024685 , 0.036205 , 0.020684 , 0.01572 , 0.047813 , 0.014317 , 0.010472 , 0.01742 , 0.022296 , 0.028971 , 0.025547 , 0.020832 , 0.020084 , 0.012524 , 0.019518 , 0.011803 , 0.00862 , 0.034823 , 0.024424 , 0.02279 , 0.007539 , 0.022888 , 0.019551 , 0.017671 , 0.027911 , 0.027783 , 0.032712 , 0.0143 , 0.044234 , 0.017791 , 0.009564 , 0.007423 
 334 , 0.031258 , 0.019197 , 0.02346 , 0.025953 , 0.023106 , 0.026175 , 0.028164 , 0.030121 , 0.02732 , 0.024967 , 0.030257 , 0.031716 , 0.024482 , 0.026327 , 0.029064 , 0.022955 , 0.023557 , 0.019916 , 0.023538 , 0.023191 , 0.020013 , 0.017576 , 0.015629 , 0.017329 , 0.017202 , 0.016867 , 0.019065 , 0.017293 , 0.01481 , 0.022922 , 0.02139 , 0.022942 , 0.019317 , 0.023808 , 0.01752 , 0.019055 , 0.02405 , 0.016734 , 0.019856 , 0.018155 , 0.019688 , 0.027899 , 0.028831 , 0.026998 , 0.020027 , 0.046227 , 0.027261 , 0.007885 , 0.016317 , 0.018184 , 0.018831 , 0.009751 , 0.014513 , 0.017168 , 0.017969 , 0.014947 , 0.014264 , 0.016368 , 0.017271 , 0.018134 , 0.015587 , 0.012666 , 0.02791 , 0.021216 , 0.020273 , 0.029189 , 0.02161 , 0.029379 , 0.025268 , 0.03609 , 0.019755 , 0.015426 , 0.043214 , 0.010579 , 0.00786 , 0.017529 , 0.0187 , 0.02877 , 0.024156 , 0.018139 , 0.020992 , 0.011342 , 0.017374 , 0.010763 , 0.007927 , 0.037596 , 0.022588 , 0.02148 , 0.0081 , 0.019971 , 0.015955 , 0.017313 , 0.026685 , 0.025992 , 0.036882 , 0.016043 , 0.045377 , 0.013744 , 0.013955 , 0.004301 
 335 , 0.031332 , 0.018684 , 0.023235 , 0.025797 , 0.022745 , 0.025629 , 0.027873 , 0.029939 , 0.027204 , 0.024828 , 0.029985 , 0.030984 , 0.024267 , 0.025906 , 0.028933 , 0.022815 , 0.022755 , 0.01997 , 0.023581 , 0.022648 , 0.020198 , 0.017775 , 0.014986 , 0.017032 , 0.016995 , 0.016196 , 0.018611 , 0.016756 , 0.014332 , 0.022488 , 0.02136 , 0.022837 , 0.018955 , 0.022858 , 0.01578 , 0.018344 , 0.024067 , 0.016828 , 0.019624 , 0.0172 , 0.019729 , 0.028202 , 0.028916 , 0.027704 , 0.02053 , 0.045572 , 0.027263 , 0.007702 , 0.017088 , 0.017078 , 0.019714 , 0.007872 , 0.014699 , 0.016407 , 0.017056 , 0.014841 , 0.014549 , 0.015976 , 0.018028 , 0.01832 , 0.014812 , 0.012714 , 0.027389 , 0.021439 , 0.020759 , 0.029448 , 0.021634 , 0.029111 , 0.02613 , 0.03665 , 0.020495 , 0.016691 , 0.041118 , 0.009101 , 0.007243 , 0.018247 , 0.017978 , 0.029235 , 0.024725 , 0.017237 , 0.022274 , 0.011762 , 0.016591 , 0.011104 , 0.008552 , 0.040374 , 0.022469 , 0.022012 , 0.009801 , 0.019087 , 0.014092 , 0.019068 , 0.026681 , 0.025978 , 0.040807 , 0.018301 , 0.048102 , 0.01313 , 0.017404 , 0.00379 
 336 , 0.031833 , 0.019934 , 0.02382 , 0.026669 , 0.024083 , 0.026602 , 0.028958 , 0.029554 , 0.028114 , 0.024836 , 0.03039 , 0.031035 , 0.025027 , 0.025622 , 0.029087 , 0.023597 , 0.023924 , 0.020236 , 0.024248 , 0.023231 , 0.021325 , 0.018623 , 0.016012 , 0.018361 , 0.018428 , 0.018399 , 0.020681 , 0.019711 , 0.015865 , 0.023151 , 0.02196 , 0.023345 , 0.020307 , 0.025416 , 0.023549 , 0.021508 , 0.025439 , 0.018236 , 0.021444 , 0.021034 , 0.020993 , 0.028021 , 0.029589 , 0.028828 , 0.024236 , 0.045341 , 0.031868 , 0.014722 , 0.020821 , 0.023519 , 0.025319 , 0.015167 , 0.018926 , 0.021345 , 0.020242 , 0.016896 , 0.016206 , 0.018509 , 0.0191 , 0.02021 , 0.016582 , 0.014587 , 0.028557 , 0.022986 , 0.021378 , 0.030391 , 0.023696 , 0.03084 , 0.028048 , 0.039543 , 0.026927 , 0.023397 , 0.044202 , 0.013668 , 0.012868 , 0.020973 , 0.026055 , 0.031948 , 0.031825 , 0.021551 , 0.024967 , 0.01742 , 0.019791 , 0.016132 , 0.013351 , 0.043554 , 0.02741 , 0.028937 , 0.015161 , 0.023786 , 0.017314 , 0.028495 , 0.030389 , 0.031744 , 0.043099 , 0.021107 , 0.055455 , 0.021315 , 0.019932 , 0.012283 
 337 , 0.032178 , 0.021001 , 0.02429 , 0.027432 , 0.025186 , 0.027488 , 0.0298 , 0.029134 , 0.028816 , 0.024802 , 0.030706 , 0.031007 , 0.025673 , 0.025317 , 0.029185 , 0.024205 , 0.024867 , 0.020431 , 0.024773 , 0.023751 , 0.022254 , 0.019267 , 0.016809 , 0.019453 , 0.019601 , 0.020168 , 0.022416 , 0.022225 , 0.017121 , 0.02365 , 0.022415 , 0.023686 , 0.021491 , 0.027626 , 0.030458 , 0.023804 , 0.02659 , 0.019376 , 0.02292 , 0.024361 , 0.021932 , 0.027798 , 0.030138 , 0.029588 , 0.027354 , 0.044725 , 0.035698 , 0.02115 , 0.023187 , 0.028975 , 0.029891 , 0.02155 , 0.022369 , 0.025605 , 0.022626 , 0.018542 , 0.017668 , 0.020667 , 0.0198 , 0.021802 , 0.018024 , 0.016273 , 0.029665 , 0.024129 , 0.021851 , 0.031208 , 0.025355 , 0.032237 , 0.029696 , 0.041645 , 0.03213 , 0.029175 , 0.046852 , 0.018131 , 0.017442 , 0.02283 , 0.031649 , 0.033848 , 0.038183 , 0.024977 , 0.026766 , 0.021932 , 0.022132 , 0.019958 , 0.016885 , 0.046164 , 0.031347 , 0.035724 , 0.019157 , 0.028086 , 0.019446 , 0.037154 , 0.03382 , 0.03618 , 0.044302 , 0.02257 , 0.061187 , 0.027921 , 0.021878 , 0.018589 
 338 , 0.032402 , 0.021921 , 0.024666 , 0.028105 , 0.026098 , 0.028299 , 0.030451 , 0.028693 , 0.029355 , 0.024734 , 0.030951 , 0.030918 , 0.026224 , 0.024997 , 0.029238 , 0.024675 , 0.025627 , 0.02057 , 0.025187 , 0.024218 , 0.023023 , 0.019751 , 0.017428 , 0.020354 , 0.020566 , 0.021597 , 0.023882 , 0.024382 , 0.018155 , 0.024019 , 0.022754 , 0.023899 , 0.022537 , 0.029554 , 0.036674 , 0.025464 , 0.027563 , 0.020304 , 0.024122 , 0.027274 , 0.022623 , 0.027544 , 0.030585 , 0.030076 , 0.03 , 0.043888 , 0.038907 , 0.027121 , 0.024664 , 0.033636 , 0.033646 , 0.027197 , 0.025191 , 0.029314 , 0.02441 , 0.019868 , 0.01897 , 0.022522 , 0.020233 , 0.023154 , 0.019204 , 0.017811 , 0.030725 , 0.024966 , 0.022208 , 0.031922 , 0.026695 , 0.033368 , 0.031123 , 0.043155 , 0.036367 , 0.034205 , 0.049151 , 0.022586 , 0.021188 , 0.02408 , 0.035541 , 0.035153 , 0.043946 , 0.027714 , 0.027941 , 0.025555 , 0.023843 , 0.022885 , 0.019504 , 0.04832 , 0.0345 , 0.042505 , 0.022154 , 0.032075 , 0.020847 , 0.045219 , 0.037037 , 0.039605 , 0.044799 , 0.023262 , 0.065669 , 0.033294 , 0.023381 , 0.023313 
 339 , 0.031618 , 0.020871 , 0.02404 , 0.027484 , 0.025164 , 0.027669 , 0.028727 , 0.028092 , 0.028406 , 0.024336 , 0.03021 , 0.030477 , 0.025079 , 0.024373 , 0.028409 , 0.024273 , 0.024517 , 0.019756 , 0.024368 , 0.023469 , 0.022012 , 0.018753 , 0.016539 , 0.01963 , 0.019965 , 0.02114 , 0.023799 , 0.022763 , 0.017555 , 0.023488 , 0.022066 , 0.023421 , 0.021164 , 0.029059 , 0.033463 , 0.024741 , 0.026736 , 0.019567 , 0.02358 , 0.025225 , 0.022659 , 0.027173 , 0.030024 , 0.028968 , 0.027609 , 0.04419 , 0.03525 , 0.023884 , 0.023591 , 0.030863 , 0.03122 , 0.026079 , 0.02382 , 0.027078 , 0.022374 , 0.019215 , 0.018411 , 0.021371 , 0.019458 , 0.022153 , 0.018638 , 0.017613 , 0.030248 , 0.024645 , 0.021658 , 0.031732 , 0.026164 , 0.031264 , 0.030084 , 0.040468 , 0.03421 , 0.033057 , 0.045673 , 0.020949 , 0.020088 , 0.022668 , 0.033348 , 0.034099 , 0.04232 , 0.027107 , 0.024939 , 0.023888 , 0.021365 , 0.023241 , 0.018103 , 0.041175 , 0.034333 , 0.040545 , 0.021994 , 0.030791 , 0.020986 , 0.041593 , 0.036091 , 0.036572 , 0.042588 , 0.022911 , 0.058327 , 0.027092 , 0.021933 , 0.023175 
 340 , 0.030741 , 0.019615 , 0.023307 , 0.026716 , 0.024035 , 0.026876 , 0.026826 , 0.027513 , 0.027307 , 0.02392 , 0.029384 , 0.030019 , 0.023792 , 0.023756 , 0.027519 , 0.023763 , 0.023221 , 0.018876 , 0.02343 , 0.022605 , 0.020835 , 0.017624 , 0.0155 , 0.018717 , 0.019167 , 0.020417 , 0.023466 , 0.020763 , 0.01675 , 0.022857 , 0.021283 , 0.02287 , 0.019602 , 0.028204 , 0.02928 , 0.023705 , 0.025708 , 0.018637 , 0.022795 , 0.022745 , 0.022598 , 0.02681 , 0.029353 , 0.02771 , 0.024826 , 0.044697 , 0.031136 , 0.019944 , 0.022204 , 0.027434 , 0.028231 , 0.024062 , 0.022002 , 0.024212 , 0.020145 , 0.018295 , 0.01762 , 0.019878 , 0.01856 , 0.020892 , 0.017852 , 0.017151 , 0.029574 , 0.024158 , 0.021013 , 0.03141 , 0.02538 , 0.028957 , 0.028781 , 0.037416 , 0.031314 , 0.031033 , 0.041958 , 0.018762 , 0.018423 , 0.021006 , 0.030516 , 0.032808 , 0.039675 , 0.026004 , 0.021792 , 0.021657 , 0.01849 , 0.023143 , 0.016235 , 0.035049 , 0.033629 , 0.037467 , 0.021327 , 0.028813 , 0.020901 , 0.036704 , 0.03461 , 0.033163 , 0.040102 , 0.022391 , 0.050796 , 0.020931 , 0.02023 , 0.022308 
 341 , 0.029975 , 0.018519 , 0.022671 , 0.026043 , 0.023048 , 0.026172 , 0.025182 , 0.027007 , 0.026345 , 0.023558 , 0.028651 , 0.029628 , 0.022669 , 0.023211 , 0.02674 , 0.023313 , 0.02209 , 0.018107 , 0.022609 , 0.021847 , 0.019813 , 0.01664 , 0.014595 , 0.017919 , 0.018468 , 0.019783 , 0.023173 , 0.019055 , 0.016045 , 0.022308 , 0.020595 , 0.022393 , 0.018268 , 0.027483 , 0.025794 , 0.022798 , 0.024806 , 0.017824 , 0.022115 , 0.02068 , 0.022591 , 0.026487 , 0.028753 , 0.026609 , 0.022507 , 0.045332 , 0.027728 , 0.016828 , 0.020993 , 0.024612 , 0.025738 , 0.022356 , 0.020466 , 0.021783 , 0.018329 , 0.017487 , 0.016927 , 0.018589 , 0.017776 , 0.019799 , 0.017163 , 0.016741 , 0.028974 , 0.023738 , 0.020445 , 0.03112 , 0.024686 , 0.026999 , 0.027642 , 0.034778 , 0.028833 , 0.029274 , 0.038889 , 0.017022 , 0.01703 , 0.019581 , 0.028117 , 0.031664 , 0.037379 , 0.025039 , 0.0192 , 0.019783 , 0.016004 , 0.023069 , 0.014628 , 0.03063 , 0.032997 , 0.034856 , 0.020753 , 0.027104 , 0.020845 , 0.032632 , 0.033312 , 0.03039 , 0.037923 , 0.021964 , 0.044823 , 0.016349 , 0.018786 , 0.021538 
 342 , 0.029824 , 0.018081 , 0.022652 , 0.025951 , 0.022795 , 0.025952 , 0.025001 , 0.026739 , 0.025801 , 0.023391 , 0.028321 , 0.029529 , 0.022409 , 0.023258 , 0.026605 , 0.02318 , 0.022006 , 0.017931 , 0.022227 , 0.021623 , 0.019452 , 0.016355 , 0.014383 , 0.017751 , 0.018243 , 0.01936 , 0.023049 , 0.01858 , 0.015881 , 0.022255 , 0.020332 , 0.022168 , 0.018151 , 0.027089 , 0.024829 , 0.022811 , 0.024399 , 0.017363 , 0.021778 , 0.02034 , 0.02266 , 0.026543 , 0.028554 , 0.026524 , 0.021766 , 0.044863 , 0.027603 , 0.016274 , 0.020607 , 0.023011 , 0.025084 , 0.021563 , 0.020748 , 0.021192 , 0.018534 , 0.017593 , 0.016721 , 0.018304 , 0.017394 , 0.019277 , 0.017227 , 0.016466 , 0.028927 , 0.023533 , 0.020461 , 0.031035 , 0.024458 , 0.026917 , 0.027436 , 0.034614 , 0.027819 , 0.029124 , 0.037968 , 0.017298 , 0.017258 , 0.019721 , 0.02808 , 0.031612 , 0.035359 , 0.025282 , 0.018909 , 0.019869 , 0.01588 , 0.02283 , 0.015329 , 0.030073 , 0.032688 , 0.034038 , 0.021032 , 0.026286 , 0.021948 , 0.03082 , 0.033797 , 0.030571 , 0.037663 , 0.023348 , 0.042004 , 0.015676 , 0.019282 , 0.022196 
 343 , 0.030273 , 0.018285 , 0.023251 , 0.026425 , 0.023252 , 0.026194 , 0.026307 , 0.026697 , 0.025662 , 0.023411 , 0.028377 , 0.029697 , 0.023002 , 0.023921 , 0.027125 , 0.023356 , 0.022979 , 0.018354 , 0.022263 , 0.021922 , 0.019734 , 0.016745 , 0.014843 , 0.018199 , 0.01849 , 0.019134 , 0.023086 , 0.019281 , 0.01625 , 0.022679 , 0.020483 , 0.022179 , 0.019232 , 0.026975 , 0.026267 , 0.023651 , 0.024452 , 0.017237 , 0.02174 , 0.021656 , 0.022782 , 0.026959 , 0.028733 , 0.027477 , 0.022474 , 0.043235 , 0.030772 , 0.018042 , 0.021075 , 0.022456 , 0.026082 , 0.021593 , 0.02288 , 0.022295 , 0.020777 , 0.018567 , 0.016988 , 0.019 , 0.017379 , 0.019311 , 0.018048 , 0.016311 , 0.029427 , 0.023527 , 0.021029 , 0.031138 , 0.024681 , 0.028728 , 0.028111 , 0.036821 , 0.028127 , 0.030551 , 0.038922 , 0.019614 , 0.019085 , 0.021364 , 0.030282 , 0.032633 , 0.033704 , 0.026636 , 0.020769 , 0.021728 , 0.018026 , 0.022408 , 0.018472 , 0.033025 , 0.032594 , 0.034782 , 0.022109 , 0.026261 , 0.02422 , 0.030923 , 0.035999 , 0.033514 , 0.039269 , 0.026326 , 0.04172 , 0.018313 , 0.02157 , 0.024132 
