MAY31MAT00004.spu,MAY31MAT00003.spu,MAY31MAT00002.spu,
Wavelength,MAY31MAT00005.spu,MAY31MAT00006.spu,MAY31MAT00007.spu,MAY31MAT00008.spu,MAY31MAT00009.spu,MAY31MAT00010.spu,MAY31MAT00011.spu,MAY31MAT00012.spu,MAY31MAT00013.spu,MAY31MAT00014.spu,MAY31MAT00015.spu,MAY31MAT00016.spu,MAY31MAT00017.spu,MAY31MAT00018.spu,MAY31MAT00019.spu,MAY31MAT00020.spu,MAY31MAT00021.spu,MAY31MAT00022.spu,MAY31MAT00023.spu,MAY31MAT00024.spu,MAY31MAT00025.spu,MAY31MAT00026.spu,MAY31MAT00027.spu,MAY31MAT00028.spu,MAY31MAT00029.spu,MAY31MAT00030.spu,MAY31MAT00031.spu,MAY31MAT00032.spu,MAY31MAT00033.spu,MAY31MAT00034.spu,MAY31MAT00035.spu,MAY31MAT00036.spu,MAY31MAT00037.spu,MAY31MAT00038.spu,MAY31MAT00039.spu,MAY31MAT00040.spu,MAY31MAT00041.spu,MAY31MAT00042.spu,MAY31MAT00043.spu,MAY31MAT00044.spu,MAY31MAT00045.spu,MAY31MAT00046.spu,MAY31MAT00047.spu,MAY31MAT00048.spu,MAY31MAT00049.spu,MAY31MAT00050.spu,MAY31MAT00051.spu,MAY31MAT00052.spu,MAY31MAT00053.spu,MAY31MAT00054.spu,MAY31MAT00055.spu,MAY31MAT00056.spu,MAY31MAT00057.spu,MAY31MAT00058.spu,MAY31MAT00059.spu,MAY31MAT00060.spu,MAY31MAT00061.spu,MAY31MAT00062.spu,MAY31MAT00063.spu,MAY31MAT00064.spu,MAY31MAT00065.spu,MAY31MAT00066.spu,MAY31MAT00067.spu,MAY31MAT00068.spu,MAY31MAT00069.spu,MAY31MAT00070.spu,MAY31MAT00071.spu,MAY31MAT00072.spu,MAY31MAT00073.spu,MAY31MAT00074.spu,MAY31MAT00075.spu,MAY31MAT00076.spu,MAY31MAT00077.spu,MAY31MAT00078.spu,MAY31MAT00079.spu,MAY31MAT00080.spu,MAY31MAT00081.spu,MAY31MAT00082.spu,MAY31MAT00083.spu,MAY31MAT00084.spu,MAY31MAT00085.spu,MAY31MAT00086.spu,MAY31MAT00087.spu,MAY31MAT00088.spu,MAY31MAT00089.spu,MAY31MAT00090.spu,MAY31MAT00091.spu,MAY31MAT00092.spu,MAY31MAT00093.spu,MAY31MAT00094.spu,MAY31MAT00095.spu,MAY31MAT00096.spu,MAY31MAT00097.spu,MAY31MAT00098.spu,MAY31MAT00099.spu,MAY31MAT00100.spu,MAY31MAT00101.spu,MAY31MAT00102.spu,MAY31MAT00103.spu,MAY31MAT00104.spu,MAY31MAT00105.spu,MAY31MAT00106.spu,MAY31MAT00107.spu,MAY31MAT00108.spu,MAY31MAT00109.spu,MAY31MAT00110.spu,MAY31MAT00111.spu,MAY31MAT00112.spu,MAY31MAT00113.spu,MAY31MAT00114.spu,MAY31MAT00115.spu,MAY31MAT00116.spu,MAY31MAT00117.spu,MAY31MAT00118.spu,MAY31MAT00119.spu,MAY31MAT00120.spu,MAY31MAT00121.spu,MAY31MAT00122.spu,MAY31MAT00123.spu,MAY31MAT00124.spu,MAY31MAT00125.spu,MAY31MAT00126.spu,MAY31MAT00127.spu,MAY31MAT00128.spu,MAY31MAT00129.spu,MAY31MAT00130.spu,MAY31MAT00131.spu,MAY31MAT00132.spu,MAY31MAT00133.spu,MAY31MAT00134.spu,MAY31MAT00135.spu,MAY31MAT00136.spu,MAY31MAT00137.spu,MAY31MAT00138.spu,MAY31MAT00139.spu,MAY31MAT00140.spu,MAY31MAT00141.spu,MAY31MAT00142.spu,MAY31MAT00143.spu,MAY31MAT00144.spu,MAY31MAT00145.spu
 400 , 0.018217 , 0.023899 , 0.026252 , 0.021096 , 0.022396 , 0.02317 , 0.024749 , 0.022207 , 0.025094 , 0.029364 , 0.026267 , 0.0287 , 0.021833 , 0.028369 , 0.025326 , 0.025236 , 0.044713 , 0.031176 , 0.027044 , 0.034633 , 0.022523 , 0.023464 , 0.024524 , 0.028867 , 0.028943 , 0.037204 , 0.034789 , 0.032963 , 0.037607 , 0.040301 , 0.057635 , 0.024056 , 0.031125 , 0.023395 , 0.026238 , 0.022694 , 0.028427 , 0.02781 , 0.031267 , 0.012197 , 0.020076 , 0.02216 , 0.01752 , 0.030145 , 0.030058 , 0.031263 , 0.014782 , 0.017607 , 0.024811 , 0.020167 , 0.027429 , 0.025189 , 0.018729 , 0.01911 , 0.018199 , 0.017128 , 0.020025 , 0.024549 , 0.03033 , 0.034916 , 0.024517 , 0.049251 , 0.023282 , 0.031089 , 0.039509 , 0.041347 , 0.036049 , 0.026136 , 0.034379 , 0.015497 , 0.034379 , 0.030584 , 0.022313 , 0.022716 , 0.028268 , 0.020944 , 0.041938 , 0.040668 , 0.040185 , 0.044872 , 0.039335 , 0.028656 , 0.02805 , 0.026888 , 0.024902 , 0.028899 , 0.016656 , 0.022785 , 0.02 , 0.020352 , 0.024985 , 0.024847 , 0.029909 , 0.023017 , 0.018613 , 0.020515 , 0.025998 , 0.026753 , 0.020497 , 0.027614 , 0.023544 , 0.025802 , 0.036151 , 0.031979 , 0.026118 , 0.027251 , 0.024023 , 0.022727 , 0.029629 , 0.040464 , 0.030566 , 0.035628 , 0.029266 , 0.028293 , 0.033674 , 0.02891 , 0.032244 , 0.021979 , 0.019746 , 0.030653 , 0.021209 , 0.022509 , 0.02248 , 0.024575 , 0.021971 , 0.029339 , 0.02183 , 0.027069 , 0.026093 , 0.019942 , 0.023344 , 0.029484 , 0.033093 , 0.035352 , 0.030857 , 0.035054 , 0.017995 , 0.0259 , 0.024829 , 0.030806 , 0.028594 
 401 , 0.018305 , 0.0242 , 0.02663 , 0.021562 , 0.022753 , 0.023599 , 0.025198 , 0.022538 , 0.025614 , 0.029965 , 0.026812 , 0.029142 , 0.021926 , 0.0288 , 0.025573 , 0.025706 , 0.045202 , 0.03155 , 0.027317 , 0.03497 , 0.02285 , 0.023762 , 0.024909 , 0.029301 , 0.029279 , 0.037697 , 0.035208 , 0.033178 , 0.03796 , 0.040639 , 0.057879 , 0.024352 , 0.031646 , 0.023688 , 0.026615 , 0.023076 , 0.02886 , 0.0284 , 0.031631 , 0.012399 , 0.020464 , 0.02252 , 0.017778 , 0.030622 , 0.030355 , 0.031668 , 0.014981 , 0.017889 , 0.025176 , 0.020431 , 0.027888 , 0.025528 , 0.018973 , 0.019425 , 0.018542 , 0.017448 , 0.020368 , 0.024942 , 0.030637 , 0.035267 , 0.02479 , 0.049547 , 0.023536 , 0.031475 , 0.039852 , 0.041641 , 0.036599 , 0.026471 , 0.034792 , 0.015734 , 0.034889 , 0.030952 , 0.022516 , 0.022957 , 0.028604 , 0.021139 , 0.042338 , 0.040988 , 0.040524 , 0.045187 , 0.039567 , 0.029042 , 0.028404 , 0.027138 , 0.025276 , 0.029209 , 0.016914 , 0.023161 , 0.020179 , 0.020575 , 0.025298 , 0.025057 , 0.030433 , 0.023325 , 0.018765 , 0.020887 , 0.02633 , 0.027042 , 0.020817 , 0.027895 , 0.023814 , 0.026059 , 0.036488 , 0.032232 , 0.026434 , 0.027628 , 0.024352 , 0.023069 , 0.029939 , 0.04091 , 0.030941 , 0.036087 , 0.029717 , 0.028663 , 0.034083 , 0.029246 , 0.032622 , 0.02223 , 0.020015 , 0.031001 , 0.021514 , 0.022813 , 0.022872 , 0.025005 , 0.022308 , 0.029706 , 0.022193 , 0.027432 , 0.026471 , 0.020297 , 0.023547 , 0.029821 , 0.033453 , 0.035616 , 0.031297 , 0.035308 , 0.01819 , 0.026237 , 0.025239 , 0.031468 , 0.028979 
 402 , 0.018384 , 0.02447 , 0.026965 , 0.021979 , 0.023067 , 0.023982 , 0.0256 , 0.022833 , 0.026077 , 0.030503 , 0.027298 , 0.029536 , 0.022013 , 0.029188 , 0.025793 , 0.026126 , 0.04564 , 0.031883 , 0.027562 , 0.03527 , 0.023143 , 0.024028 , 0.025249 , 0.029687 , 0.029581 , 0.038136 , 0.035584 , 0.033376 , 0.038276 , 0.040937 , 0.058103 , 0.024617 , 0.03211 , 0.023944 , 0.026954 , 0.023419 , 0.029248 , 0.028931 , 0.031955 , 0.012581 , 0.020814 , 0.022837 , 0.018009 , 0.031044 , 0.030617 , 0.032027 , 0.015159 , 0.018138 , 0.025502 , 0.020667 , 0.028299 , 0.025831 , 0.019193 , 0.019707 , 0.018852 , 0.01773 , 0.020671 , 0.025294 , 0.030908 , 0.035584 , 0.025037 , 0.049809 , 0.023759 , 0.031819 , 0.040154 , 0.041901 , 0.037085 , 0.026768 , 0.035161 , 0.015945 , 0.035346 , 0.031278 , 0.022701 , 0.023173 , 0.028904 , 0.021317 , 0.042695 , 0.041273 , 0.040827 , 0.045473 , 0.039773 , 0.029388 , 0.028719 , 0.027362 , 0.025612 , 0.029483 , 0.017144 , 0.023498 , 0.020338 , 0.020773 , 0.025581 , 0.025245 , 0.0309 , 0.0236 , 0.018902 , 0.021219 , 0.026628 , 0.027298 , 0.021098 , 0.028148 , 0.024054 , 0.026288 , 0.03679 , 0.032458 , 0.026712 , 0.027963 , 0.024644 , 0.023377 , 0.030216 , 0.041307 , 0.031274 , 0.036499 , 0.030121 , 0.028991 , 0.03445 , 0.029543 , 0.032961 , 0.022455 , 0.020255 , 0.031309 , 0.02179 , 0.023079 , 0.023219 , 0.025385 , 0.02261 , 0.030038 , 0.022516 , 0.027759 , 0.02681 , 0.020614 , 0.023725 , 0.030121 , 0.033769 , 0.035849 , 0.031694 , 0.035539 , 0.018361 , 0.026538 , 0.025604 , 0.032061 , 0.02932 
 403 , 0.018525 , 0.024788 , 0.027314 , 0.022239 , 0.023293 , 0.024296 , 0.025861 , 0.023212 , 0.026399 , 0.030763 , 0.027561 , 0.029737 , 0.022328 , 0.029487 , 0.026099 , 0.026349 , 0.046012 , 0.032059 , 0.02783 , 0.035673 , 0.023246 , 0.024277 , 0.0255 , 0.030067 , 0.029891 , 0.038526 , 0.035816 , 0.033636 , 0.038499 , 0.041206 , 0.058308 , 0.024927 , 0.032651 , 0.02425 , 0.027241 , 0.023677 , 0.029618 , 0.029506 , 0.032271 , 0.012923 , 0.021182 , 0.0231 , 0.018152 , 0.031413 , 0.030836 , 0.032344 , 0.015322 , 0.018306 , 0.025857 , 0.020955 , 0.028752 , 0.026126 , 0.019402 , 0.019855 , 0.019063 , 0.017983 , 0.020955 , 0.025619 , 0.031148 , 0.035939 , 0.025277 , 0.050038 , 0.023942 , 0.032021 , 0.040476 , 0.042133 , 0.037638 , 0.027149 , 0.035562 , 0.016153 , 0.035662 , 0.031578 , 0.022893 , 0.023381 , 0.029206 , 0.021566 , 0.043102 , 0.041571 , 0.041075 , 0.045812 , 0.040087 , 0.029775 , 0.028979 , 0.027668 , 0.025923 , 0.029767 , 0.017306 , 0.023773 , 0.020574 , 0.021013 , 0.02573 , 0.025442 , 0.031448 , 0.023927 , 0.019082 , 0.021585 , 0.026842 , 0.027614 , 0.021359 , 0.028441 , 0.024254 , 0.026503 , 0.037031 , 0.032717 , 0.027041 , 0.028299 , 0.024988 , 0.023719 , 0.030579 , 0.041733 , 0.031721 , 0.036981 , 0.030463 , 0.029179 , 0.034716 , 0.029887 , 0.033239 , 0.022658 , 0.020505 , 0.031578 , 0.021985 , 0.0233 , 0.023516 , 0.02575 , 0.022958 , 0.030398 , 0.022847 , 0.028003 , 0.027161 , 0.02089 , 0.023973 , 0.030398 , 0.034158 , 0.036 , 0.032051 , 0.035854 , 0.018594 , 0.026938 , 0.025873 , 0.032655 , 0.029767 
 404 , 0.018685 , 0.025107 , 0.027653 , 0.02244 , 0.023473 , 0.024581 , 0.026074 , 0.023598 , 0.026663 , 0.030929 , 0.027743 , 0.029872 , 0.022705 , 0.029751 , 0.026417 , 0.026503 , 0.04635 , 0.032184 , 0.028102 , 0.036095 , 0.023282 , 0.02451 , 0.025715 , 0.030433 , 0.030188 , 0.038891 , 0.035994 , 0.033904 , 0.038684 , 0.041452 , 0.058508 , 0.025236 , 0.033194 , 0.024557 , 0.027497 , 0.023902 , 0.029969 , 0.030075 , 0.03257 , 0.0133 , 0.021547 , 0.023333 , 0.01826 , 0.031751 , 0.03103 , 0.032636 , 0.015472 , 0.018439 , 0.02621 , 0.021251 , 0.029205 , 0.026409 , 0.019601 , 0.019964 , 0.019235 , 0.018217 , 0.021219 , 0.025926 , 0.031365 , 0.03629 , 0.025505 , 0.050249 , 0.024105 , 0.032165 , 0.040794 , 0.042349 , 0.038189 , 0.02754 , 0.035951 , 0.016353 , 0.035923 , 0.03186 , 0.023079 , 0.023579 , 0.029494 , 0.021832 , 0.043507 , 0.041862 , 0.041293 , 0.046155 , 0.040419 , 0.030164 , 0.029213 , 0.027985 , 0.026214 , 0.030047 , 0.017445 , 0.024023 , 0.02083 , 0.021258 , 0.025832 , 0.025629 , 0.032001 , 0.024257 , 0.01927 , 0.021949 , 0.027025 , 0.027938 , 0.021602 , 0.028733 , 0.024436 , 0.026706 , 0.037241 , 0.032976 , 0.027376 , 0.028624 , 0.025337 , 0.024062 , 0.030952 , 0.04215 , 0.032188 , 0.037464 , 0.030773 , 0.029318 , 0.034937 , 0.030227 , 0.03349 , 0.022849 , 0.020744 , 0.031825 , 0.022148 , 0.023493 , 0.023789 , 0.026094 , 0.023306 , 0.030757 , 0.023169 , 0.028215 , 0.027501 , 0.021145 , 0.02423 , 0.030659 , 0.034551 , 0.036118 , 0.032387 , 0.036189 , 0.018841 , 0.027357 , 0.026097 , 0.033225 , 0.030234 
 405 , 0.018833 , 0.025405 , 0.027969 , 0.022629 , 0.023648 , 0.024845 , 0.02627 , 0.02396 , 0.02691 , 0.031085 , 0.027918 , 0.030003 , 0.023055 , 0.029999 , 0.026713 , 0.026646 , 0.046668 , 0.032298 , 0.028352 , 0.036489 , 0.023316 , 0.02473 , 0.025915 , 0.030773 , 0.030465 , 0.039226 , 0.036161 , 0.034158 , 0.038859 , 0.041683 , 0.058691 , 0.025524 , 0.033704 , 0.024845 , 0.02774 , 0.02411 , 0.030295 , 0.030607 , 0.032851 , 0.013655 , 0.021886 , 0.023549 , 0.018363 , 0.032069 , 0.031208 , 0.032906 , 0.01561 , 0.018564 , 0.026543 , 0.021527 , 0.029624 , 0.026669 , 0.019785 , 0.020061 , 0.019394 , 0.018438 , 0.021467 , 0.026207 , 0.031571 , 0.036619 , 0.025717 , 0.050444 , 0.024256 , 0.032302 , 0.04109 , 0.042552 , 0.038701 , 0.027906 , 0.036315 , 0.016538 , 0.036165 , 0.03212 , 0.023257 , 0.023766 , 0.029762 , 0.02208 , 0.043887 , 0.042133 , 0.041497 , 0.046478 , 0.040727 , 0.030524 , 0.02943 , 0.028281 , 0.026488 , 0.030307 , 0.017573 , 0.024256 , 0.021069 , 0.021491 , 0.025927 , 0.025808 , 0.032515 , 0.024564 , 0.019445 , 0.022289 , 0.027195 , 0.028237 , 0.021827 , 0.029008 , 0.024604 , 0.026895 , 0.037441 , 0.033218 , 0.027685 , 0.028925 , 0.025662 , 0.024378 , 0.031299 , 0.04254 , 0.032622 , 0.037919 , 0.031062 , 0.02945 , 0.035146 , 0.030548 , 0.033724 , 0.023028 , 0.02097 , 0.032053 , 0.022301 , 0.023675 , 0.024039 , 0.026413 , 0.023628 , 0.031093 , 0.02347 , 0.028411 , 0.027823 , 0.021381 , 0.024465 , 0.030904 , 0.034921 , 0.036232 , 0.032701 , 0.036497 , 0.01907 , 0.027748 , 0.02631 , 0.033755 , 0.030671 
 406 , 0.018984 , 0.025722 , 0.028304 , 0.022796 , 0.023868 , 0.025214 , 0.026529 , 0.024287 , 0.027217 , 0.031385 , 0.028188 , 0.030206 , 0.023416 , 0.030318 , 0.026953 , 0.026853 , 0.046956 , 0.0325 , 0.028671 , 0.036844 , 0.023472 , 0.024995 , 0.026138 , 0.031129 , 0.030774 , 0.039626 , 0.036373 , 0.034418 , 0.039059 , 0.041932 , 0.058953 , 0.02581 , 0.034223 , 0.025158 , 0.028028 , 0.024391 , 0.030662 , 0.031189 , 0.033168 , 0.013992 , 0.022209 , 0.02378 , 0.018488 , 0.032428 , 0.031433 , 0.033188 , 0.01577 , 0.018744 , 0.026865 , 0.021805 , 0.03007 , 0.026969 , 0.019991 , 0.020203 , 0.019567 , 0.018668 , 0.021733 , 0.026509 , 0.031809 , 0.03696 , 0.025926 , 0.050697 , 0.024419 , 0.032508 , 0.041393 , 0.042795 , 0.039202 , 0.028252 , 0.036689 , 0.016738 , 0.036469 , 0.032416 , 0.023472 , 0.023963 , 0.030058 , 0.022313 , 0.04429 , 0.04238 , 0.04174 , 0.0468 , 0.041001 , 0.03091 , 0.029667 , 0.028564 , 0.026797 , 0.030554 , 0.017745 , 0.024479 , 0.021282 , 0.021725 , 0.026078 , 0.026006 , 0.033064 , 0.024867 , 0.019631 , 0.022625 , 0.027412 , 0.028552 , 0.022045 , 0.029311 , 0.024811 , 0.027069 , 0.03766 , 0.033479 , 0.028008 , 0.029259 , 0.025978 , 0.024711 , 0.031665 , 0.042931 , 0.033072 , 0.038367 , 0.031393 , 0.029671 , 0.03539 , 0.030866 , 0.033967 , 0.023224 , 0.021226 , 0.032324 , 0.022473 , 0.023888 , 0.024363 , 0.026765 , 0.023975 , 0.031457 , 0.023804 , 0.028647 , 0.028144 , 0.021629 , 0.024771 , 0.031189 , 0.03527 , 0.036401 , 0.033008 , 0.036808 , 0.019271 , 0.028096 , 0.026577 , 0.034331 , 0.031101 
 407 , 0.019146 , 0.026083 , 0.028682 , 0.022935 , 0.024174 , 0.025764 , 0.026906 , 0.024582 , 0.027621 , 0.031927 , 0.02863 , 0.030535 , 0.023815 , 0.030765 , 0.027112 , 0.027169 , 0.047226 , 0.032847 , 0.02911 , 0.037161 , 0.023815 , 0.025357 , 0.026394 , 0.031531 , 0.031148 , 0.04014 , 0.036661 , 0.034699 , 0.039308 , 0.042218 , 0.059358 , 0.026107 , 0.034796 , 0.025542 , 0.028404 , 0.0248 , 0.0311 , 0.031878 , 0.033561 , 0.014319 , 0.022528 , 0.024049 , 0.018665 , 0.032875 , 0.031729 , 0.033489 , 0.015974 , 0.019012 , 0.027197 , 0.022096 , 0.030571 , 0.02733 , 0.020239 , 0.020417 , 0.019767 , 0.018928 , 0.022031 , 0.02685 , 0.032104 , 0.037339 , 0.026136 , 0.051056 , 0.024614 , 0.032843 , 0.041718 , 0.043114 , 0.039712 , 0.028589 , 0.037089 , 0.01697 , 0.036887 , 0.032782 , 0.023754 , 0.024198 , 0.030418 , 0.022536 , 0.044744 , 0.042597 , 0.042065 , 0.047142 , 0.041229 , 0.031342 , 0.029941 , 0.02884 , 0.027189 , 0.030789 , 0.017987 , 0.024707 , 0.021474 , 0.021983 , 0.026317 , 0.026249 , 0.033699 , 0.025175 , 0.019848 , 0.022976 , 0.027726 , 0.028904 , 0.022269 , 0.029671 , 0.025082 , 0.027233 , 0.037916 , 0.033787 , 0.028367 , 0.029659 , 0.026297 , 0.025078 , 0.032084 , 0.043356 , 0.033565 , 0.038828 , 0.03181 , 0.030038 , 0.0357 , 0.031196 , 0.034239 , 0.023444 , 0.021535 , 0.032674 , 0.022685 , 0.024162 , 0.024808 , 0.027181 , 0.024372 , 0.031874 , 0.024207 , 0.028961 , 0.028497 , 0.021914 , 0.025195 , 0.031556 , 0.03562 , 0.036665 , 0.033319 , 0.037129 , 0.019448 , 0.028392 , 0.026943 , 0.03501 , 0.031544 
 408 , 0.019301 , 0.026424 , 0.029039 , 0.023068 , 0.024465 , 0.026282 , 0.027259 , 0.024856 , 0.028009 , 0.032436 , 0.029047 , 0.030847 , 0.024188 , 0.031189 , 0.027263 , 0.027467 , 0.047481 , 0.033173 , 0.029524 , 0.037466 , 0.024139 , 0.025695 , 0.026636 , 0.031914 , 0.031499 , 0.040626 , 0.036932 , 0.034969 , 0.039547 , 0.042487 , 0.059736 , 0.026388 , 0.035335 , 0.025907 , 0.028754 , 0.025186 , 0.031515 , 0.032525 , 0.03393 , 0.014629 , 0.022828 , 0.024302 , 0.018828 , 0.033299 , 0.032008 , 0.033776 , 0.016165 , 0.019264 , 0.027512 , 0.022372 , 0.031043 , 0.02767 , 0.020474 , 0.020621 , 0.019961 , 0.019175 , 0.022311 , 0.027174 , 0.032383 , 0.037698 , 0.026335 , 0.051394 , 0.024795 , 0.033157 , 0.042023 , 0.043416 , 0.040194 , 0.028905 , 0.037466 , 0.017191 , 0.037282 , 0.033128 , 0.024025 , 0.02442 , 0.030754 , 0.022746 , 0.045175 , 0.042805 , 0.042365 , 0.047464 , 0.041445 , 0.031751 , 0.030204 , 0.0291 , 0.027556 , 0.031014 , 0.018218 , 0.024921 , 0.021655 , 0.022229 , 0.02655 , 0.026481 , 0.034301 , 0.025471 , 0.02005 , 0.023309 , 0.028021 , 0.029239 , 0.022478 , 0.030008 , 0.025337 , 0.027389 , 0.038158 , 0.034081 , 0.028709 , 0.030037 , 0.026599 , 0.025426 , 0.032476 , 0.043758 , 0.034036 , 0.039266 , 0.032199 , 0.030391 , 0.035995 , 0.031507 , 0.034492 , 0.023655 , 0.02183 , 0.033002 , 0.022881 , 0.024424 , 0.025231 , 0.027577 , 0.02475 , 0.032273 , 0.024587 , 0.029259 , 0.028827 , 0.02218 , 0.025597 , 0.031902 , 0.035946 , 0.03692 , 0.033613 , 0.037433 , 0.019615 , 0.028672 , 0.027288 , 0.035649 , 0.031963 
 409 , 0.019446 , 0.026746 , 0.029375 , 0.023193 , 0.024741 , 0.02677 , 0.027596 , 0.025119 , 0.028373 , 0.03292 , 0.029441 , 0.031141 , 0.02454 , 0.031589 , 0.027407 , 0.027748 , 0.04772 , 0.033483 , 0.029917 , 0.037751 , 0.02445 , 0.026015 , 0.026869 , 0.032275 , 0.031835 , 0.041086 , 0.037188 , 0.035224 , 0.039772 , 0.042742 , 0.060097 , 0.026655 , 0.035845 , 0.026249 , 0.029087 , 0.025555 , 0.031909 , 0.033142 , 0.034284 , 0.014928 , 0.023115 , 0.02454 , 0.018986 , 0.0337 , 0.032275 , 0.034045 , 0.016345 , 0.019504 , 0.02781 , 0.022634 , 0.03149 , 0.027995 , 0.020699 , 0.02081 , 0.020141 , 0.019409 , 0.022576 , 0.027477 , 0.032649 , 0.038034 , 0.026524 , 0.051717 , 0.024967 , 0.03345 , 0.042314 , 0.043703 , 0.040647 , 0.029202 , 0.03782 , 0.017397 , 0.037652 , 0.033458 , 0.024281 , 0.024626 , 0.031071 , 0.022946 , 0.045584 , 0.043 , 0.042651 , 0.047765 , 0.041649 , 0.032139 , 0.030455 , 0.029346 , 0.027904 , 0.031223 , 0.018436 , 0.025123 , 0.021825 , 0.022457 , 0.026766 , 0.026697 , 0.034867 , 0.025748 , 0.020239 , 0.023624 , 0.028299 , 0.029551 , 0.022679 , 0.030332 , 0.025583 , 0.027535 , 0.038387 , 0.034353 , 0.029034 , 0.030398 , 0.026881 , 0.025756 , 0.03285 , 0.044134 , 0.034477 , 0.039681 , 0.032571 , 0.030722 , 0.036272 , 0.031807 , 0.034736 , 0.023854 , 0.022108 , 0.033314 , 0.023069 , 0.024667 , 0.025629 , 0.027949 , 0.025107 , 0.032645 , 0.024947 , 0.029539 , 0.029141 , 0.022437 , 0.025978 , 0.03223 , 0.036255 , 0.037155 , 0.033889 , 0.037722 , 0.019775 , 0.028939 , 0.027613 , 0.036251 , 0.032361 
 410 , 0.019573 , 0.027116 , 0.029829 , 0.023481 , 0.024821 , 0.02707 , 0.02786 , 0.02542 , 0.02858 , 0.033455 , 0.029965 , 0.031317 , 0.024817 , 0.031954 , 0.027716 , 0.028129 , 0.048136 , 0.033699 , 0.030242 , 0.038141 , 0.024655 , 0.026268 , 0.027079 , 0.032575 , 0.032136 , 0.041511 , 0.037413 , 0.035486 , 0.040006 , 0.042983 , 0.060344 , 0.027 , 0.036462 , 0.026541 , 0.02937 , 0.025859 , 0.03236 , 0.033786 , 0.034622 , 0.015239 , 0.023485 , 0.024879 , 0.019126 , 0.034187 , 0.032525 , 0.034411 , 0.016488 , 0.01973 , 0.028166 , 0.02291 , 0.032016 , 0.028344 , 0.020851 , 0.021082 , 0.020433 , 0.019664 , 0.022794 , 0.02774 , 0.032984 , 0.038348 , 0.026748 , 0.052028 , 0.025127 , 0.033774 , 0.042677 , 0.04398 , 0.041185 , 0.02956 , 0.038224 , 0.01758 , 0.03805 , 0.03372 , 0.024506 , 0.024812 , 0.031417 , 0.023179 , 0.046011 , 0.043281 , 0.042934 , 0.048091 , 0.04197 , 0.032587 , 0.03078 , 0.029713 , 0.028278 , 0.031537 , 0.018601 , 0.025387 , 0.022054 , 0.022658 , 0.026959 , 0.026893 , 0.035515 , 0.026061 , 0.020425 , 0.023936 , 0.028596 , 0.029878 , 0.022956 , 0.030693 , 0.025793 , 0.027736 , 0.03867 , 0.034593 , 0.029415 , 0.03073 , 0.027298 , 0.026086 , 0.033187 , 0.044567 , 0.034977 , 0.040134 , 0.032947 , 0.030987 , 0.03659 , 0.032074 , 0.035097 , 0.02406 , 0.022331 , 0.033546 , 0.023295 , 0.024887 , 0.025917 , 0.028328 , 0.02552 , 0.032992 , 0.025271 , 0.029808 , 0.029465 , 0.022683 , 0.026202 , 0.032533 , 0.036652 , 0.037318 , 0.034258 , 0.03805 , 0.019924 , 0.029304 , 0.027897 , 0.036888 , 0.032934 
 411 , 0.019695 , 0.027466 , 0.030255 , 0.023749 , 0.024898 , 0.027354 , 0.028111 , 0.025701 , 0.028777 , 0.033959 , 0.030463 , 0.031483 , 0.025073 , 0.032294 , 0.028003 , 0.028486 , 0.048531 , 0.033905 , 0.030546 , 0.038508 , 0.024848 , 0.026509 , 0.027279 , 0.03286 , 0.032419 , 0.041905 , 0.037626 , 0.035732 , 0.040227 , 0.043208 , 0.060572 , 0.027325 , 0.037039 , 0.026813 , 0.029635 , 0.026143 , 0.032781 , 0.034396 , 0.034942 , 0.015529 , 0.023833 , 0.025194 , 0.019258 , 0.034646 , 0.032756 , 0.034758 , 0.016624 , 0.019941 , 0.028503 , 0.023167 , 0.032511 , 0.028669 , 0.020994 , 0.021331 , 0.020707 , 0.019899 , 0.022996 , 0.027987 , 0.033302 , 0.038642 , 0.026958 , 0.052319 , 0.025273 , 0.034072 , 0.04302 , 0.04424 , 0.041688 , 0.029897 , 0.038604 , 0.017752 , 0.038425 , 0.033968 , 0.024719 , 0.024986 , 0.031741 , 0.023404 , 0.046412 , 0.043549 , 0.043199 , 0.048394 , 0.042271 , 0.033002 , 0.031087 , 0.030055 , 0.028627 , 0.031837 , 0.018755 , 0.025639 , 0.022272 , 0.022842 , 0.027142 , 0.027079 , 0.036124 , 0.026355 , 0.020594 , 0.024224 , 0.028877 , 0.030188 , 0.023221 , 0.031033 , 0.025993 , 0.02792 , 0.038937 , 0.034821 , 0.029776 , 0.031046 , 0.027691 , 0.026392 , 0.033497 , 0.044972 , 0.035449 , 0.040556 , 0.033302 , 0.031233 , 0.036894 , 0.032323 , 0.035437 , 0.024249 , 0.022542 , 0.033764 , 0.023508 , 0.025094 , 0.026184 , 0.028686 , 0.02591 , 0.033318 , 0.025581 , 0.030063 , 0.029768 , 0.022917 , 0.026409 , 0.032815 , 0.037023 , 0.037472 , 0.034609 , 0.038363 , 0.02007 , 0.029647 , 0.028161 , 0.037485 , 0.033472 
