MAT_00005.spu,MAT_00004.spu,MAT_00003.spu,MAT_00002.spu,MAT_00001.spu,
Wavelength,MAT_00006.spu,MAT_00007.spu,MAT_00008.spu,MAT_00009.spu,MAT_00010.spu,MAT_00011.spu,MAT_00012.spu,MAT_00013.spu,MAT_00014.spu,MAT_00015.spu,MAT_00016.spu,MAT_00017.spu,MAT_00018.spu,MAT_00019.spu,MAT_00020.spu,MAT_00021.spu,MAT_00022.spu,MAT_00023.spu,MAT_00024.spu,MAT_00025.spu,MAT_00026.spu,MAT_00027.spu,MAT_00028.spu,MAT_00029.spu,MAT_00030.spu,MAT_00031.spu,MAT_00032.spu,MAT_00033.spu,MAT_00034.spu,MAT_00035.spu,MAT_00036.spu,MAT_00037.spu,MAT_00038.spu,MAT_00039.spu,MAT_00040.spu,MAT_00041.spu,MAT_00042.spu,MAT_00043.spu,MAT_00044.spu,MAT_00045.spu,MAT_00046.spu,MAT_00047.spu,MAT_00048.spu,MAT_00049.spu,MAT_00050.spu,MAT_00051.spu,MAT_00052.spu,MAT_00053.spu,MAT_00054.spu,MAT_00055.spu,MAT_00056.spu,MAT_00057.spu,MAT_00058.spu,MAT_00059.spu,MAT_00060.spu,MAT_00061.spu,MAT_00062.spu,MAT_00063.spu,MAT_00064.spu,MAT_00065.spu,MAT_00066.spu,MAT_00067.spu,MAT_00068.spu,MAT_00069.spu,MAT_00070.spu,MAT_00071.spu,MAT_00072.spu,MAT_00073.spu,MAT_00074.spu,MAT_00075.spu,MAT_00076.spu,MAT_00077.spu,MAT_00078.spu,MAT_00079.spu,MAT_00080.spu,MAT_00081.spu,MAT_00082.spu,MAT_00083.spu,MAT_00084.spu,MAT_00085.spu,MAT_00086.spu,MAT_00087.spu,MAT_00088.spu,MAT_00089.spu,MAT_00090.spu,MAT_00091.spu,MAT_00092.spu,MAT_00093.spu,MAT_00094.spu,MAT_00095.spu,MAT_00096.spu,MAT_00097.spu,MAT_00098.spu,MAT_00099.spu,MAT_00100.spu,MAT_00101.spu,MAT_00102.spu,MAT_00103.spu,MAT_00104.spu,MAT_00105.spu,MAT_00106.spu,MAT_00107.spu,MAT_00108.spu,MAT_00109.spu,MAT_00110.spu
 439 , 0.041259 , 0.040035 , 0.031423 , 0.036206 , 0.036739 , 0.032962 , 0.032061 , 0.038699 , 0.041304 , 0.031581 , 0.045336 , 0.037512 , 0.027503 , 0.032346 , 0.036108 , 0.040463 , 0.036228 , 0.035988 , 0.038211 , 0.048437 , 0.038999 , 0.038293 , 0.05569 , 0.051718 , 0.054158 , 0.033413 , 0.052191 , 0.032782 , 0.036521 , 0.029726 , 0.031828 , 0.031543 , 0.031423 , 0.0396 , 0.05334 , 0.03806 , 0.033555 , 0.026039 , 0.041447 , 0.027819 , 0.038886 , 0.030792 , 0.027241 , 0.034689 , 0.050134 , 0.025228 , 0.038849 , 0.042896 , 0.028465 , 0.038901 , 0.031798 , 0.030589 , 0.032099 , 0.033803 , 0.025724 , 0.030439 , 0.034839 , 0.039224 , 0.025957 , 0.038331 , 0.038608 , 0.048167 , 0.035019 , 0.049751 , 0.043962 , 0.028772 , 0.035605 , 0.036258 , 0.036596 , 0.035755 , 0.029628 , 0.04252 , 0.03077 , 0.029531 , 0.029989 , 0.025153 , 0.041815 , 0.038443 , 0.039269 , 0.034884 , 0.048835 , 0.042032 , 0.044367 , 0.038661 , 0.029005 , 0.02899 , 0.026039 , 0.025198 , 0.042716 , 0.039194 , 0.03559 , 0.041942 , 0.032767 , 0.023982 , 0.030552 , 0.044901 , 0.029305 , 0.043129 , 0.040478 , 0.041439 , 0.062328 , 0.032324 , 0.030244 , 0.031686 , 0.033908 
 440 , 0.041439 , 0.040293 , 0.031554 , 0.036398 , 0.036971 , 0.033173 , 0.032314 , 0.038945 , 0.041604 , 0.031787 , 0.045612 , 0.037717 , 0.027688 , 0.032533 , 0.036323 , 0.040595 , 0.036421 , 0.036142 , 0.03838 , 0.048634 , 0.039148 , 0.038478 , 0.056063 , 0.051964 , 0.054458 , 0.033641 , 0.052521 , 0.032962 , 0.03673 , 0.029858 , 0.032028 , 0.031802 , 0.031636 , 0.039894 , 0.053802 , 0.038365 , 0.033821 , 0.026212 , 0.041853 , 0.028012 , 0.039208 , 0.031019 , 0.027402 , 0.034906 , 0.050563 , 0.025338 , 0.03905 , 0.043089 , 0.028577 , 0.039073 , 0.031975 , 0.03077 , 0.032337 , 0.034032 , 0.025858 , 0.030664 , 0.035102 , 0.039555 , 0.026151 , 0.038673 , 0.038975 , 0.048573 , 0.035298 , 0.050118 , 0.044339 , 0.028932 , 0.035825 , 0.036526 , 0.036873 , 0.035984 , 0.029843 , 0.042862 , 0.031004 , 0.029745 , 0.03019 , 0.025323 , 0.042207 , 0.038899 , 0.039585 , 0.035178 , 0.049041 , 0.042252 , 0.04458 , 0.038832 , 0.029173 , 0.029143 , 0.026182 , 0.025368 , 0.042983 , 0.039472 , 0.035735 , 0.042132 , 0.03294 , 0.02408 , 0.030793 , 0.045213 , 0.029504 , 0.043465 , 0.040828 , 0.041755 , 0.062926 , 0.032563 , 0.030544 , 0.031938 , 0.034175 
 441 , 0.041699 , 0.040641 , 0.031756 , 0.036674 , 0.037279 , 0.03344 , 0.03264 , 0.039243 , 0.041978 , 0.03205 , 0.045945 , 0.037989 , 0.02797 , 0.032798 , 0.036614 , 0.040792 , 0.036674 , 0.036342 , 0.038616 , 0.048884 , 0.039356 , 0.038729 , 0.0565 , 0.052269 , 0.054822 , 0.033932 , 0.052903 , 0.033191 , 0.036991 , 0.03004 , 0.032284 , 0.032148 , 0.031922 , 0.040248 , 0.054316 , 0.038714 , 0.034151 , 0.026452 , 0.042318 , 0.028272 , 0.039583 , 0.031317 , 0.027645 , 0.035186 , 0.05106 , 0.025515 , 0.039326 , 0.043338 , 0.028756 , 0.039296 , 0.032224 , 0.031 , 0.032632 , 0.034332 , 0.026059 , 0.030947 , 0.03542 , 0.039938 , 0.026406 , 0.039069 , 0.039402 , 0.049035 , 0.035647 , 0.050538 , 0.044789 , 0.029149 , 0.036085 , 0.036855 , 0.037226 , 0.036274 , 0.030124 , 0.04327 , 0.031302 , 0.030033 , 0.030456 , 0.02556 , 0.042651 , 0.039402 , 0.039953 , 0.035533 , 0.049292 , 0.042537 , 0.044842 , 0.039054 , 0.029391 , 0.029353 , 0.026376 , 0.025598 , 0.0433 , 0.039817 , 0.035941 , 0.042386 , 0.033168 , 0.024238 , 0.031106 , 0.045582 , 0.029753 , 0.043859 , 0.04123 , 0.042114 , 0.063579 , 0.032859 , 0.030902 , 0.032247 , 0.034491 
 442 , 0.041957 , 0.040972 , 0.031956 , 0.036941 , 0.037585 , 0.033706 , 0.032956 , 0.039532 , 0.042343 , 0.032305 , 0.046275 , 0.038252 , 0.028236 , 0.033055 , 0.036903 , 0.040987 , 0.036926 , 0.03654 , 0.03885 , 0.049124 , 0.039555 , 0.038979 , 0.056935 , 0.052563 , 0.055169 , 0.034206 , 0.053275 , 0.033411 , 0.037252 , 0.030221 , 0.032532 , 0.032479 , 0.032199 , 0.040601 , 0.054813 , 0.039063 , 0.034479 , 0.026683 , 0.042767 , 0.028524 , 0.039957 , 0.031623 , 0.027888 , 0.035464 , 0.051548 , 0.025691 , 0.0396 , 0.043586 , 0.028941 , 0.03951 , 0.032464 , 0.031229 , 0.032926 , 0.034623 , 0.026251 , 0.031229 , 0.035729 , 0.040313 , 0.02666 , 0.039464 , 0.03982 , 0.049487 , 0.035987 , 0.050957 , 0.045222 , 0.029365 , 0.03635 , 0.037176 , 0.037562 , 0.036555 , 0.030395 , 0.043676 , 0.0316 , 0.030312 , 0.030721 , 0.025782 , 0.043085 , 0.039904 , 0.040313 , 0.035881 , 0.049533 , 0.042813 , 0.045093 , 0.039275 , 0.029615 , 0.029555 , 0.026562 , 0.025827 , 0.043616 , 0.040146 , 0.036146 , 0.042631 , 0.033388 , 0.024395 , 0.031418 , 0.045942 , 0.029994 , 0.044237 , 0.041623 , 0.042457 , 0.064215 , 0.033153 , 0.031244 , 0.032547 , 0.034805 
 443 , 0.042137 , 0.041218 , 0.032083 , 0.037118 , 0.037809 , 0.033905 , 0.033192 , 0.039775 , 0.042638 , 0.032493 , 0.046526 , 0.038439 , 0.028415 , 0.033245 , 0.03711 , 0.041112 , 0.037102 , 0.036685 , 0.039016 , 0.049305 , 0.039684 , 0.03916 , 0.057286 , 0.052791 , 0.055456 , 0.034429 , 0.053581 , 0.033579 , 0.037444 , 0.030344 , 0.032706 , 0.032728 , 0.032402 , 0.040876 , 0.055259 , 0.039358 , 0.034726 , 0.026851 , 0.043139 , 0.028704 , 0.040246 , 0.031832 , 0.028043 , 0.03566 , 0.05194 , 0.02578 , 0.039783 , 0.043754 , 0.02903 , 0.039661 , 0.03263 , 0.031392 , 0.033154 , 0.034832 , 0.026373 , 0.031453 , 0.035979 , 0.040618 , 0.026851 , 0.039775 , 0.040163 , 0.049882 , 0.036252 , 0.05131 , 0.045592 , 0.029516 , 0.03654 , 0.037421 , 0.037816 , 0.036753 , 0.030602 , 0.04399 , 0.031817 , 0.030526 , 0.030914 , 0.025947 , 0.043451 , 0.04033 , 0.040611 , 0.036146 , 0.049715 , 0.043018 , 0.045288 , 0.039426 , 0.029759 , 0.029691 , 0.026692 , 0.025978 , 0.043861 , 0.040413 , 0.036275 , 0.042805 , 0.033541 , 0.024482 , 0.031643 , 0.046245 , 0.030169 , 0.044552 , 0.041947 , 0.042744 , 0.064774 , 0.033374 , 0.031521 , 0.032774 , 0.035037 
 444 , 0.04218 , 0.041306 , 0.032081 , 0.037127 , 0.037872 , 0.033996 , 0.03329 , 0.039938 , 0.042818 , 0.032568 , 0.046656 , 0.038487 , 0.028419 , 0.033312 , 0.03718 , 0.041101 , 0.037157 , 0.036739 , 0.039072 , 0.049391 , 0.039688 , 0.039216 , 0.057506 , 0.052917 , 0.05563 , 0.034551 , 0.053768 , 0.033654 , 0.037522 , 0.030372 , 0.032742 , 0.032849 , 0.032477 , 0.041025 , 0.055622 , 0.039558 , 0.034847 , 0.026876 , 0.043373 , 0.028761 , 0.040402 , 0.031876 , 0.028047 , 0.035736 , 0.05218 , 0.025729 , 0.039802 , 0.043776 , 0.028966 , 0.03968 , 0.032659 , 0.031458 , 0.033267 , 0.034893 , 0.02639 , 0.031565 , 0.036109 , 0.040789 , 0.02693 , 0.039931 , 0.040364 , 0.050181 , 0.036397 , 0.051549 , 0.045827 , 0.029551 , 0.036618 , 0.037537 , 0.03791 , 0.036815 , 0.030698 , 0.044163 , 0.031899 , 0.030615 , 0.030995 , 0.02598 , 0.043692 , 0.040622 , 0.040789 , 0.036276 , 0.049786 , 0.043107 , 0.045364 , 0.039467 , 0.029764 , 0.029711 , 0.026702 , 0.02598 , 0.043973 , 0.040554 , 0.036283 , 0.042849 , 0.033571 , 0.024452 , 0.031724 , 0.04642 , 0.030227 , 0.044748 , 0.042142 , 0.042925 , 0.065196 , 0.033464 , 0.031671 , 0.032879 , 0.035121 
 445 , 0.04223 , 0.041393 , 0.032079 , 0.037128 , 0.037934 , 0.034086 , 0.033379 , 0.040093 , 0.042998 , 0.032634 , 0.046784 , 0.038542 , 0.028429 , 0.033379 , 0.037249 , 0.041097 , 0.037204 , 0.036793 , 0.039128 , 0.049476 , 0.039698 , 0.03928 , 0.057726 , 0.053034 , 0.05581 , 0.034664 , 0.053947 , 0.033721 , 0.037592 , 0.030391 , 0.032779 , 0.032961 , 0.032543 , 0.041173 , 0.055977 , 0.039759 , 0.034968 , 0.026909 , 0.043606 , 0.028817 , 0.040557 , 0.031927 , 0.028049 , 0.035805 , 0.052418 , 0.025669 , 0.039812 , 0.043788 , 0.028901 , 0.039705 , 0.032687 , 0.031516 , 0.033387 , 0.034953 , 0.026399 , 0.031676 , 0.036238 , 0.04096 , 0.027008 , 0.040093 , 0.040565 , 0.050472 , 0.036542 , 0.05178 , 0.046062 , 0.029585 , 0.036687 , 0.037645 , 0.037995 , 0.036869 , 0.030794 , 0.044328 , 0.03198 , 0.030703 , 0.031068 , 0.026012 , 0.043933 , 0.040907 , 0.04096 , 0.036405 , 0.049848 , 0.043188 , 0.045431 , 0.0395 , 0.029768 , 0.02973 , 0.026711 , 0.025981 , 0.044077 , 0.040686 , 0.036284 , 0.042899 , 0.033592 , 0.02443 , 0.031805 , 0.046602 , 0.030277 , 0.044944 , 0.042329 , 0.043097 , 0.065603 , 0.033562 , 0.031813 , 0.032984 , 0.035197 
 446 , 0.042272 , 0.041473 , 0.032076 , 0.037136 , 0.038003 , 0.034176 , 0.033469 , 0.040255 , 0.043169 , 0.0327 , 0.046913 , 0.038589 , 0.02844 , 0.033446 , 0.037319 , 0.041085 , 0.037258 , 0.036839 , 0.039183 , 0.04956 , 0.0397 , 0.039335 , 0.057937 , 0.053159 , 0.055974 , 0.034785 , 0.054125 , 0.033796 , 0.037669 , 0.030418 , 0.032814 , 0.033073 , 0.032609 , 0.041313 , 0.056324 , 0.039951 , 0.035089 , 0.026933 , 0.043831 , 0.028866 , 0.040704 , 0.031978 , 0.028052 , 0.035873 , 0.052649 , 0.025617 , 0.039822 , 0.043808 , 0.028835 , 0.03973 , 0.032716 , 0.031582 , 0.033499 , 0.035013 , 0.026408 , 0.031787 , 0.03636 , 0.041123 , 0.027078 , 0.040248 , 0.040758 , 0.050755 , 0.036687 , 0.05201 , 0.046289 , 0.029619 , 0.036756 , 0.03776 , 0.038079 , 0.036931 , 0.03089 , 0.044493 , 0.032054 , 0.030791 , 0.031141 , 0.026043 , 0.044174 , 0.041191 , 0.04113 , 0.036535 , 0.04991 , 0.043268 , 0.045505 , 0.03954 , 0.029779 , 0.029748 , 0.026728 , 0.025982 , 0.044189 , 0.040818 , 0.036291 , 0.042941 , 0.033613 , 0.0244 , 0.031879 , 0.046776 , 0.030334 , 0.045132 , 0.042515 , 0.043261 , 0.066009 , 0.033651 , 0.031962 , 0.033088 , 0.035272 
 447 , 0.042536 , 0.04182 , 0.032282 , 0.037405 , 0.038258 , 0.034436 , 0.033797 , 0.040579 , 0.043533 , 0.032975 , 0.047247 , 0.038874 , 0.028689 , 0.033713 , 0.037626 , 0.041287 , 0.037496 , 0.03707 , 0.039377 , 0.04979 , 0.039887 , 0.039552 , 0.058323 , 0.053428 , 0.056283 , 0.035068 , 0.054479 , 0.03401 , 0.037892 , 0.030608 , 0.033036 , 0.033356 , 0.032868 , 0.041622 , 0.056793 , 0.040282 , 0.035373 , 0.027152 , 0.044225 , 0.029085 , 0.041066 , 0.032229 , 0.028286 , 0.036103 , 0.053116 , 0.025774 , 0.040046 , 0.044043 , 0.028994 , 0.03994 , 0.032952 , 0.031841 , 0.033767 , 0.035266 , 0.026588 , 0.032023 , 0.036659 , 0.041493 , 0.027296 , 0.04061 , 0.041127 , 0.051167 , 0.036964 , 0.05237 , 0.046676 , 0.029793 , 0.037002 , 0.038022 , 0.038364 , 0.037161 , 0.03111 , 0.044834 , 0.032305 , 0.031011 , 0.031338 , 0.026246 , 0.04456 , 0.041592 , 0.04147 , 0.036834 , 0.050117 , 0.043487 , 0.045733 , 0.039727 , 0.029968 , 0.029953 , 0.026885 , 0.026162 , 0.044461 , 0.041104 , 0.036438 , 0.043122 , 0.033797 , 0.024526 , 0.032138 , 0.047087 , 0.030554 , 0.045481 , 0.042817 , 0.043563 , 0.066528 , 0.033896 , 0.032259 , 0.03331 , 0.035525 
 448 , 0.042798 , 0.042166 , 0.032494 , 0.037669 , 0.038513 , 0.034701 , 0.034122 , 0.040903 , 0.043901 , 0.033262 , 0.047592 , 0.03916 , 0.02894 , 0.033978 , 0.037935 , 0.041496 , 0.037729 , 0.037303 , 0.039579 , 0.050027 , 0.040081 , 0.039769 , 0.058702 , 0.053695 , 0.056587 , 0.035348 , 0.054829 , 0.034221 , 0.03811 , 0.030804 , 0.033247 , 0.033628 , 0.033125 , 0.04193 , 0.057249 , 0.040606 , 0.03566 , 0.027365 , 0.044624 , 0.029298 , 0.041428 , 0.032479 , 0.028522 , 0.036329 , 0.053573 , 0.025927 , 0.040263 , 0.044274 , 0.029146 , 0.040149 , 0.033186 , 0.032098 , 0.034031 , 0.035515 , 0.026771 , 0.032258 , 0.036953 , 0.041854 , 0.027509 , 0.040971 , 0.041481 , 0.051572 , 0.037242 , 0.052721 , 0.047067 , 0.029967 , 0.03725 , 0.038285 , 0.03865 , 0.037387 , 0.03133 , 0.045172 , 0.032555 , 0.031231 , 0.031535 , 0.026436 , 0.044951 , 0.041991 , 0.041801 , 0.037128 , 0.050324 , 0.043703 , 0.045956 , 0.039921 , 0.030158 , 0.030165 , 0.027045 , 0.026338 , 0.044738 , 0.04139 , 0.036588 , 0.0433 , 0.033978 , 0.024648 , 0.032395 , 0.047394 , 0.030774 , 0.045826 , 0.043117 , 0.043848 , 0.067035 , 0.034138 , 0.032555 , 0.033536 , 0.035774 
 449 , 0.043059 , 0.042512 , 0.032698 , 0.037939 , 0.038769 , 0.034957 , 0.034448 , 0.041226 , 0.044269 , 0.033542 , 0.047921 , 0.039438 , 0.029183 , 0.03425 , 0.038244 , 0.041698 , 0.037962 , 0.037529 , 0.039773 , 0.050256 , 0.040267 , 0.039978 , 0.059074 , 0.053961 , 0.05689 , 0.035627 , 0.055178 , 0.034425 , 0.038335 , 0.030994 , 0.033466 , 0.033907 , 0.033375 , 0.04223 , 0.057704 , 0.040929 , 0.035946 , 0.027585 , 0.045015 , 0.029518 , 0.041781 , 0.032728 , 0.028757 , 0.036555 , 0.05403 , 0.026079 , 0.04048 , 0.044505 , 0.029297 , 0.040359 , 0.03342 , 0.032355 , 0.034295 , 0.035764 , 0.026946 , 0.032492 , 0.037247 , 0.042215 , 0.027722 , 0.041332 , 0.041842 , 0.051968 , 0.037521 , 0.053071 , 0.047449 , 0.030142 , 0.037491 , 0.03854 , 0.038928 , 0.037612 , 0.031549 , 0.045509 , 0.032804 , 0.03145 , 0.031732 , 0.026634 , 0.045334 , 0.042382 , 0.042131 , 0.037422 , 0.05053 , 0.043911 , 0.046171 , 0.040108 , 0.030347 , 0.03037 , 0.027205 , 0.026505 , 0.045007 , 0.041667 , 0.03673 , 0.043478 , 0.034158 , 0.024771 , 0.032644 , 0.0477 , 0.030986 , 0.046163 , 0.043409 , 0.04414 , 0.067533 , 0.034371 , 0.03285 , 0.033755 , 0.036022 
 450 , 0.043222 , 0.042728 , 0.032826 , 0.0381 , 0.038945 , 0.035124 , 0.034637 , 0.041449 , 0.044531 , 0.033694 , 0.048162 , 0.039615 , 0.029332 , 0.034424 , 0.03842 , 0.041784 , 0.038115 , 0.037651 , 0.039889 , 0.050392 , 0.040361 , 0.040117 , 0.059373 , 0.054136 , 0.057082 , 0.035787 , 0.055415 , 0.034554 , 0.038473 , 0.031075 , 0.033587 , 0.034097 , 0.033534 , 0.042438 , 0.058064 , 0.04116 , 0.036137 , 0.027681 , 0.045285 , 0.029645 , 0.042005 , 0.032864 , 0.028868 , 0.0367 , 0.054342 , 0.026121 , 0.040574 , 0.0446 , 0.029348 , 0.04046 , 0.033534 , 0.032491 , 0.034462 , 0.035931 , 0.027034 , 0.032643 , 0.03743 , 0.042461 , 0.027833 , 0.041578 , 0.042088 , 0.052279 , 0.037712 , 0.053337 , 0.047728 , 0.030238 , 0.037636 , 0.038709 , 0.039105 , 0.037743 , 0.031692 , 0.045734 , 0.032963 , 0.031585 , 0.031852 , 0.026745 , 0.045605 , 0.042682 , 0.042362 , 0.037628 , 0.05062 , 0.044044 , 0.046282 , 0.040178 , 0.030428 , 0.030451 , 0.02727 , 0.026585 , 0.045178 , 0.04186 , 0.036768 , 0.043557 , 0.034234 , 0.024796 , 0.032795 , 0.047903 , 0.031083 , 0.046366 , 0.043618 , 0.044341 , 0.067912 , 0.034485 , 0.033001 , 0.033869 , 0.036159 
 451 , 0.043312 , 0.042863 , 0.032914 , 0.0382 , 0.039075 , 0.035234 , 0.034732 , 0.041616 , 0.044727 , 0.033766 , 0.04834 , 0.039714 , 0.029407 , 0.034542 , 0.038512 , 0.041806 , 0.038208 , 0.037706 , 0.03995 , 0.050477 , 0.040399 , 0.040193 , 0.059613 , 0.05425 , 0.057209 , 0.035873 , 0.055589 , 0.034618 , 0.03855 , 0.031088 , 0.033636 , 0.03423 , 0.033636 , 0.042574 , 0.05835 , 0.041319 , 0.036253 , 0.027703 , 0.045465 , 0.029704 , 0.04214 , 0.032929 , 0.028897 , 0.036793 , 0.054554 , 0.026091 , 0.040589 , 0.04459 , 0.029331 , 0.04049 , 0.033568 , 0.032556 , 0.034564 , 0.03604 , 0.027072 , 0.032739 , 0.037546 , 0.042627 , 0.027878 , 0.04176 , 0.04227 , 0.052523 , 0.037858 , 0.053543 , 0.047944 , 0.030267 , 0.037713 , 0.038809 , 0.039212 , 0.037797 , 0.031796 , 0.045898 , 0.033058 , 0.031674 , 0.031917 , 0.026798 , 0.045792 , 0.042924 , 0.042528 , 0.037774 , 0.050629 , 0.044126 , 0.046324 , 0.040178 , 0.030434 , 0.030442 , 0.02727 , 0.026585 , 0.045282 , 0.041988 , 0.03674 , 0.043571 , 0.034237 , 0.024759 , 0.032868 , 0.048036 , 0.031111 , 0.046476 , 0.043768 , 0.044483 , 0.068216 , 0.034511 , 0.033066 , 0.033918 , 0.036223 
 452 , 0.043409 , 0.043006 , 0.032994 , 0.0383 , 0.039197 , 0.035351 , 0.034834 , 0.041782 , 0.044922 , 0.033838 , 0.048518 , 0.039821 , 0.029489 , 0.034659 , 0.038612 , 0.04182 , 0.0383 , 0.03776 , 0.040011 , 0.050555 , 0.040429 , 0.040277 , 0.05986 , 0.054356 , 0.057336 , 0.035959 , 0.055763 , 0.034689 , 0.038627 , 0.031101 , 0.033686 , 0.034362 , 0.033731 , 0.04271 , 0.058644 , 0.041486 , 0.036362 , 0.027718 , 0.045652 , 0.029763 , 0.042276 , 0.032994 , 0.028927 , 0.036886 , 0.054767 , 0.026053 , 0.040596 , 0.044587 , 0.029307 , 0.04052 , 0.033594 , 0.032614 , 0.034666 , 0.036149 , 0.027102 , 0.032834 , 0.037662 , 0.042793 , 0.027923 , 0.041942 , 0.042451 , 0.052775 , 0.038004 , 0.053748 , 0.04816 , 0.030303 , 0.037791 , 0.038916 , 0.039319 , 0.037859 , 0.031899 , 0.046055 , 0.033161 , 0.031755 , 0.031983 , 0.026851 , 0.045978 , 0.043166 , 0.042694 , 0.037928 , 0.050646 , 0.0442 , 0.046359 , 0.040186 , 0.030447 , 0.030439 , 0.027269 , 0.026593 , 0.045378 , 0.042117 , 0.036711 , 0.043584 , 0.034241 , 0.024723 , 0.032948 , 0.048168 , 0.031131 , 0.046587 , 0.043911 , 0.044618 , 0.068512 , 0.034537 , 0.033131 , 0.033959 , 0.036293 
 453 , 0.043557 , 0.043193 , 0.03312 , 0.038449 , 0.039376 , 0.035507 , 0.03499 , 0.041991 , 0.045154 , 0.033964 , 0.048734 , 0.039977 , 0.029608 , 0.034823 , 0.038768 , 0.041877 , 0.038449 , 0.037856 , 0.040114 , 0.050673 , 0.040494 , 0.040388 , 0.060129 , 0.054496 , 0.057506 , 0.036085 , 0.055963 , 0.034793 , 0.038738 , 0.031159 , 0.033774 , 0.034534 , 0.033865 , 0.042896 , 0.058974 , 0.041687 , 0.036526 , 0.027784 , 0.045876 , 0.029867 , 0.042455 , 0.033113 , 0.029 , 0.03702 , 0.055036 , 0.026089 , 0.040661 , 0.044637 , 0.029342 , 0.040593 , 0.033683 , 0.032725 , 0.034808 , 0.03629 , 0.027183 , 0.032968 , 0.037818 , 0.043002 , 0.028012 , 0.042166 , 0.04266 , 0.053052 , 0.038183 , 0.053979 , 0.048407 , 0.030369 , 0.037902 , 0.03905 , 0.03946 , 0.037955 , 0.032041 , 0.046248 , 0.033303 , 0.031881 , 0.032102 , 0.02694 , 0.046203 , 0.043421 , 0.042896 , 0.038115 , 0.050695 , 0.044295 , 0.046431 , 0.04022 , 0.030498 , 0.030475 , 0.02732 , 0.026644 , 0.045511 , 0.04228 , 0.036724 , 0.043633 , 0.034283 , 0.024736 , 0.033067 , 0.048331 , 0.031205 , 0.046727 , 0.044097 , 0.044789 , 0.068825 , 0.03461 , 0.033234 , 0.034048 , 0.036397 
 454 , 0.043836 , 0.043525 , 0.033374 , 0.038726 , 0.039691 , 0.035796 , 0.03531 , 0.042325 , 0.045498 , 0.034232 , 0.049051 , 0.040283 , 0.029844 , 0.035105 , 0.039076 , 0.042059 , 0.038711 , 0.038096 , 0.040313 , 0.050881 , 0.040662 , 0.040594 , 0.060462 , 0.054707 , 0.057775 , 0.036327 , 0.056218 , 0.034991 , 0.038916 , 0.031324 , 0.033974 , 0.034801 , 0.034088 , 0.043183 , 0.059384 , 0.041999 , 0.036798 , 0.027969 , 0.046227 , 0.030072 , 0.042758 , 0.033359 , 0.029191 , 0.037246 , 0.055421 , 0.026291 , 0.040845 , 0.044823 , 0.029495 , 0.040791 , 0.033883 , 0.032949 , 0.035075 , 0.036517 , 0.027377 , 0.033192 , 0.038081 , 0.043297 , 0.028204 , 0.042462 , 0.042948 , 0.053409 , 0.038453 , 0.054275 , 0.048717 , 0.03052 , 0.038096 , 0.039235 , 0.039683 , 0.038134 , 0.032273 , 0.046523 , 0.033534 , 0.032106 , 0.032342 , 0.027118 , 0.046501 , 0.043714 , 0.04316 , 0.038362 , 0.050813 , 0.044443 , 0.046569 , 0.040359 , 0.030641 , 0.030633 , 0.027498 , 0.0268 , 0.045711 , 0.042553 , 0.036828 , 0.043752 , 0.034407 , 0.024856 , 0.033291 , 0.048558 , 0.031385 , 0.046956 , 0.044337 , 0.045013 , 0.06917 , 0.034794 , 0.033427 , 0.034217 , 0.036586 
 455 , 0.044121 , 0.043855 , 0.033619 , 0.03901 , 0.040011 , 0.036091 , 0.035629 , 0.042657 , 0.045849 , 0.034506 , 0.049367 , 0.040587 , 0.030086 , 0.035394 , 0.039389 , 0.04224 , 0.038972 , 0.038328 , 0.040519 , 0.051089 , 0.040822 , 0.0408 , 0.060801 , 0.054925 , 0.058041 , 0.036576 , 0.056472 , 0.035181 , 0.039094 , 0.031496 , 0.034173 , 0.035075 , 0.034309 , 0.043476 , 0.059793 , 0.042308 , 0.037077 , 0.028153 , 0.046577 , 0.030276 , 0.043059 , 0.033604 , 0.029381 , 0.037471 , 0.055805 , 0.0265 , 0.041027 , 0.045015 , 0.029646 , 0.040982 , 0.034089 , 0.033164 , 0.03534 , 0.036743 , 0.027569 , 0.033422 , 0.038343 , 0.043597 , 0.028403 , 0.042756 , 0.043233 , 0.053765 , 0.03873 , 0.054569 , 0.049034 , 0.03067 , 0.03829 , 0.039427 , 0.039905 , 0.038313 , 0.032505 , 0.046805 , 0.033763 , 0.03233 , 0.032581 , 0.027296 , 0.046805 , 0.044007 , 0.043423 , 0.038608 , 0.050929 , 0.044591 , 0.046714 , 0.040496 , 0.030791 , 0.030791 , 0.027675 , 0.026962 , 0.045902 , 0.042824 , 0.03694 , 0.043863 , 0.034537 , 0.024983 , 0.033521 , 0.048791 , 0.031557 , 0.047176 , 0.044583 , 0.045243 , 0.069521 , 0.034976 , 0.033619 , 0.034393 , 0.036781 
