JUN23MAT00005.spu,JUN23MAT00004.spu,JUN23MAT00003.spu,
Wavelength,JUN23MAT00006.spu,JUN23MAT00007.spu,JUN23MAT00008.spu,JUN23MAT00009.spu,JUN23MAT00010.spu,JUN23MAT00011.spu,JUN23MAT00012.spu,JUN23MAT00013.spu,JUN23MAT00014.spu,JUN23MAT00015.spu,JUN23MAT00016.spu,JUN23MAT00017.spu,JUN23MAT00018.spu,JUN23MAT00019.spu,JUN23MAT00020.spu,JUN23MAT00021.spu,JUN23MAT00022.spu,JUN23MAT00023.spu,JUN23MAT00024.spu,JUN23MAT00025.spu,JUN23MAT00026.spu,JUN23MAT00027.spu,JUN23MAT00028.spu,JUN23MAT00029.spu,JUN23MAT00030.spu,JUN23MAT00031.spu,JUN23MAT00032.spu,JUN23MAT00033.spu,JUN23MAT00034.spu,JUN23MAT00035.spu,JUN23MAT00036.spu,JUN23MAT00037.spu,JUN23MAT00038.spu,JUN23MAT00039.spu,JUN23MAT00040.spu,JUN23MAT00041.spu,JUN23MAT00042.spu,JUN23MAT00043.spu,JUN23MAT00044.spu,JUN23MAT00045.spu,JUN23MAT00046.spu,JUN23MAT00047.spu,JUN23MAT00048.spu,JUN23MAT00049.spu,JUN23MAT00050.spu,JUN23MAT00051.spu,JUN23MAT00052.spu,JUN23MAT00053.spu,JUN23MAT00054.spu,JUN23MAT00055.spu,JUN23MAT00056.spu,JUN23MAT00057.spu,JUN23MAT00058.spu,JUN23MAT00059.spu,JUN23MAT00060.spu,JUN23MAT00061.spu,JUN23MAT00062.spu,JUN23MAT00063.spu,JUN23MAT00064.spu,JUN23MAT00065.spu,JUN23MAT00066.spu,JUN23MAT00067.spu,JUN23MAT00068.spu,JUN23MAT00069.spu,JUN23MAT00070.spu,JUN23MAT00071.spu,JUN23MAT00072.spu,JUN23MAT00073.spu,JUN23MAT00074.spu,JUN23MAT00075.spu,JUN23MAT00076.spu,JUN23MAT00077.spu,JUN23MAT00078.spu,JUN23MAT00079.spu,JUN23MAT00080.spu,JUN23MAT00081.spu,JUN23MAT00082.spu,JUN23MAT00083.spu,JUN23MAT00084.spu,JUN23MAT00085.spu,JUN23MAT00086.spu,JUN23MAT00087.spu,JUN23MAT00088.spu,JUN23MAT00089.spu,JUN23MAT00090.spu,JUN23MAT00091.spu,JUN23MAT00092.spu,JUN23MAT00093.spu,JUN23MAT00094.spu,JUN23MAT00095.spu,JUN23MAT00096.spu,JUN23MAT00097.spu,JUN23MAT00098.spu,JUN23MAT00099.spu,JUN23MAT00100.spu
 331 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.041357 , 0.013493 , 0.002072 , 0.025703 , 0 , 0 , 0 , 0 , 0 , 0 , 0.013309 , 0 , 0 , 3.585346 , 0.006978 , 0.003209 , 0.002762 , 0.003485 , 0.009321 , 0 , 0 , 0.004336 , 0.01144 , 0 , 0 , 0 , 0 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 0 , 3.585346 , 3.585346 , 0 , 3.585346 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3.585346 , 0 , 3.585346 , 3.585346 , 0 , 3.585346 , 0 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 0 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 0 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 , 3.585346 
 332 , 0 , 0.000036 , 0 , 0 , 0 , 0 , 0 , 0.000453 , 0 , 0 , 0.001196 , 0.01592 , 0.01353 , 0.003508 , 0.022214 , 0 , 0 , 0.00048 , 0 , 0 , 0.001429 , 0.017057 , 0 , 0 , 0 , 0.007503 , 0.00391 , 0.004218 , 0.005079 , 0.008753 , 0 , 0.000235 , 0.006402 , 0.013138 , 0.002902 , 0.002062 , 0 , 0 , 0 , 0 , 0 , 3.371568 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001014 , 0.005192 , 0 , 0 , 3.371568 , 0 , 0 , 0 , 3.371568 , 0 , 0 , 0 , 0.003868 , 0 , 0 , 0 , 0 , 0 , 0 , 3.371568 , 0 , 3.371568 , 0 , 0 , 0 , 3.371568 , 0 , 3.371568 , 3.371568 , 3.371568 , 0 , 0 , 3.371568 , 3.371568 , 0 , 3.371568 , 3.371568 , 3.371568 , 0 , 3.371568 , 3.371568 , 3.371568 
 333 , 0 , 0.000067 , 0 , 0 , 0 , 0 , 0 , 0.000528 , 0 , 0 , 0.001947 , 0.006545 , 0.01153 , 0.00375 , 0.014964 , 0 , 0 , 0.000893 , 0 , 0 , 0.002948 , 0.019851 , 0 , 0 , 0 , 0.006513 , 0.00397 , 0.004985 , 0.006223 , 0.006748 , 0 , 0.00058 , 0.00678 , 0.011859 , 0.005012 , 0.004255 , 0 , 0 , 0 , 0 , 0 , 2.554468 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001937 , 0.004101 , 0 , 0 , 2.554468 , 0 , 0 , 0 , 2.554468 , 0 , 0 , 0 , 0.003055 , 0 , 0 , 0 , 0 , 0 , 0 , 2.554468 , 0 , 2.554468 , 0 , 0 , 0 , 2.554468 , 0 , 2.554468 , 2.554468 , 2.554468 , 0 , 0 , 2.554468 , 2.554468 , 0 , 2.554468 , 2.554468 , 2.554468 , 0 , 2.554468 , 2.554468 , 2.554468 
 334 , 0 , 0.000061 , 0 , 0 , 0 , 0 , 0 , 0.000366 , 0 , 0 , 0.001601 , 0.003195 , 0.007754 , 0.002656 , 0.008514 , 0 , 0 , 0.000808 , 0 , 0 , 0.002935 , 0.017775 , 0 , 0 , 0 , 0.004307 , 0.002984 , 0.003973 , 0.005312 , 0.004145 , 0 , 0.000716 , 0.004868 , 0.008004 , 0.004289 , 0.004236 , 0 , 0 , 0 , 0 , 0 , 1.557354 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001795 , 0.002524 , 0 , 0 , 1.557354 , 0 , 0 , 0 , 1.557354 , 0 , 0 , 0 , 0.001881 , 0 , 0 , 0 , 0 , 0 , 0 , 1.557354 , 0 , 1.557354 , 0 , 0 , 0 , 1.557354 , 0 , 1.557354 , 1.557354 , 1.557354 , 0 , 0 , 1.557354 , 1.557354 , 0 , 1.557354 , 1.557354 , 1.557354 , 0 , 1.557354 , 1.557354 , 1.557354 
 335 , 0 , 0.000102 , 0 , 0.000094 , 0.000069 , 0 , 0.000047 , 0.000366 , 0 , 0.000106 , 0.001418 , 0.002025 , 0.006156 , 0.002177 , 0.00566 , 0 , 0 , 0.000815 , 0 , 0.000004 , 0.00262 , 0.013744 , 0.000127 , 0.000857 , 0.000099 , 0.003365 , 0.002588 , 0.00332 , 0.00452 , 0.003185 , 0.000027 , 0.000944 , 0.003847 , 0.00623 , 0.003581 , 0.003356 , 0 , 0.000031 , 0 , 0 , 0.000039 , 0 , 0 , 0.000015 , 0.000038 , 0 , 0 , 0.000046 , 0 , 0.000008 , 0 , 0 , 0.000086 , 0.00171 , 0.001969 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001473 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000097 , 0.000274 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000424 , 0 , 0 , 0 , 1.140737 , 0 , 0 , 0 , 0.004815 , 0 
 336 , 0 , 0.000713 , 0 , 0.00123 , 0.000737 , 0 , 0.000475 , 0.001499 , 0 , 0.000978 , 0.003723 , 0.004009 , 0.014183 , 0.005462 , 0.010402 , 0 , 0 , 0.002658 , 0 , 0.000051 , 0.004913 , 0.018095 , 0.001491 , 0.003259 , 0.001223 , 0.007828 , 0.00653 , 0.006826 , 0.008236 , 0.008034 , 0.000298 , 0.002868 , 0.008334 , 0.013664 , 0.007214 , 0.00482 , 0 , 0.000282 , 0 , 0 , 0.000363 , 0 , 0 , 0.000167 , 0.000304 , 0 , 0 , 0.000442 , 0 , 0.000068 , 0 , 0 , 0.001022 , 0.004417 , 0.00512 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003816 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001096 , 0.00252 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001059 , 0 , 0 , 0 , 2.453597 , 0 , 0 , 0 , 0.005942 , 0 
 337 , 0 , 0.001518 , 0 , 0.00295 , 0.001481 , 0 , 0.00092 , 0.002571 , 0 , 0.001792 , 0.005771 , 0.004957 , 0.019219 , 0.007739 , 0.012198 , 0 , 0 , 0.004454 , 0 , 0.000115 , 0.005894 , 0.018474 , 0.003231 , 0.004506 , 0.002754 , 0.010659 , 0.009349 , 0.008517 , 0.009532 , 0.011792 , 0.000609 , 0.004307 , 0.010763 , 0.017846 , 0.008936 , 0.005113 , 0 , 0.000517 , 0 , 0 , 0.000674 , 0 , 0 , 0.000354 , 0.000517 , 0 , 0 , 0.000832 , 0 , 0.000117 , 0 , 0 , 0.002227 , 0.006292 , 0.007246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005246 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002297 , 0.004619 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001383 , 0 , 0 , 0 , 3.155488 , 0 , 0 , 0 , 0.007033 , 0 
 338 , 0 , 0.0024 , 0 , 0.005017 , 0.002156 , 0 , 0.001306 , 0.003503 , 0 , 0.002451 , 0.00793 , 0.005569 , 0.023021 , 0.009512 , 0.013194 , 0 , 0 , 0.006185 , 0 , 0.000183 , 0.006495 , 0.018504 , 0.004999 , 0.00533 , 0.00441 , 0.012796 , 0.011611 , 0.009581 , 0.010181 , 0.015167 , 0.000899 , 0.005413 , 0.012407 , 0.020773 , 0.010025 , 0.005241 , 0 , 0.000707 , 0 , 0 , 0.00093 , 0 , 0 , 0.000537 , 0.000677 , 0 , 0 , 0.001157 , 0 , 0.000154 , 0 , 0 , 0.003461 , 0.007723 , 0.008826 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00624 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003457 , 0.006317 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001599 , 0 , 0 , 0 , 3.627301 , 0 , 0 , 0 , 0.007817 , 0 
 339 , 0 , 0.004055 , 0.000861 , 0.005772 , 0.002811 , 0.000512 , 0.00213 , 0.004682 , 0.000567 , 0.003854 , 0.00955 , 0.007008 , 0.023914 , 0.011499 , 0.015489 , 0.000304 , 0.001052 , 0.008687 , 0.001148 , 0.001423 , 0.008963 , 0.019152 , 0.006529 , 0.00638 , 0.006185 , 0.013276 , 0.013837 , 0.010521 , 0.012252 , 0.015493 , 0.002477 , 0.007114 , 0.014626 , 0.023406 , 0.011971 , 0.006727 , 0 , 0.002151 , 0 , 0.00014 , 0.002808 , 0.000509 , 0.000059 , 0.002338 , 0.002091 , 0.001215 , 0.000982 , 0.002871 , 0.000314 , 0.001325 , 0.000259 , 0.000416 , 0.005332 , 0.009431 , 0.012124 , 0.001628 , 0.000771 , 0 , 0.000702 , 0.000203 , 0.000827 , 0.001668 , 0.000773 , 0.00146 , 0 , 0.010082 , 0 , 0.001238 , 0.000267 , 0 , 0.000249 , 0 , 0.00139 , 0.001322 , 0.003433 , 0.002714 , 0.00592 , 0.009135 , 0 , 0 , 0.000563 , 0 , 0 , 0 , 0 , 0.004288 , 0.000658 , 0.003126 , 0.000533 , 0.000851 , 0.000927 , 0 , 0.004211 , 0.010647 , 0.000914 
 340 , 0 , 0.005681 , 0.001803 , 0.006171 , 0.003369 , 0.001077 , 0.002987 , 0.00591 , 0.001273 , 0.00551 , 0.010803 , 0.008634 , 0.024328 , 0.013527 , 0.017933 , 0.000704 , 0.00223 , 0.010938 , 0.002462 , 0.002478 , 0.011785 , 0.019802 , 0.007968 , 0.00733 , 0.007614 , 0.013529 , 0.016051 , 0.011346 , 0.014599 , 0.015529 , 0.004561 , 0.008849 , 0.016886 , 0.025806 , 0.01393 , 0.008492 , 0 , 0.004213 , 0 , 0.000285 , 0.005141 , 0.001031 , 0.000119 , 0.004103 , 0.003771 , 0.002643 , 0.002267 , 0.005175 , 0.000664 , 0.002878 , 0.000521 , 0.000901 , 0.007127 , 0.011042 , 0.016194 , 0.003704 , 0.001754 , 0 , 0.001367 , 0.000462 , 0.002012 , 0.003494 , 0.001651 , 0.003399 , 0 , 0.015771 , 0 , 0.002489 , 0.000546 , 0 , 0.000552 , 0 , 0.002443 , 0.002958 , 0.006827 , 0.004609 , 0.007815 , 0.012227 , 0 , 0 , 0.001124 , 0 , 0 , 0 , 0 , 0.006915 , 0.00124 , 0.006198 , 0.001038 , 0.000894 , 0.001746 , 0 , 0.007018 , 0.013515 , 0.002207 
 341 , 0 , 0.007123 , 0.002651 , 0.006486 , 0.003835 , 0.00159 , 0.003777 , 0.007116 , 0.001993 , 0.007262 , 0.01181 , 0.010276 , 0.024684 , 0.015512 , 0.020243 , 0.00114 , 0.003314 , 0.012815 , 0.003695 , 0.003257 , 0.014558 , 0.020357 , 0.009343 , 0.008142 , 0.008748 , 0.013759 , 0.018207 , 0.012045 , 0.016919 , 0.015619 , 0.006916 , 0.010467 , 0.019029 , 0.027914 , 0.015702 , 0.010271 , 0 , 0.006752 , 0 , 0.000409 , 0.007579 , 0.001476 , 0.00017 , 0.005567 , 0.005441 , 0.00402 , 0.00365 , 0.007842 , 0.000985 , 0.004591 , 0.000742 , 0.001365 , 0.008716 , 0.012473 , 0.020765 , 0.005877 , 0.002784 , 0 , 0.001896 , 0.000734 , 0.003434 , 0.005141 , 0.002468 , 0.005524 , 0 , 0.023479 , 0 , 0.00354 , 0.000786 , 0 , 0.000855 , 0 , 0.003159 , 0.00462 , 0.009625 , 0.005836 , 0.009179 , 0.015316 , 0 , 0 , 0.001589 , 0 , 0 , 0 , 0 , 0.009083 , 0.001679 , 0.008717 , 0.00144 , 0.000923 , 0.002364 , 0 , 0.00879 , 0.01604 , 0.003733 
 342 , 0.000443 , 0.007893 , 0.003282 , 0.006734 , 0.00487 , 0.002093 , 0.004857 , 0.008133 , 0.003177 , 0.00889 , 0.012551 , 0.011669 , 0.025713 , 0.01726 , 0.021697 , 0.00187 , 0.004141 , 0.013585 , 0.004758 , 0.00396 , 0.015354 , 0.021239 , 0.010541 , 0.008964 , 0.009806 , 0.014637 , 0.019613 , 0.013325 , 0.019031 , 0.016658 , 0.008751 , 0.011511 , 0.019647 , 0.029016 , 0.016533 , 0.011766 , 0.001269 , 0.008641 , 0.000597 , 0.000951 , 0.008795 , 0.002147 , 0.000911 , 0.006801 , 0.006852 , 0.005205 , 0.00467 , 0.009142 , 0.001579 , 0.00613 , 0.001087 , 0.002204 , 0.010242 , 0.01393 , 0.024219 , 0.007675 , 0.003388 , 0 , 0.00268 , 0.001348 , 0.004712 , 0.006309 , 0.003715 , 0.007168 , 0.000546 , 0.0254 , 0.000223 , 0.004702 , 0.001331 , 0.000376 , 0.001857 , 0.000451 , 0.004108 , 0.005901 , 0.01189 , 0.006849 , 0.009964 , 0.017142 , 0.000526 , 0.000459 , 0.002366 , 0.001037 , 0.001621 , 0 , 0 , 0.010265 , 0.00269 , 0.009713 , 0.00234 , 0.001656 , 0.003211 , 0 , 0.009788 , 0.017422 , 0.005041 
 343 , 0.001478 , 0.008005 , 0.003665 , 0.006904 , 0.006702 , 0.002608 , 0.006296 , 0.008865 , 0.00457 , 0.01023 , 0.013036 , 0.012679 , 0.027384 , 0.018651 , 0.022151 , 0.002903 , 0.004656 , 0.013361 , 0.005635 , 0.004695 , 0.01426 , 0.022426 , 0.01149 , 0.009812 , 0.010864 , 0.016163 , 0.020172 , 0.015342 , 0.020816 , 0.018649 , 0.009626 , 0.011966 , 0.018962 , 0.029176 , 0.016499 , 0.012828 , 0.003632 , 0.009203 , 0.001829 , 0.002015 , 0.008662 , 0.002989 , 0.002478 , 0.007831 , 0.007914 , 0.006171 , 0.005114 , 0.008786 , 0.002621 , 0.007215 , 0.001548 , 0.003351 , 0.011756 , 0.015415 , 0.025739 , 0.008784 , 0.003496 , 0 , 0.003699 , 0.002344 , 0.005403 , 0.006957 , 0.005415 , 0.007918 , 0.001624 , 0.02149 , 0.000588 , 0.006018 , 0.002169 , 0.001103 , 0.003102 , 0.001305 , 0.005414 , 0.006604 , 0.013778 , 0.007776 , 0.010332 , 0.017571 , 0.001439 , 0.001476 , 0.003484 , 0.002523 , 0.003603 , 0 , 0 , 0.010622 , 0.004094 , 0.009655 , 0.003661 , 0.002973 , 0.004484 , 0 , 0.010299 , 0.017741 , 0.005684 
 344 , 0.002566 , 0.008107 , 0.003972 , 0.007044 , 0.00859 , 0.003095 , 0.007661 , 0.009463 , 0.005627 , 0.011478 , 0.013449 , 0.013582 , 0.028864 , 0.019874 , 0.022513 , 0.003888 , 0.00507 , 0.013198 , 0.006445 , 0.005389 , 0.013479 , 0.023454 , 0.012296 , 0.010568 , 0.011826 , 0.017547 , 0.020657 , 0.017358 , 0.022485 , 0.020536 , 0.010379 , 0.01236 , 0.018532 , 0.029336 , 0.016514 , 0.013765 , 0.005535 , 0.009663 , 0.002939 , 0.00306 , 0.008622 , 0.003663 , 0.003992 , 0.008695 , 0.008901 , 0.007089 , 0.005468 , 0.008606 , 0.003792 , 0.008157 , 0.001934 , 0.004307 , 0.013161 , 0.016718 , 0.027067 , 0.009689 , 0.003599 , 0 , 0.004535 , 0.00329 , 0.005909 , 0.007492 , 0.00695 , 0.008475 , 0.002546 , 0.019455 , 0.000845 , 0.007178 , 0.002885 , 0.001711 , 0.003908 , 0.002006 , 0.006591 , 0.007165 , 0.015493 , 0.008525 , 0.010653 , 0.017971 , 0.002124 , 0.002478 , 0.004467 , 0.00346 , 0.00471 , 0 , 0 , 0.010942 , 0.005138 , 0.009729 , 0.004721 , 0.004019 , 0.005793 , 0 , 0.010729 , 0.018043 , 0.006142 
 345 , 0.003609 , 0.008235 , 0.00428 , 0.007281 , 0.010343 , 0.003545 , 0.008897 , 0.010024 , 0.006413 , 0.012552 , 0.013794 , 0.014462 , 0.030414 , 0.020614 , 0.022887 , 0.004771 , 0.005432 , 0.013043 , 0.007134 , 0.00604 , 0.013061 , 0.024231 , 0.012985 , 0.011186 , 0.012583 , 0.018691 , 0.021034 , 0.019301 , 0.023905 , 0.022201 , 0.010895 , 0.012747 , 0.018402 , 0.029474 , 0.01657 , 0.014575 , 0.006983 , 0.009961 , 0.003903 , 0.004074 , 0.008697 , 0.004258 , 0.005357 , 0.00941 , 0.009708 , 0.007915 , 0.00581 , 0.008587 , 0.005034 , 0.008913 , 0.002303 , 0.005104 , 0.014311 , 0.017751 , 0.027911 , 0.01026 , 0.003762 , 0 , 0.00519 , 0.004194 , 0.006278 , 0.007971 , 0.008213 , 0.008906 , 0.003332 , 0.018201 , 0.001125 , 0.008143 , 0.00353 , 0.002241 , 0.004539 , 0.002636 , 0.007608 , 0.007675 , 0.016514 , 0.00917 , 0.01101 , 0.018267 , 0.002677 , 0.003467 , 0.005363 , 0.004132 , 0.005496 , 0.000116 , 0.000048 , 0.011278 , 0.006012 , 0.009903 , 0.005618 , 0.004903 , 0.007121 , 0.000063 , 0.011047 , 0.018385 , 0.006536 
 346 , 0.00367 , 0.0087 , 0.005177 , 0.008981 , 0.01027 , 0.003874 , 0.009378 , 0.011101 , 0.006372 , 0.01248 , 0.014099 , 0.016052 , 0.034403 , 0.018292 , 0.024206 , 0.005068 , 0.005918 , 0.012631 , 0.007198 , 0.006622 , 0.014575 , 0.023733 , 0.01349 , 0.011171 , 0.012258 , 0.018608 , 0.02088 , 0.02057 , 0.023948 , 0.022608 , 0.010194 , 0.013472 , 0.019825 , 0.029523 , 0.016838 , 0.015092 , 0.006901 , 0.009299 , 0.004354 , 0.005041 , 0.00947 , 0.005218 , 0.005698 , 0.009783 , 0.009472 , 0.008305 , 0.006631 , 0.009374 , 0.005741 , 0.008923 , 0.003111 , 0.005619 , 0.013976 , 0.01746 , 0.025881 , 0.009369 , 0.004683 , 0 , 0.005387 , 0.005161 , 0.00626 , 0.008674 , 0.008027 , 0.009124 , 0.00386 , 0.017072 , 0.002367 , 0.008408 , 0.004404 , 0.002826 , 0.005522 , 0.003661 , 0.00806 , 0.008539 , 0.013396 , 0.009882 , 0.012052 , 0.017756 , 0.003285 , 0.004586 , 0.006469 , 0.004743 , 0.006527 , 0.0015 , 0.000703 , 0.012049 , 0.007313 , 0.010506 , 0.006619 , 0.005973 , 0.008461 , 0.000817 , 0.010925 , 0.019395 , 0.007212 
 347 , 0.003711 , 0.009107 , 0.005936 , 0.010631 , 0.010193 , 0.004151 , 0.009805 , 0.01205 , 0.006327 , 0.012399 , 0.01433 , 0.017564 , 0.038617 , 0.016661 , 0.025349 , 0.005287 , 0.006325 , 0.01228 , 0.007235 , 0.007154 , 0.01597 , 0.023289 , 0.013896 , 0.011139 , 0.011994 , 0.018507 , 0.020718 , 0.021697 , 0.023941 , 0.022915 , 0.0097 , 0.014084 , 0.021134 , 0.029513 , 0.017026 , 0.015506 , 0.006828 , 0.008791 , 0.004699 , 0.005938 , 0.010168 , 0.00605 , 0.00594 , 0.010067 , 0.009279 , 0.0086 , 0.007292 , 0.010015 , 0.006219 , 0.008912 , 0.003825 , 0.006024 , 0.013697 , 0.017196 , 0.024375 , 0.008818 , 0.005412 , 0 , 0.005495 , 0.005903 , 0.006232 , 0.009265 , 0.00787 , 0.009266 , 0.004256 , 0.01622 , 0.003409 , 0.008583 , 0.005226 , 0.003232 , 0.006339 , 0.004518 , 0.008401 , 0.009342 , 0.011634 , 0.0105 , 0.013 , 0.017323 , 0.003721 , 0.005587 , 0.007378 , 0.005113 , 0.007294 , 0.002503 , 0.001311 , 0.012683 , 0.008429 , 0.011025 , 0.007459 , 0.006732 , 0.009554 , 0.001371 , 0.010813 , 0.020204 , 0.007739 
 348 , 0.00374 , 0.009465 , 0.006582 , 0.012233 , 0.010114 , 0.004385 , 0.010187 , 0.012892 , 0.006281 , 0.012314 , 0.014505 , 0.019005 , 0.043088 , 0.015446 , 0.026346 , 0.005451 , 0.006669 , 0.011976 , 0.007253 , 0.007641 , 0.017257 , 0.02289 , 0.014225 , 0.011096 , 0.01177 , 0.018396 , 0.020554 , 0.022701 , 0.0239 , 0.023146 , 0.009327 , 0.014603 , 0.022343 , 0.029462 , 0.017156 , 0.015839 , 0.006761 , 0.008386 , 0.004966 , 0.00677 , 0.0108 , 0.006777 , 0.006115 , 0.010284 , 0.009114 , 0.008826 , 0.007832 , 0.010543 , 0.006558 , 0.008886 , 0.004459 , 0.006347 , 0.013458 , 0.016956 , 0.023204 , 0.008436 , 0.005998 , 0 , 0.005556 , 0.006484 , 0.0062 , 0.009765 , 0.007734 , 0.009358 , 0.00456 , 0.01555 , 0.00429 , 0.008701 , 0.006001 , 0.003524 , 0.007024 , 0.005242 , 0.008663 , 0.010089 , 0.010493 , 0.011039 , 0.013864 , 0.016947 , 0.004045 , 0.006485 , 0.008133 , 0.005353 , 0.007881 , 0.003257 , 0.001876 , 0.013208 , 0.009392 , 0.011473 , 0.008168 , 0.007289 , 0.010457 , 0.001793 , 0.010708 , 0.020857 , 0.008156 
 349 , 0.003967 , 0.010237 , 0.006952 , 0.012725 , 0.010044 , 0.004879 , 0.010913 , 0.012863 , 0.006708 , 0.012449 , 0.015102 , 0.017962 , 0.042681 , 0.015751 , 0.024837 , 0.005548 , 0.006819 , 0.012633 , 0.007538 , 0.008081 , 0.017684 , 0.022693 , 0.014456 , 0.011517 , 0.012151 , 0.019405 , 0.021272 , 0.022919 , 0.024493 , 0.02301 , 0.010097 , 0.014942 , 0.022799 , 0.030038 , 0.017661 , 0.015925 , 0.00681 , 0.009041 , 0.005348 , 0.006776 , 0.011343 , 0.006854 , 0.00632 , 0.010831 , 0.009649 , 0.009152 , 0.008434 , 0.010942 , 0.006661 , 0.009166 , 0.00508 , 0.0068 , 0.013858 , 0.018255 , 0.022384 , 0.008432 , 0.006417 , 0.000632 , 0.005952 , 0.007182 , 0.006688 , 0.010457 , 0.007808 , 0.00977 , 0.005079 , 0.015574 , 0.004682 , 0.009313 , 0.006504 , 0.004081 , 0.007471 , 0.005687 , 0.008971 , 0.0107 , 0.011096 , 0.01128 , 0.014004 , 0.017335 , 0.004524 , 0.006751 , 0.008757 , 0.005447 , 0.008114 , 0.003919 , 0.003028 , 0.013443 , 0.00964 , 0.01213 , 0.008692 , 0.007569 , 0.010124 , 0.00235 , 0.011238 , 0.02095 , 0.00904 
 350 , 0.004242 , 0.011135 , 0.00721 , 0.012737 , 0.009968 , 0.005451 , 0.01165 , 0.012525 , 0.007269 , 0.01262 , 0.01579 , 0.016422 , 0.040599 , 0.016512 , 0.022891 , 0.005605 , 0.006877 , 0.013597 , 0.007868 , 0.008459 , 0.017733 , 0.022546 , 0.014614 , 0.012058 , 0.012703 , 0.020831 , 0.02225 , 0.02281 , 0.025237 , 0.022736 , 0.011324 , 0.015163 , 0.022908 , 0.030752 , 0.018251 , 0.015894 , 0.006875 , 0.010067 , 0.005714 , 0.006533 , 0.011792 , 0.006709 , 0.006497 , 0.011442 , 0.010367 , 0.00949 , 0.00905 , 0.011241 , 0.00667 , 0.009504 , 0.005647 , 0.007238 , 0.014433 , 0.020161 , 0.021732 , 0.008516 , 0.006742 , 0.001418 , 0.006438 , 0.00791 , 0.007312 , 0.011158 , 0.00792 , 0.010241 , 0.005623 , 0.015783 , 0.004855 , 0.010058 , 0.006824 , 0.004684 , 0.007786 , 0.005948 , 0.009253 , 0.011172 , 0.012197 , 0.011375 , 0.013868 , 0.017922 , 0.00504 , 0.006757 , 0.009312 , 0.005478 , 0.008196 , 0.004598 , 0.00409 , 0.013531 , 0.009606 , 0.012778 , 0.009072 , 0.007716 , 0.009474 , 0.002868 , 0.01193 , 0.020818 , 0.010079 
 351 , 0.004478 , 0.011968 , 0.007454 , 0.012721 , 0.009882 , 0.005977 , 0.012241 , 0.012216 , 0.007762 , 0.012727 , 0.01638 , 0.015259 , 0.038858 , 0.017177 , 0.021381 , 0.005642 , 0.006908 , 0.014473 , 0.008129 , 0.00878 , 0.017738 , 0.022375 , 0.014728 , 0.012522 , 0.013183 , 0.022214 , 0.023118 , 0.02267 , 0.025864 , 0.022459 , 0.012564 , 0.015322 , 0.022956 , 0.031342 , 0.018762 , 0.015836 , 0.006912 , 0.01104 , 0.006006 , 0.00634 , 0.012165 , 0.006581 , 0.006625 , 0.011967 , 0.010984 , 0.009785 , 0.009633 , 0.011471 , 0.00666 , 0.009771 , 0.006141 , 0.007592 , 0.014927 , 0.022042 , 0.021159 , 0.008568 , 0.007014 , 0.002089 , 0.006869 , 0.008587 , 0.007853 , 0.011764 , 0.007991 , 0.010633 , 0.006083 , 0.015928 , 0.004986 , 0.010717 , 0.007068 , 0.005199 , 0.008041 , 0.006127 , 0.009473 , 0.011547 , 0.013168 , 0.01143 , 0.013726 , 0.018405 , 0.005503 , 0.006743 , 0.009821 , 0.005491 , 0.008245 , 0.005293 , 0.004869 , 0.013568 , 0.009556 , 0.013312 , 0.00936 , 0.007816 , 0.008955 , 0.003276 , 0.012524 , 0.020662 , 0.011049 
