JUL8MAT00050.spu,JUL8MAT00049.spu,JUL8MAT00048.spu,JUL8MAT00047.spu,
Wavelength,JUL8MAT00051.spu,JUL8MAT00052.spu,JUL8MAT00053.spu,JUL8MAT00054.spu,JUL8MAT00055.spu,JUL8MAT00056.spu,JUL8MAT00057.spu,JUL8MAT00058.spu,JUL8MAT00059.spu,JUL8MAT00060.spu,JUL8MAT00061.spu,JUL8MAT00062.spu,JUL8MAT00063.spu,JUL8MAT00064.spu,JUL8MAT00065.spu,JUL8MAT00066.spu,JUL8MAT00067.spu,JUL8MAT00068.spu,JUL8MAT00069.spu,JUL8MAT00070.spu,JUL8MAT00071.spu,JUL8MAT00072.spu,JUL8MAT00073.spu,JUL8MAT00074.spu,JUL8MAT00075.spu,JUL8MAT00076.spu,JUL8MAT00077.spu,JUL8MAT00078.spu,JUL8MAT00079.spu,JUL8MAT00080.spu,JUL8MAT00081.spu,JUL8MAT00082.spu,JUL8MAT00083.spu,JUL8MAT00084.spu,JUL8MAT00085.spu
 548 , 0.075966 , 0.080466 , 0.050927 , 0.059569 , 0.058941 , 0.069269 , 0.073806 , 0.066967 , 0.057316 , 0.057027 , 0.073535 , 0.086473 , 0.063558 , 0.07785 , 0.075141 , 0.073947 , 0.047093 , 0.072495 , 0.058627 , 0.055328 , 0.070254 , 0.071208 , 0.077733 , 0.089175 , 0.086325 , 0.052552 , 0.077714 , 0.071301 , 0.071307 , 0.06959 , 0.061988 , 0.064468 , 0.060111 , 0.063951 , 0.07785 
 549 , 0.076477 , 0.080965 , 0.051154 , 0.059894 , 0.059232 , 0.069783 , 0.074302 , 0.067459 , 0.05765 , 0.057322 , 0.074091 , 0.087121 , 0.064054 , 0.078443 , 0.075668 , 0.074382 , 0.047371 , 0.072979 , 0.059028 , 0.055684 , 0.070797 , 0.071718 , 0.078313 , 0.089878 , 0.086997 , 0.052736 , 0.078128 , 0.071675 , 0.071675 , 0.06987 , 0.062416 , 0.064931 , 0.060537 , 0.064412 , 0.0784 
 550 , 0.076996 , 0.081472 , 0.051387 , 0.060213 , 0.05953 , 0.070293 , 0.074799 , 0.067947 , 0.057985 , 0.057612 , 0.074644 , 0.087765 , 0.064552 , 0.079039 , 0.07619 , 0.074812 , 0.047644 , 0.073465 , 0.059431 , 0.056042 , 0.071342 , 0.072236 , 0.078896 , 0.090583 , 0.08766 , 0.05292 , 0.078542 , 0.07205 , 0.07205 , 0.070156 , 0.062839 , 0.065402 , 0.060958 , 0.064874 , 0.078945 
 551 , 0.077185 , 0.081735 , 0.051459 , 0.06031 , 0.059644 , 0.070481 , 0.075037 , 0.068172 , 0.058156 , 0.057758 , 0.07495 , 0.088184 , 0.064779 , 0.079363 , 0.076494 , 0.075006 , 0.047711 , 0.073662 , 0.059544 , 0.056252 , 0.071645 , 0.072523 , 0.079227 , 0.091047 , 0.087947 , 0.05299 , 0.07871 , 0.072199 , 0.072193 , 0.070263 , 0.063036 , 0.065607 , 0.061144 , 0.065028 , 0.079239 
 552 , 0.077344 , 0.081991 , 0.051515 , 0.060397 , 0.059748 , 0.070645 , 0.075273 , 0.068381 , 0.058313 , 0.057883 , 0.075236 , 0.088584 , 0.064987 , 0.079664 , 0.076782 , 0.075179 , 0.04776 , 0.073838 , 0.059642 , 0.056448 , 0.07193 , 0.072797 , 0.079533 , 0.091496 , 0.088203 , 0.053049 , 0.078859 , 0.072335 , 0.072323 , 0.070358 , 0.063216 , 0.065792 , 0.061326 , 0.065168 , 0.079508 
 553 , 0.077509 , 0.08224 , 0.051571 , 0.060483 , 0.059852 , 0.070809 , 0.075503 , 0.068584 , 0.058471 , 0.058014 , 0.075528 , 0.088991 , 0.065202 , 0.079965 , 0.077078 , 0.075359 , 0.047808 , 0.074021 , 0.05974 , 0.056639 , 0.072215 , 0.073071 , 0.079846 , 0.091947 , 0.088466 , 0.053108 , 0.079009 , 0.072471 , 0.072446 , 0.070452 , 0.063396 , 0.065977 , 0.061502 , 0.065302 , 0.079784 
 554 , 0.077425 , 0.082213 , 0.051591 , 0.060474 , 0.059866 , 0.070796 , 0.075497 , 0.068523 , 0.058489 , 0.057939 , 0.075622 , 0.089186 , 0.065256 , 0.080054 , 0.077155 , 0.075321 , 0.04771 , 0.074026 , 0.059672 , 0.056718 , 0.07231 , 0.073118 , 0.07996 , 0.092166 , 0.088322 , 0.053062 , 0.078927 , 0.072411 , 0.072404 , 0.070433 , 0.063378 , 0.066001 , 0.061475 , 0.065256 , 0.079816 
 555 , 0.077158 , 0.081977 , 0.051574 , 0.06038 , 0.05981 , 0.070649 , 0.075287 , 0.068259 , 0.058408 , 0.057707 , 0.075575 , 0.08923 , 0.065198 , 0.07998 , 0.077077 , 0.07513 , 0.047506 , 0.073891 , 0.059478 , 0.0567 , 0.07227 , 0.072996 , 0.07993 , 0.092203 , 0.087878 , 0.052926 , 0.078666 , 0.072195 , 0.072239 , 0.070318 , 0.063215 , 0.065887 , 0.061293 , 0.065061 , 0.079655 
 556 , 0.076891 , 0.081747 , 0.051557 , 0.060292 , 0.059754 , 0.070503 , 0.075083 , 0.068 , 0.058321 , 0.057482 , 0.075533 , 0.089267 , 0.065141 , 0.079907 , 0.076998 , 0.074945 , 0.047302 , 0.073756 , 0.059284 , 0.056688 , 0.072224 , 0.072874 , 0.079901 , 0.092239 , 0.087434 , 0.05279 , 0.078405 , 0.071986 , 0.072073 , 0.070203 , 0.063045 , 0.065773 , 0.061105 , 0.064872 , 0.079494 
 557 , 0.076548 , 0.081452 , 0.051489 , 0.060165 , 0.059646 , 0.070305 , 0.074809 , 0.067697 , 0.058176 , 0.057237 , 0.075435 , 0.089265 , 0.065013 , 0.07977 , 0.076867 , 0.074696 , 0.047041 , 0.073577 , 0.059033 , 0.056637 , 0.072132 , 0.072701 , 0.079813 , 0.092224 , 0.087045 , 0.052627 , 0.078081 , 0.071713 , 0.071863 , 0.070055 , 0.062824 , 0.065595 , 0.060859 , 0.064613 , 0.079269 
 558 , 0.075979 , 0.080964 , 0.051244 , 0.059926 , 0.059364 , 0.069933 , 0.074324 , 0.06726 , 0.057815 , 0.056947 , 0.07518 , 0.089103 , 0.064661 , 0.079433 , 0.07656 , 0.074255 , 0.046609 , 0.073243 , 0.058571 , 0.05646 , 0.071869 , 0.072381 , 0.079533 , 0.092063 , 0.086848 , 0.052375 , 0.077541 , 0.071276 , 0.071507 , 0.069796 , 0.062419 , 0.065211 , 0.060414 , 0.064149 , 0.078834 
 559 , 0.075408 , 0.080472 , 0.051006 , 0.05968 , 0.059088 , 0.069559 , 0.073843 , 0.066815 , 0.057454 , 0.05665 , 0.074922 , 0.088941 , 0.064308 , 0.079094 , 0.07625 , 0.073818 , 0.046179 , 0.072907 , 0.058103 , 0.056288 , 0.07161 , 0.072066 , 0.079256 , 0.091909 , 0.086652 , 0.052122 , 0.077005 , 0.070831 , 0.071149 , 0.069534 , 0.062013 , 0.064825 , 0.059974 , 0.063678 , 0.078408 
 560 , 0.074839 , 0.079981 , 0.050768 , 0.059441 , 0.058806 , 0.069185 , 0.073363 , 0.066377 , 0.057094 , 0.056359 , 0.074671 , 0.088779 , 0.063955 , 0.078761 , 0.075941 , 0.073375 , 0.045744 , 0.072572 , 0.057642 , 0.056117 , 0.071352 , 0.071744 , 0.078979 , 0.091755 , 0.08645 , 0.05187 , 0.07647 , 0.070393 , 0.070798 , 0.069272 , 0.061614 , 0.064441 , 0.059535 , 0.063214 , 0.077977 
 561 , 0.074078 , 0.079266 , 0.050547 , 0.059147 , 0.058606 , 0.068628 , 0.07276 , 0.065708 , 0.056667 , 0.055878 , 0.074283 , 0.088561 , 0.063502 , 0.07829 , 0.075463 , 0.07281 , 0.04521 , 0.07212 , 0.057071 , 0.05586 , 0.070971 , 0.071269 , 0.078601 , 0.0915 , 0.085827 , 0.051591 , 0.075768 , 0.069815 , 0.070325 , 0.069014 , 0.061104 , 0.063974 , 0.058966 , 0.062614 , 0.077371 
 562 , 0.073301 , 0.07852 , 0.050324 , 0.058841 , 0.058419 , 0.068051 , 0.072136 , 0.065008 , 0.056225 , 0.05537 , 0.073878 , 0.088338 , 0.063031 , 0.077801 , 0.074969 , 0.072217 , 0.044653 , 0.071653 , 0.056492 , 0.055593 , 0.070574 , 0.070772 , 0.078204 , 0.091233 , 0.085146 , 0.051304 , 0.075043 , 0.069217 , 0.06983 , 0.068764 , 0.060582 , 0.063502 , 0.058376 , 0.061989 , 0.076741 
 563 , 0.072516 , 0.077771 , 0.050102 , 0.05853 , 0.058227 , 0.06747 , 0.071514 , 0.064311 , 0.05579 , 0.054863 , 0.073474 , 0.088122 , 0.062561 , 0.077308 , 0.074476 , 0.071625 , 0.044098 , 0.07118 , 0.055908 , 0.055327 , 0.070179 , 0.070278 , 0.077809 , 0.090966 , 0.084468 , 0.051017 , 0.074315 , 0.06862 , 0.069344 , 0.068509 , 0.060063 , 0.063031 , 0.057788 , 0.061361 , 0.076114 
 564 , 0.071627 , 0.076942 , 0.049827 , 0.058212 , 0.057984 , 0.066806 , 0.070795 , 0.063495 , 0.055283 , 0.054278 , 0.072996 , 0.087823 , 0.062016 , 0.07672 , 0.073908 , 0.070961 , 0.043477 , 0.070622 , 0.055228 , 0.055037 , 0.069691 , 0.069691 , 0.077342 , 0.090622 , 0.083637 , 0.050678 , 0.073514 , 0.067959 , 0.068791 , 0.068199 , 0.059426 , 0.062453 , 0.057114 , 0.060641 , 0.075394 
 565 , 0.07063 , 0.076049 , 0.049501 , 0.057878 , 0.057687 , 0.06607 , 0.070004 , 0.062591 , 0.054717 , 0.053625 , 0.072471 , 0.087458 , 0.061419 , 0.076043 , 0.073281 , 0.070243 , 0.042793 , 0.069986 , 0.054465 , 0.054735 , 0.069133 , 0.069028 , 0.076828 , 0.090213 , 0.082671 , 0.050298 , 0.072649 , 0.067236 , 0.068194 , 0.067838 , 0.058706 , 0.061793 , 0.056362 , 0.059829 , 0.074595 
 566 , 0.069633 , 0.075156 , 0.049175 , 0.05755 , 0.057392 , 0.065333 , 0.069212 , 0.061686 , 0.054148 , 0.052981 , 0.071943 , 0.087098 , 0.060819 , 0.075363 , 0.072651 , 0.069524 , 0.04212 , 0.069352 , 0.053708 , 0.054429 , 0.068571 , 0.068363 , 0.07631 , 0.089798 , 0.081704 , 0.049921 , 0.07179 , 0.066512 , 0.067593 , 0.067471 , 0.057984 , 0.06113 , 0.055614 , 0.059016 , 0.0738 
 567 , 0.068614 , 0.074245 , 0.048852 , 0.057195 , 0.057079 , 0.064571 , 0.068389 , 0.06077 , 0.053565 , 0.05233 , 0.071387 , 0.08671 , 0.060199 , 0.074664 , 0.071995 , 0.068791 , 0.041428 , 0.068693 , 0.052932 , 0.0541 , 0.067994 , 0.067684 , 0.075771 , 0.089361 , 0.080721 , 0.049539 , 0.070888 , 0.065762 , 0.066985 , 0.067112 , 0.057249 , 0.060442 , 0.054854 , 0.058192 , 0.072986 
 568 , 0.067477 , 0.073262 , 0.048509 , 0.056736 , 0.056681 , 0.063705 , 0.067429 , 0.059843 , 0.052921 , 0.051688 , 0.070699 , 0.08621 , 0.05948 , 0.073866 , 0.071243 , 0.067973 , 0.040693 , 0.067937 , 0.052069 , 0.053641 , 0.067368 , 0.066945 , 0.075142 , 0.088827 , 0.079651 , 0.049162 , 0.069847 , 0.064908 , 0.066317 , 0.066776 , 0.05647 , 0.059667 , 0.05404 , 0.057304 , 0.072077 
 569 , 0.066343 , 0.072278 , 0.048165 , 0.056269 , 0.056287 , 0.062835 , 0.066463 , 0.058912 , 0.05228 , 0.051049 , 0.070007 , 0.085704 , 0.058756 , 0.073071 , 0.070494 , 0.067154 , 0.039953 , 0.067184 , 0.051205 , 0.053187 , 0.066745 , 0.066211 , 0.074506 , 0.088287 , 0.078579 , 0.048784 , 0.068806 , 0.064054 , 0.065652 , 0.066445 , 0.055692 , 0.058888 , 0.053223 , 0.056419 , 0.071167 
 570 , 0.065211 , 0.071288 , 0.047822 , 0.055809 , 0.055887 , 0.06197 , 0.065504 , 0.057982 , 0.051643 , 0.050407 , 0.069318 , 0.085203 , 0.058036 , 0.072273 , 0.069748 , 0.06634 , 0.039214 , 0.066423 , 0.050341 , 0.052729 , 0.066119 , 0.065474 , 0.073867 , 0.087746 , 0.077503 , 0.048413 , 0.06776 , 0.0632 , 0.064985 , 0.066113 , 0.054914 , 0.058114 , 0.052407 , 0.055529 , 0.070256 
 571 , 0.064102 , 0.07022 , 0.047497 , 0.055417 , 0.055542 , 0.06115 , 0.06457 , 0.056982 , 0.051042 , 0.049685 , 0.068613 , 0.084714 , 0.057285 , 0.071423 , 0.068987 , 0.065525 , 0.038462 , 0.065655 , 0.049471 , 0.052305 , 0.06546 , 0.064713 , 0.073243 , 0.087187 , 0.076391 , 0.048001 , 0.066776 , 0.062383 , 0.064292 , 0.065703 , 0.054107 , 0.057332 , 0.051564 , 0.054629 , 0.069319 
 572 , 0.063 , 0.069131 , 0.047174 , 0.055034 , 0.055205 , 0.060341 , 0.063642 , 0.05597 , 0.050445 , 0.048939 , 0.067913 , 0.084228 , 0.056523 , 0.070572 , 0.068231 , 0.064712 , 0.037701 , 0.064883 , 0.048592 , 0.051892 , 0.064801 , 0.063948 , 0.072626 , 0.086628 , 0.075273 , 0.04758 , 0.065801 , 0.061571 , 0.0636 , 0.065283 , 0.053299 , 0.056558 , 0.05071 , 0.053728 , 0.068378 
 573 , 0.061902 , 0.068039 , 0.04685 , 0.054656 , 0.054867 , 0.059532 , 0.06272 , 0.054948 , 0.049851 , 0.048199 , 0.067216 , 0.083745 , 0.055766 , 0.069714 , 0.067472 , 0.063905 , 0.036948 , 0.064109 , 0.04772 , 0.051474 , 0.064138 , 0.063187 , 0.072009 , 0.086069 , 0.074158 , 0.047165 , 0.064827 , 0.060764 , 0.062912 , 0.064857 , 0.05249 , 0.055783 , 0.049863 , 0.052835 , 0.067437 
 574 , 0.060804 , 0.066964 , 0.04647 , 0.05424 , 0.054471 , 0.058724 , 0.061836 , 0.054002 , 0.049199 , 0.047495 , 0.066546 , 0.083245 , 0.05501 , 0.068876 , 0.066714 , 0.063105 , 0.03622 , 0.06336 , 0.046887 , 0.051059 , 0.063487 , 0.062433 , 0.071373 , 0.085505 , 0.073077 , 0.04673 , 0.063852 , 0.059947 , 0.062224 , 0.064437 , 0.051719 , 0.055045 , 0.049036 , 0.051957 , 0.0665 
 575 , 0.059718 , 0.065915 , 0.046041 , 0.053785 , 0.054015 , 0.057918 , 0.060994 , 0.053124 , 0.048502 , 0.04684 , 0.065903 , 0.08273 , 0.054256 , 0.068047 , 0.065961 , 0.062322 , 0.03551 , 0.062632 , 0.046093 , 0.05064 , 0.062839 , 0.061689 , 0.070721 , 0.084931 , 0.072026 , 0.046283 , 0.062891 , 0.059131 , 0.061546 , 0.064023 , 0.050974 , 0.054331 , 0.048237 , 0.051094 , 0.065564 
 576 , 0.058629 , 0.064857 , 0.045608 , 0.053331 , 0.053553 , 0.057112 , 0.060152 , 0.052241 , 0.047798 , 0.046184 , 0.065262 , 0.082217 , 0.053502 , 0.067212 , 0.065205 , 0.061537 , 0.034807 , 0.061903 , 0.0453 , 0.050217 , 0.062188 , 0.06095 , 0.070064 , 0.084356 , 0.070976 , 0.045831 , 0.06192 , 0.058315 , 0.060865 , 0.063608 , 0.050234 , 0.053627 , 0.047439 , 0.050234 , 0.064629 
 577 , 0.05756 , 0.063829 , 0.045198 , 0.052864 , 0.053113 , 0.056304 , 0.059314 , 0.051359 , 0.047122 , 0.045532 , 0.064626 , 0.081684 , 0.052762 , 0.066392 , 0.064457 , 0.060757 , 0.034115 , 0.061175 , 0.044508 , 0.049798 , 0.061537 , 0.060219 , 0.069413 , 0.083777 , 0.069939 , 0.045385 , 0.060972 , 0.057509 , 0.060191 , 0.063178 , 0.049492 , 0.052915 , 0.046647 , 0.049391 , 0.063704 
 578 , 0.056607 , 0.062945 , 0.044876 , 0.052325 , 0.052779 , 0.055485 , 0.058499 , 0.050472 , 0.046594 , 0.04491 , 0.063989 , 0.081069 , 0.0521 , 0.065639 , 0.06373 , 0.060015 , 0.033499 , 0.060486 , 0.043765 , 0.049372 , 0.060907 , 0.059526 , 0.068782 , 0.083174 , 0.068973 , 0.044927 , 0.060099 , 0.056759 , 0.059549 , 0.062709 , 0.048777 , 0.052229 , 0.045881 , 0.048648 , 0.062844 
 579 , 0.055651 , 0.062055 , 0.044558 , 0.051786 , 0.052449 , 0.05466 , 0.057689 , 0.049586 , 0.046061 , 0.04429 , 0.063353 , 0.080455 , 0.051441 , 0.06489 , 0.063013 , 0.059282 , 0.032879 , 0.059794 , 0.043015 , 0.048946 , 0.060273 , 0.058837 , 0.068153 , 0.082572 , 0.068003 , 0.044474 , 0.059226 , 0.056013 , 0.058909 , 0.062234 , 0.048061 , 0.051541 , 0.045115 , 0.047905 , 0.061989 
 580 , 0.054697 , 0.061167 , 0.044244 , 0.05125 , 0.052123 , 0.053836 , 0.05688 , 0.048697 , 0.045531 , 0.043664 , 0.06272 , 0.079842 , 0.050786 , 0.064145 , 0.062289 , 0.058543 , 0.032266 , 0.059106 , 0.042272 , 0.04852 , 0.059637 , 0.058151 , 0.067521 , 0.081969 , 0.06704 , 0.044023 , 0.058355 , 0.055266 , 0.058267 , 0.061758 , 0.047344 , 0.050852 , 0.044355 , 0.047161 , 0.061134 
 581 , 0.053721 , 0.060138 , 0.043768 , 0.050683 , 0.051575 , 0.053015 , 0.055988 , 0.04783 , 0.044879 , 0.042957 , 0.061918 , 0.079044 , 0.050042 , 0.063259 , 0.061441 , 0.057674 , 0.031619 , 0.058266 , 0.041485 , 0.04794 , 0.058895 , 0.057346 , 0.066752 , 0.081152 , 0.065964 , 0.043472 , 0.057379 , 0.054389 , 0.057466 , 0.061074 , 0.046571 , 0.05007 , 0.04356 , 0.046336 , 0.060204 
 582 , 0.052738 , 0.059075 , 0.043253 , 0.050105 , 0.050983 , 0.052191 , 0.055083 , 0.046963 , 0.044201 , 0.042235 , 0.06108 , 0.078197 , 0.049282 , 0.062336 , 0.06056 , 0.056768 , 0.030962 , 0.057391 , 0.040696 , 0.047321 , 0.058122 , 0.056519 , 0.065944 , 0.080287 , 0.064866 , 0.042901 , 0.056383 , 0.05348 , 0.056627 , 0.060332 , 0.045788 , 0.04926 , 0.042765 , 0.04549 , 0.059254 
 583 , 0.051757 , 0.058016 , 0.042734 , 0.049523 , 0.050386 , 0.051366 , 0.054169 , 0.046093 , 0.043527 , 0.041512 , 0.06024 , 0.077349 , 0.048521 , 0.061413 , 0.059677 , 0.055862 , 0.030307 , 0.05651 , 0.03991 , 0.046704 , 0.057346 , 0.055685 , 0.065137 , 0.079418 , 0.063771 , 0.042332 , 0.05539 , 0.052577 , 0.055782 , 0.059597 , 0.045 , 0.048456 , 0.041967 , 0.044647 , 0.058305 
 584 , 0.050717 , 0.056949 , 0.042159 , 0.048857 , 0.049721 , 0.050505 , 0.053218 , 0.045222 , 0.042811 , 0.040781 , 0.059344 , 0.076354 , 0.047713 , 0.060425 , 0.058735 , 0.054914 , 0.029648 , 0.055576 , 0.039107 , 0.046049 , 0.056514 , 0.054792 , 0.064246 , 0.078436 , 0.062624 , 0.041709 , 0.054342 , 0.051629 , 0.054893 , 0.058766 , 0.044173 , 0.047623 , 0.041147 , 0.043775 , 0.057277 
 585 , 0.049606 , 0.055855 , 0.041512 , 0.04807 , 0.048963 , 0.04959 , 0.052213 , 0.044344 , 0.042045 , 0.040044 , 0.058389 , 0.075182 , 0.046852 , 0.059361 , 0.05772 , 0.053922 , 0.028967 , 0.054564 , 0.038273 , 0.045342 , 0.055604 , 0.053833 , 0.063243 , 0.077303 , 0.061409 , 0.041032 , 0.053221 , 0.050635 , 0.053942 , 0.057846 , 0.043289 , 0.046753 , 0.0403 , 0.042876 , 0.056163 
 586 , 0.04849 , 0.054764 , 0.040862 , 0.047285 , 0.048207 , 0.048681 , 0.051205 , 0.043468 , 0.041274 , 0.039311 , 0.057427 , 0.074013 , 0.045987 , 0.058297 , 0.056711 , 0.05293 , 0.028294 , 0.053548 , 0.037442 , 0.044637 , 0.054697 , 0.052874 , 0.062248 , 0.076176 , 0.060198 , 0.040357 , 0.052101 , 0.049639 , 0.052992 , 0.056917 , 0.042407 , 0.045884 , 0.039456 , 0.041974 , 0.055052 
 587 , 0.047404 , 0.053695 , 0.040233 , 0.04652 , 0.04747 , 0.047784 , 0.050227 , 0.042605 , 0.040528 , 0.038583 , 0.056493 , 0.07287 , 0.045154 , 0.057265 , 0.055727 , 0.051964 , 0.02763 , 0.052568 , 0.036628 , 0.043951 , 0.053817 , 0.051943 , 0.061277 , 0.075074 , 0.059022 , 0.03969 , 0.051009 , 0.048668 , 0.052065 , 0.056021 , 0.041549 , 0.045037 , 0.038634 , 0.041097 , 0.053964 
 588 , 0.046556 , 0.052757 , 0.039731 , 0.045907 , 0.046913 , 0.047028 , 0.049506 , 0.041832 , 0.039937 , 0.037932 , 0.055752 , 0.071985 , 0.04453 , 0.056486 , 0.054993 , 0.051174 , 0.027087 , 0.051822 , 0.035977 , 0.04341 , 0.053169 , 0.05126 , 0.060526 , 0.074181 , 0.058119 , 0.039123 , 0.050144 , 0.047903 , 0.051355 , 0.055325 , 0.040932 , 0.04436 , 0.037987 , 0.04041 , 0.053099 
 589 , 0.045698 , 0.051819 , 0.039224 , 0.04529 , 0.046355 , 0.046265 , 0.048778 , 0.041055 , 0.039343 , 0.037273 , 0.055009 , 0.071097 , 0.043902 , 0.055706 , 0.054252 , 0.050386 , 0.026544 , 0.051078 , 0.035327 , 0.042866 , 0.052521 , 0.05057 , 0.059776 , 0.073277 , 0.057213 , 0.038552 , 0.049281 , 0.047126 , 0.050645 , 0.054626 , 0.040304 , 0.043678 , 0.037338 , 0.039721 , 0.052232 
 590 , 0.044841 , 0.050877 , 0.038717 , 0.044669 , 0.045787 , 0.045501 , 0.048049 , 0.040274 , 0.038751 , 0.036613 , 0.054257 , 0.070201 , 0.043269 , 0.054917 , 0.053503 , 0.049591 , 0.025995 , 0.05033 , 0.034672 , 0.042323 , 0.051867 , 0.049877 , 0.059026 , 0.072373 , 0.056301 , 0.037978 , 0.048413 , 0.046349 , 0.049926 , 0.053917 , 0.039678 , 0.042989 , 0.036687 , 0.039027 , 0.05136 
 591 , 0.044399 , 0.050464 , 0.03853 , 0.044414 , 0.045567 , 0.045175 , 0.047716 , 0.039914 , 0.038447 , 0.036317 , 0.053968 , 0.069872 , 0.043001 , 0.054611 , 0.053173 , 0.049243 , 0.025708 , 0.050003 , 0.034364 , 0.042088 , 0.051627 , 0.049591 , 0.058703 , 0.072051 , 0.055872 , 0.037745 , 0.047972 , 0.045974 , 0.049581 , 0.053644 , 0.03936 , 0.042662 , 0.036347 , 0.038702 , 0.050935 
 592 , 0.044074 , 0.050208 , 0.038451 , 0.044275 , 0.045454 , 0.044978 , 0.047502 , 0.039678 , 0.038234 , 0.036118 , 0.053813 , 0.069716 , 0.042841 , 0.054456 , 0.052959 , 0.049029 , 0.025499 , 0.049796 , 0.034158 , 0.041952 , 0.051515 , 0.049427 , 0.058513 , 0.071901 , 0.055576 , 0.037611 , 0.047649 , 0.045724 , 0.049344 , 0.053489 , 0.039128 , 0.042448 , 0.036093 , 0.038485 , 0.050645 
 593 , 0.043744 , 0.049947 , 0.038361 , 0.044137 , 0.045341 , 0.044781 , 0.047283 , 0.039442 , 0.038017 , 0.035923 , 0.053653 , 0.06955 , 0.042682 , 0.054297 , 0.052749 , 0.048812 , 0.025286 , 0.049588 , 0.033952 , 0.041812 , 0.051397 , 0.049264 , 0.058318 , 0.071748 , 0.05528 , 0.037476 , 0.047327 , 0.045469 , 0.049106 , 0.053329 , 0.038897 , 0.04223 , 0.035839 , 0.038268 , 0.05035 
 594 , 0.043472 , 0.049725 , 0.038301 , 0.044018 , 0.045261 , 0.044613 , 0.047085 , 0.039245 , 0.037869 , 0.03577 , 0.053544 , 0.069431 , 0.042548 , 0.054158 , 0.052576 , 0.048624 , 0.025098 , 0.049415 , 0.033749 , 0.041712 , 0.051317 , 0.04914 , 0.058184 , 0.071633 , 0.055024 , 0.037362 , 0.047051 , 0.045242 , 0.048909 , 0.053185 , 0.038719 , 0.042052 , 0.035622 , 0.03806 , 0.050108 
 595 , 0.04329 , 0.049556 , 0.038273 , 0.043934 , 0.045223 , 0.044495 , 0.046935 , 0.039109 , 0.037815 , 0.035695 , 0.053506 , 0.069374 , 0.042459 , 0.054052 , 0.052483 , 0.048479 , 0.024963 , 0.049296 , 0.033566 , 0.041672 , 0.051293 , 0.049084 , 0.05813 , 0.071573 , 0.054844 , 0.037269 , 0.046841 , 0.045061 , 0.048774 , 0.053064 , 0.038622 , 0.041937 , 0.035469 , 0.037889 , 0.049935 
 596 , 0.043108 , 0.049388 , 0.03825 , 0.043846 , 0.04519 , 0.044373 , 0.04678 , 0.038973 , 0.037762 , 0.035616 , 0.053469 , 0.069313 , 0.042364 , 0.053946 , 0.052386 , 0.04833 , 0.024817 , 0.049177 , 0.033382 , 0.041631 , 0.051273 , 0.049029 , 0.058076 , 0.071513 , 0.05466 , 0.037177 , 0.046632 , 0.04488 , 0.048635 , 0.052947 , 0.038525 , 0.041823 , 0.035316 , 0.037713 , 0.049762 
 597 , 0.04292 , 0.049214 , 0.038226 , 0.043767 , 0.045156 , 0.044264 , 0.046638 , 0.038841 , 0.037699 , 0.035531 , 0.053435 , 0.06926 , 0.042279 , 0.053844 , 0.052292 , 0.048185 , 0.024676 , 0.049061 , 0.033197 , 0.041595 , 0.051253 , 0.048973 , 0.05803 , 0.071457 , 0.054489 , 0.037088 , 0.046421 , 0.044702 , 0.0485 , 0.052829 , 0.038428 , 0.041708 , 0.035162 , 0.037536 , 0.049588 
 598 , 0.042746 , 0.049044 , 0.038216 , 0.043776 , 0.045195 , 0.044279 , 0.046625 , 0.038768 , 0.037571 , 0.035407 , 0.053416 , 0.069262 , 0.042223 , 0.05383 , 0.052238 , 0.048088 , 0.024544 , 0.04898 , 0.033051 , 0.041543 , 0.051277 , 0.048941 , 0.058079 , 0.07142 , 0.054407 , 0.037058 , 0.046235 , 0.044594 , 0.048419 , 0.052726 , 0.038359 , 0.041617 , 0.035018 , 0.037418 , 0.049444 
 599 , 0.042564 , 0.048872 , 0.038198 , 0.043782 , 0.045227 , 0.044295 , 0.046608 , 0.038696 , 0.037439 , 0.035278 , 0.053396 , 0.069254 , 0.042164 , 0.05381 , 0.052177 , 0.047989 , 0.024412 , 0.048892 , 0.032901 , 0.041493 , 0.051294 , 0.048907 , 0.058131 , 0.07138 , 0.054323 , 0.037029 , 0.046041 , 0.044482 , 0.048335 , 0.052611 , 0.038292 , 0.041528 , 0.034869 , 0.0373 , 0.049301 
 600 , 0.042381 , 0.048695 , 0.038185 , 0.043788 , 0.045264 , 0.044311 , 0.046592 , 0.03862 , 0.037301 , 0.035149 , 0.053375 , 0.069252 , 0.04211 , 0.05379 , 0.052121 , 0.047891 , 0.024279 , 0.048809 , 0.032755 , 0.041438 , 0.051317 , 0.048873 , 0.058184 , 0.07134 , 0.054234 , 0.036995 , 0.045852 , 0.044371 , 0.048251 , 0.052501 , 0.03822 , 0.041433 , 0.034724 , 0.037178 , 0.049149 
 601 , 0.042109 , 0.048486 , 0.038064 , 0.043744 , 0.045241 , 0.044189 , 0.046525 , 0.038464 , 0.037185 , 0.035016 , 0.053268 , 0.069188 , 0.041996 , 0.053668 , 0.052013 , 0.04775 , 0.024144 , 0.048704 , 0.032566 , 0.041383 , 0.051287 , 0.048768 , 0.058168 , 0.071262 , 0.054078 , 0.036913 , 0.045631 , 0.044204 , 0.048106 , 0.052418 , 0.038108 , 0.041314 , 0.034512 , 0.037027 , 0.04897 
